Company Name,Location,Booth,url,exhibitor_url,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,Certificates,Unnamed: 11,Other Certificates,supplier_url,Booth: 5B-B09   |   Electronics Components   |   ,Booth: 5B-C14   |   Printed Circuit Board & EMS   |   ,Booth: 5B-D01   |   Printed Circuit Board & EMS   |   ,Booth: 5B-C07   |   Electronics Components   |   ,Booth: 5B-C13   |   Electronics Components   |   ,Booth: 5B-D07   |   Printed Circuit Board & EMS   |   ,Booth: 5B-F05   |   Display Technology   |   ,Booth: 5B-B01   |   Electronics Components   |   ,Booth: 5B-A02   |   Electronics Components   |   ,url_L3,Nature of Business_L3,Location_L3,Year of Establishment,Main Categories,Major Markets,Total Employees,Annual Turnover,Brands,Contact Person,Position,Office Address,Country / Region
"Jiangxi Hechengda Technology Industrial Co.,Ltd",Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S00680A6?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00680A6?fairCode=electronicasia&locale=en,"Jiangxi Hechengda Technology is a professional PCBA & SMT manufacturer offering one-stop services from component sourcing, PCB assembly, to final product testing. We specialize in custom R&D projects - from concept to fully functional product realization. Our products include PCBA, electronic components, cameras, projectors, and game consoles. Certified with ISO9001, we serve industrial control, medical, automotive, and IoT sectors with high quality and fast delivery.","Manufacturer, Exporter","LED Light Emitting Diode, Printed Circuit Board (PCB), Testing Instrument For Electrical / Electronic Product, System Integration & Development, Inductor, Microcontroller, Electronic Manufacturing Service, Capacitor, Assembly & Subsystem ( include PCB Assembly ), Integrated Circuit ( IC ), LED Light Emitting Diode, Printed Circuit Board (PCB), Testing Instrument For Electrical / Electronic Product, System Integration & Development, Inductor, Microcontroller, Electronic Manufacturing Service, Capacitor, Assembly & Subsystem ( include PCB Assembly ), Integrated Circuit ( IC )",PCBA & SMT assembly Electronic components Custom R&D from concept to final product Cameras Game consoles OEM/ODM services,"ODM, OEM",,www.hcdpcba.com,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangxi-Hechengda-Technology-Industrial-Co-Ltd/1S00PETIP,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangxi-Hechengda-Technology-Industrial-Co-Ltd/1S00PETIP,,Chinese Mainland,,,,,,,Liu Celia,,"Floors 1-2, Building 5, Industry University Resear Zone 2, Quannan County Industrial Park, Ganzhou Ci Jiangxi Province, China",Chinese Mainland
"Ningbo Helishun Electron Co., Ltd.",Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S0067ZTM?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067ZTM?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-HELISHUN-ELECTRON-CO-LTD/1S00ON2UG,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-HELISHUN-ELECTRON-CO-LTD/1S00ON2UG,,Chinese Mainland,,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies View details Factories & Facilities",,,,,Miss Ann ye,,,Chinese Mainland
Ningbo Xucheng Electronics Co Ltd,Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S0067ZPY?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067ZPY?fairCode=electronicasia&locale=en,,"Shopping Mall, Buying Cooperative, Distributor, Wholesaler, Buying Office, Importer, Manufacturer","Electrical Wire & Cable, Testing Instrument For Electrical / Electronic Product, Electrical Wire & Cable, Testing Instrument For Electrical / Electronic Product","Terminal blocks, wires and cables","OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Xucheng-Electronics-Co-Ltd/1S00PC51S,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Xucheng-Electronics-Co-Ltd/1S00PC51S,,Chinese Mainland,,,,,,,Miss sun jianan,,,Chinese Mainland
"RH Circuits Technology (Shenzhen) Co., Ltd.",Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S0067ZRS?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067ZRS?fairCode=electronicasia&locale=en,,Exporter,"Electronic Manufacturing Service, Printed Circuit Board (PCB), Assembly & Subsystem ( include PCB Assembly ), Electronic Manufacturing Service, Printed Circuit Board (PCB), Assembly & Subsystem ( include PCB Assembly )","Copper-based PCB, Aluminum-based PCB, Ceramic PCB,High-Density Interconnect (HDI) PCB, High-Frequency PCB, High-Speed PCB, etc",OBM,,,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/RH-Circuits-Technology-Shenzhen-Co-Ltd-/1S00PETD4,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/RH-Circuits-Technology-Shenzhen-Co-Ltd-/1S00PETD4,,Chinese Mainland,,,,,,,- sun,,"Building 1, 56 South Ting Road, Xuebian Community, Shajing Subdistrict, Bao'an District, Shenzhen, Guangdong, China",Chinese Mainland
"Sanwin (HONGKONG) electronic technology Co.,Ltd",Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S0068099?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0068099?fairCode=electronicasia&locale=en,,"Distributor, Exporter, Wholesaler","Electrical Plug, Electronic Product Ceramic Part, BNC 50 Ω/ 75 Ω Coxial Connector, DDI & Other Network Technology Components Assemblies, Microcontroller, Inductor, Relay, Electronic Manufacturing Service, Capacitor, Semiconductor, Electrical Plug, Electronic Product Ceramic Part, BNC 50 Ω/ 75 Ω Coxial Connector, DDI & Other Network Technology Components Assemblies, Microcontroller, Inductor, Relay, Electronic Manufacturing Service, Capacitor, Semiconductor","switch,connector,jack","OBM, OEM",,www.sanwin.info,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sanwin-HONGKONG-Electronic-Technology-Co-Ltd/1S00PETHS,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sanwin-HONGKONG-Electronic-Technology-Co-Ltd/1S00PETHS,,Chinese Mainland,,,,,,,chen fangsheng,,"NO.8,LIYE ROAD,SONGGANG, BAOAN, SHENZHEN, GUANGDONG, CHINA",Chinese Mainland
"Shenzhen Chengxing Electronic Technology Co., Ltd.",Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S00680B3?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00680B3?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Chengxing-Electronic-Technology-Co-Ltd-/1S00P6AI8,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Chengxing-Electronic-Technology-Co-Ltd-/1S00P6AI8,,Chinese Mainland,,"Parts, Components & Raw Materials",,,,,Tong Zhou,,"Room 1405-1407, Building A, Jiahe Building, Huaqiangbei Street, Futian District, Shenzhen, Guangdong, China",Chinese Mainland
"Shenzhen Socay Electronics Co., Ltd.",Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S00684NZ?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00684NZ?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Socay-Electronics-Co-Ltd-/1X09E9QJ,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Socay-Electronics-Co-Ltd-/1X09E9QJ,,Chinese Mainland,,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials",,,,,Shang Chen,,"4/F, Block C, Hehengxing Science & Technology Park No.19 Minqing Rd., Longhua New District, Shenzhen, Guangdong, 518000, China",Chinese Mainland
"Shenzhen Yccfan Technology Co., Ltd",Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S0067V6N?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067V6N?fairCode=electronicasia&locale=en,"YCCFAN was founded in 2011 and located in Shenzhen of China.Since we established, we are always focusing on the R&D,production and selling the cooling fans,and committed to becoming the top brand in Chinese cooling fan industry.Now,we have the independent plant with 300,000m2,1300 staffs,daily production capacity more than 250,000 pieces. We had built the complete product R&D and production system,such as:Reliability Laboratory,Noise Testing Room,Air Flow&Pressure Testing Chamber,Mold Manufacturing, Plastic Injection,Auto-Production and Auto-Inspection;meanwhile,we passed and manage company with the ISO9001,ISO14001and IATF16949. Our products passed UL/CUL/TUV/CE/SGS/CCC certificates,the size from 20mm to 250mm are wildly sold in China,Europe,U.S.A.,South Korea,Japan,Russia,Ukraine etc.,used for Power Supplier,Vehicle-mounted,Communication,Telecomm,Home Appliances,Medical Treatment etc.We also accept ODM,OEM customized projects. We follow the business principle of Customer First,People Oriented base on integrity principle,Innovation attitude,provide valuable products and cooling solutions for each customer!",Manufacturer,"Electronic Manufacturing Service, PC Card, Integrated Circuit ( IC ), Diode, Industrial Testing Instrument & Equipment, Reed Switch, Testing Instrument For Electrical / Electronic Product, Information and Communications Technology, UPS / Power Supply, Semiconductor, Electronic Manufacturing Service, PC Card, Integrated Circuit ( IC ), Diode, Industrial Testing Instrument & Equipment, Reed Switch, Testing Instrument For Electrical / Electronic Product, Information and Communications Technology, UPS / Power Supply, Semiconductor, Electronic Manufacturing Service, PC Card, Integrated Circuit ( IC ), Diode, Industrial Testing Instrument & Equipment, Reed Switch, Testing Instrument For Electrical / Electronic Product, Information and Communications Technology, UPS / Power Supply, Semiconductor",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Yccfan-Technology-Co-Ltd/1X088L72,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Yccfan-Technology-Co-Ltd/1X088L72,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2006.0,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials","Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, North America, Southeast Asia, Taiwan, Western Europe, Worldwide",101 - 200,"US$ 10,000,000 - 49,999,999 Certificate Name Issued By Certificate Type Valid Date ISO9001_2008\CE\UL\TUV\CCC - - -",,Mr Chris Huang,Sales Manager,"Block 1, Jinshan Industrial Park, 375 Guangshen Road, Baoan District, Shenzhen, Guangdong, China.",Chinese Mainland
Tailor Pixels Technology CO LTD,Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S006808C?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006808C?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/TAILOR-PIXELS-TECHNOLOGY-CO-LTD-/1S00PAPLK,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/TAILOR-PIXELS-TECHNOLOGY-CO-LTD-/1S00PAPLK,,Chinese Mainland View details Factories & Facilities,,,,,,,Ms Scarlett Cheung,,,Chinese Mainland
Wenzhou Stpete Electronic Technology Co Ltd,Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S0068000?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0068000?fairCode=electronicasia&locale=en,,Exporter,"DDI & Other Network Technology Components Assemblies, DDI & Other Network Technology Components Assemblies","Precision connectors, automotive connectors, shielding covers, heat sinks, and optical module accessories.",OEM,,,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Stpete-Electronic-Technology-Co-Ltd/1S00PETGV,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Stpete-Electronic-Technology-Co-Ltd/1S00PETGV,,Chinese Mainland,,,,,,,Ru Lin,,"No. 77 Shengye Road, Shifan Street, Yueqing City, Zhejiang, China",Chinese Mainland
"Xiamen Zettler Electronics Co., Ltd.",Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S0068FPI?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0068FPI?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Zettler-Electronics-Co-Ltd/1X06TCHJ,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Zettler-Electronics-Co-Ltd/1X06TCHJ,Manufacturer,"Xiamen, Fujian, Chinese Mainland",,,Worldwide,,,,Ms Pat Lin,International Sales Manager,"6/F., Yin Feng Building, No.48-50 Huli Road, Xiamen, Fujiang, China",Chinese Mainland
Yangzhou Positioning Tech Co Ltd,Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S00680EU?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00680EU?fairCode=electronicasia&locale=en,"YZPST Group Power Electronic Components Manufacturer 33 years' experience 500+ employees 300,000+ successful cases from 160 countries & regions. AEO UL ISO9001 REACH ROHS","Buying Office, Export Agent, Manufacturer, Distributor, Buying Cooperative","Capacitor, Resistor, Integrated Circuit ( IC ), Semiconductor, Electrical Wire & Cable, Motors, Transistor, Capacitor, Resistor, Integrated Circuit ( IC ), Semiconductor, Electrical Wire & Cable, Motors, Transistor, Capacitor, Resistor, Integrated Circuit ( IC ), Semiconductor, Electrical Wire & Cable, Motors, Transistor","THYRISTOR,transistor,IGBT,Module,Bridge Rectifier",OEM,YZPST,yzpst.net,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026 electronicAsia 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 electronicAsia 2024 electronicAsia 2023 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 electronicAsia 2019 HKTDC Hong Kong Gifts & Premium Fair 2019 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangzhou-Positioning-Tech-Co-Ltd/1X0AV2VZ,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangzhou-Positioning-Tech-Co-Ltd/1X0AV2VZ,,Chinese Mainland,,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials",,,,,Chunlin Zhang,,"225000 303 Room, Wenheng Building Wangyue Rd Yangzhou Jiangsu China",Chinese Mainland
HCC International Limited,Chinese Mainland,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S0067PHW?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067PHW?fairCode=electronicasia&locale=en,,Manufacturer,"Integrated Circuit ( IC ), Capacitor, Resistor, Inductor, Integrated Circuit ( IC ), Capacitor, Resistor, Inductor","PCBA,PCB assembly","OBM, Others, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 electronicAsia 2025 electronicAsia 2024 electronicAsia 2023,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HCC-International-Limited/1S00P65JA,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HCC-International-Limited/1S00P65JA,,Chinese Mainland,,,,,,,Hui He,,"B408, Forsafe Science & Technology Building., Gaoxin Nan 1st Road, High-tech Park, Nanshan District, Shenzhen, Guangdong, China",Chinese Mainland
"Ecolite Energy (Hong Kong) Co., Limited",Hong Kong,['Booth: 5B-D15   |   Printed Circuit Board & EMS   |   '],/event/electronicasia/en/exhibitor/1S00667BW?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00667BW?fairCode=electronicasia&locale=en,,Manufacturer,"UPS / Power Supply, UPS / Power Supply, UPS / Power Supply, UPS / Power Supply, UPS / Power Supply, UPS / Power Supply, UPS / Power Supply","lithium battery , lithium-ion hybrid capacitor, sodium-ion hybrid capacitor",OBM,,,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026,,,,,,,,,,,,,,,,,,,,,,,,,,
