company name,location,Booth: 3-A06   |   DeLuxe PrintPack Hong Kong   |   ,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,,HKTDC Events,Certificates,Verified Certificates,Other Certificates,supplier_url,exhibitor_url,Booth: 3-A05   |   DeLuxe PrintPack Hong Kong   |   ,Brand Name,Company Website,Booth: 3-B02   |   DeLuxe PrintPack Hong Kong   |   ,Booth: 3-A11   |   DeLuxe PrintPack Hong Kong   |   ,Booth: 3-B01   |   DeLuxe PrintPack Hong Kong   |   ,Booth: 3-A02   |   DeLuxe PrintPack Hong Kong   |   ,Booth: 3-C18   |   DeLuxe PrintPack Hong Kong   |   Cantonese Business Go Global,Booth: 3-B29   |   DeLuxe PrintPack Hong Kong   |   Cantonese Business Go Global,Booth: 3-C04   |   DeLuxe PrintPack Hong Kong   |   Cantonese Business Go Global,Booth: 3-A10   |   DeLuxe PrintPack Hong Kong   |   Cantonese Business Go Global,Booth: 3-C05   |   DeLuxe PrintPack Hong Kong   |   
"DONGGUAN HEAO INDUSTRIAL INVESTMENT CO.,LTD",Chinese Mainland,,"Welcome to Heao group, a primary packaging company since 2010, specialized in providing high-quality packaging solutions for global beauty, skincare and personal care industries. Our products cover various types of packaging such as airless pump bottles, sprayer bottles, oral liquid bottles, cosmetic tubes, and soft tubes with functional heads, compact case etc. Automated assembly lines and high performance machinery allow Heao to output over 80 million pieces per month. In addition, custom cosmetic packaging is one of our core strengths, making customized mold or decorating packaging with your preferred color and finish can be achieved,we are good at turning your idea into a complete product. The Heao group is committed to not only making top-notch products, but also promoting sustainable development. Our production facilities are certified to ISO 9001 quality management system and ISO 14001 environmental management system, ensuring that every step of the product from design to production meets the highest international standards.",Manufacturer,"Phials and Monodoses Bottle,Cosmetics Packaging,Tubes Packaging",Bottle/Vial/Jar/Great Health/Hose/CAMPACT CASE/LIP TUBE,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Heao-Industrial-Co-Ltd/1S00P03TI,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LMVT,,,,,,,,,,,,
"Dongguan Changfa Craft Packing Products Co., Ltd.",Chinese Mainland,,,Manufacturer,"Presentation Box,Bag and Pouch,Velvet Boxes/Bags,Packaging Design,Cosmetics Packaging,Wine Packaging,Luxury Packaging,Jewelry Packaging & Display,Watch Packaging","Paper box, leather box, gift box, perfume box, jewelry box, pen box, scented candle box design and production.","OBM, OEM, ODM, Others",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Changfa-Craft-Packing-Products-Co-Ltd-/1S00P06Y0,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005L1X8,,,,,,,,,,,,
"Dongguan DongHong Paper Products Co., Ltd.",Chinese Mainland,,,,"Metal Box & Can,Presentation Box,Bag and Pouch,Bottle and Can,Label and Tag,Packaging Design,Cosmetics Packaging,Luxury Packaging,Jewelry Packaging & Display,Tubes Packaging",Rigid paper box,"OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-DongHong-Paper-Products-Co-Ltd-/1S00P072N,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005L2B1,,PackPrince,,,,,,,,,,
"Dongguan Ganxing Gifts Co., Ltd",Chinese Mainland,,,"Distributor, Retailer, Exporter, Buying Cooperative, Wholesaler, Manufacturer","Metal Box & Can,Wooden Box and Case,Presentation Box,Velvet Boxes/Bags,Packaging Design,Cosmetics Packaging,Luxury Packaging,Smart Packaging,Jewelry Packaging & Display,Watch Packaging","Packaging Boxes, Jewlery Boxes, OEM&ODM","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DongGuan-GanXing-Trading-Co-Ltd-/1S00P0W04,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LRSX,,GANXING,,,,,,,,,,
"Dongguan Jiurun Printing & Packaging Technology Co., Ltd.",Chinese Mainland,,,"Exporter, Manufacturer","Cosmetics Packaging, Jewelry Packaging & Display, Velvet Box / Bag, Bag and Pouch, Watch Packaging, Luxury Packaging","Lid and base box, magnet box, folding box","ODM, OEM, OBM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2026 DeLuxe PrintPack Hong Kong 2025 DeLuxe PrintPack Hong Kong 2024,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Jiurun-Printing-Packaging-Technology-Co-Ltd-/1S00OO3PU,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LRO9,,,jiurunpacking.en.alibaba.com,,,,,,,,,
"Dongguan Xianjunlong Paper Products Co., Limited",Chinese Mainland,,,"Exporter, Manufacturer","Presentation Box,Bag and Pouch,Silk Boxes/Bags,Wine Packaging,Luxury Packaging,Jewelry Packaging & Display,Art Printing","Gift box,Packing box","OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025 HKTDC Hong Kong Gifts & Premium Fair 2024,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Xianjunlong-Paper-Product-Co-Limited/1S00OND8Z,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LRR0,,,,,,,,,,,,
"Dongguan XinYuanjia Environmental Technology Co., Ltd",Chinese Mainland,,,Manufacturer,"Metal Box & Can,Presentation Box,Bag and Pouch,Bottle and Can,Label and Tag,Packaging Design,Cosmetics Packaging,Luxury Packaging,Jewelry Packaging & Display,Tubes Packaging",Luxury Packaging; Rigid box; label; Box,OEM,,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025 DeLuxe PrintPack Hong Kong 2024 HK Int'l Printing & Packaging Fair 2023,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-XinYuanjia-Environmental-Technology-Co-Ltd-/1S00O9WTP,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LR8L,,SCETN LIBRARY,,,,,,,,,,
"Fujian Jiamei Group Xiamen Import & Export Co,,Ltd.",Chinese Mainland,,,,"Bag and Pouch,Packaging Design,Cosmetics Packaging,Wine Packaging,Luxury Packaging,Jewelry Packaging & Display,Watch Packaging","Paper Gift Bags & Boxes, 100% Recycle Package","ODM, OBM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025 HK Int'l Printing & Packaging Fair 2024,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Jiamei-Group-Xiamen-Import-Export-Co-Ltd-/1S00OQ891,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005M5TG,,,,,,,,,,,,
"Guangdong Huasheng Element Leather Co., Ltd.",Chinese Mainland,,,,"Leather and PU Leather Yarn,Cosmetics Packaging,Wine Packaging,Luxury Packaging,Jewelry Packaging & Display","Shengyuan PU Leather has genuine leather feel and touch feel, durable coating layer. No solvent, no heavy metal, Eco Product and has certificated report by SGS. Customer can customized any color reference Pantone Number.","OEM, OBM, ODM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025 HKTDC Hong Kong International Optical Fair 2024 DeLuxe PrintPack Hong Kong 2024 HKTDC Hong Kong International Optical Fair 2023 HK Int'l Printing & Packaging Fair 2023 HKTDC Hong Kong International Printing and Packaging Fair 2018,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Huasheng-Element-Leather-Co-Ltd/1X0AE3CF,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LR9I,,ELEMENT,,,,,,,,,,
"Guangdong Sensheng Carbon Neutralization Technology Co., Ltd.",Chinese Mainland,,"Based on lithographic positioning technology, Sensheng 3.0 is a three-part source manufacturer of photolithographic raw material production, finished product packaging design and finished packaging production. It is specialized in enhancing the visual effect and color sense of the appearance of traditional printing and packaging. The role of packaging is to reflect the value of the product, and the mission of Mori Lithography is to distinguish luxury packaging from ordinary.","Shopping Mall, Buying Office, Professional Association, Importer, Manufacturer, Distributor, Retailer, Export Agent, Department Store, Statutory Body, Wholesaler, Service Company, Exporter","Special Paper and Materials,Authentication and Traceability,Luxury Packaging,Art Printing",3D Stereoscopic Display; Liquor Packaging; Luxury Outer Packaging,"ODM, OBM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Sensheng-Carbon-Neutralization-Technology-Co-Ltd-/1S00P070T,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005L23P,,,,,,,,,,,,
Guangzhou Emon Trading Company,Chinese Mainland,,,"Mail Order Co., Importer, Manufacturer","Paper Decoration,Presentation Box,Bag and Pouch,Packaging Design,Wine Packaging,Luxury Packaging,Smart Packaging,Glasses Packaging,Watch Packaging,Cigar Packaging",Paper box & paper bag,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025 DeLuxe PrintPack Hong Kong 2024 HK Int'l Printing & Packaging Fair 2023,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Emon-Trading-Company/1S00O9WWG,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LMPB,,EMON,,,,,,,,,,
"Guilin Fadeli Packing Co.,Ltd",Chinese Mainland,,,"Exporter, Manufacturer",Jewelry Packaging & Display,packing box,"OEM, ODM, OBM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025 HKTDC Hong Kong International Optical Fair 2024,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guilin-Fadeli-Packing-Co-Ltd/1S00P0QHV,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LMR5,,,,,,,,,,,,
"Huizhou Cailang Printing Products Co., Ltd.",Chinese Mainland,,"Factory Establish Year: 1994 Factory Location: Huizhou, Guangdong Factory Audit: ISO9001,FSC, SA8000,Sedex,L'oreal Social Audit Factory product rang: All kinds of paper packaging boxes and paper bags",Manufacturer,"Presentation Box, Luxury Packaging, Bag and Pouch, Wine Packaging, Smart Packaging, Packaging Design, Cosmetics Packaging, Velvet Box / Bag, Paper Decoration, Jewelry Packaging & Display",Paper box & paper bag,ODM,,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2026 DeLuxe PrintPack Hong Kong 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) DeLuxe PrintPack Hong Kong 2024 HK Int'l Printing & Packaging Fair 2023 HKTDC Hong Kong International Printing and Packaging Fair 2019 HKTDC Hong Kong International Printing and Packaging Fair 2018 HKTDC Hong Kong International Printing and Packaging Fair 2017 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Cailang-Printing-Company/1X09G9UF,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005L25J,,,www.cailang.com.cn,,,,,,,,,
"Ijen (Dongguan) Paper Products Co., Ltd.",Chinese Mainland,,,,"Metal Box & Can,Presentation Box,Bag and Pouch,Bottle and Can,Label and Tag,Packaging Design,Cosmetics Packaging,Luxury Packaging,Jewelry Packaging & Display,Tubes Packaging",Paper box & Paper bag,"OEM, ODM, OBM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025 DeLuxe PrintPack Hong Kong 2024 HKTDC Hong Kong International Printing and Packaging Fair 2019,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ijen-Dongguan-Paper-Products-Co-Ltd/1X0AQEO6,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005L2DV,,Estee Lauder,,,,,,,,,,
"Qingdao Perfect Luxury Packaging Co., Ltd.",Chinese Mainland,,,,"Packaging Design, Velvet Box / Bag, Wine Packaging, Bag and Pouch, Presentation Box, Glasses Packaging, Cosmetics Packaging, Luxury Packaging, Special Paper and Materials, Jewelry Packaging & Display",paper box，paper bag,OEM,,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2026 DeLuxe PrintPack Hong Kong 2025 DeLuxe PrintPack Hong Kong 2024 HKTDC Hong Kong International Printing and Packaging Fair 2019,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Qingdao-Perfect-Luxury-Packaging-Co-Ltd/1X0AQIB7,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LXKF,,QP,,,,,,,,,,
"Qingdao Yuanrong Packaging Co., Ltd.",Chinese Mainland,,"Yuanrong is a packaging manufacturer, positioned as an international first-line luxury brand and domestic famous brand design, production of gift bags, gift boxes, card carton quality packaging solutions provider, based on the concept of innovation, green future, customized and production of competitive integrated packaging solutions for customers.",Manufacturer,"Jewelry Packaging & Display, Paper Decoration, Bag and Pouch, Label and Tag, Luxury Packaging, Packaging Design, Glasses Packaging, Special Paper and Materials, Cosmetics Packaging, Presentation Box",定位为国际一线奢侈品牌及国内著名品牌设计、生产礼品袋、礼品盒、卡纸盒的品质包装方案商，基于勇于创新、绿动未来的理念，为客户定制和生产具有竞争力的整合包装解决方案。,"OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2026 DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Qingdao-Yuanrong-Packaging-Co-Ltd-/1S00OYNS1,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005L27D,,,www.yuanrongpackaging.com,,,,,,,,,
"Quanzhou Haitong Electronic Equipment Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Fushi Kang belongs to Quanzhou Haitong Electronic Equipment Co., Ltd. The company was established in 1999 and is a powerful factory integrating R&D, production and sales. It has passed the KPMG audit and specializes in manufacturing high-end luxury packaging such as aluminum alloy tea packaging boxes, luxury packaging boxes, and tea trays. In 2003, it passed the ISO9001:2000 quality management system and ISO14001:2004 environmental management system certifications. The company's products have successively passed multiple certifications including CCC, CE, UL, CB, and FCC. The products have cooperated with many well-known domestic and international brands and listed companies, and are sold all over the world.",Manufacturer,"Metal Box & Can,Presentation Box,Bag and Pouch,Bottle and Can,Phials and Monodoses Bottle,Cosmetics Packaging,Luxury Packaging","Luxury Packaging Box,Leather Packaging,Aluminum Alloy Packaging","Others, ODM, OBM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Quanzhou-Haitong-Electronic-Equipment-Co-Ltd-/1S00P06ZX,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005L1Z2,,FuShiKang,,,,,,,,,,
SEISMO Packaging,Chinese Mainland,,,"Export Agent, Import Agent, Importer, Manufacturer","Leather and PU Leather Yarn,Cut-Edge Ribbon,Handmade Paper,Metal Box & Can,Label and Tag,Model Making,Luxury Packaging,Jewelry Packaging & Display,Glasses Packaging,Glass Packaging","Jewelry boxes, Travel jewelry boxes, Watch boxes, Cosmetic packaging","OBM, OEM, ODM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SEISMO-Packaging/1S00P12GM,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LRP6,,,,,,,,,,,,
"Shenzhen CFY Paper Tube Co., Ltd.",Chinese Mainland,,"Shenzhen Chengfangyuan(CFY) Paper Industry Co., Ltd. is located in A&D Block, No. 66, Shisan Village, Niuhu Community, Guanlan Subdistrict, Longhua District Shenzhen. It has developed into one of the leading manufacturers in China with 2500 square meters , specializing in food, gift, cosmetics, electronic, clothes and sports paper container/tubes for more than 8 years. We provide one-stop service from design, print and handicraft process. The monthly production capacity is more than 150000pcs. Professional handicraft technology and strict quality management system makes our products deeply loved by customers all over the world. The main export markets include the United States, Australia, France, Spain, Japan, Italy, the United Kingdom, Turkey, Canada, Australia, New Zealand, etc.Welcome to contact with us and thanks for your kindly support.",Manufacturer,"Presentation Box,Bottle and Can,Cosmetics Packaging,Luxury Packaging,Tubes Packaging,Glass Packaging",Paper tube,"ODM, OBM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025 DeLuxe PrintPack Hong Kong 2024,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-CFY-Paper-Tube-Co-Ltd-/1S00OOF2F,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005L2GM,,,,,,,,,,,,
"Shenzhen Cote Cheng Electronic Co., Ltd.",Chinese Mainland,,,Manufacturer,"Presentation Box,Packaging Design,Wine Packaging,Luxury Packaging,Watch Packaging","Shenzhen Cote Cheng Electronic Co.,Ltd is a high-tech enterprise in Shenzhen, focusing on the production, research and development as well as sales of a series of related products such as video greeting cards and video gift boxes.","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2019,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Cote-Cheng-Electronic-Co-Ltd-/1X0APBJK,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LMUW,,Cote,,,,,,,,,,
"Shenzhen Yuhua Packing Products Co., Ltd.",Chinese Mainland,,,,"Bag and Pouch,Wine Packaging,Jewelry Packaging & Display","Gift box, cosmetic & beauty packing box, watch box, candle box, wine box, POP stand, paper bag, labels, printing & packaging service.","OBM, OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 DeLuxe PrintPack Hong Kong 2025 HK Int'l Printing & Packaging Fair 2024,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Yuhua-Packing-Products-Co-Ltd-/1S00ONR9I,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LRMF,,,,,,,,,,,,
Viet Style Service Trading Company Limited,Vietnam    |    Factory in Vietnam,,,Distributor,"Paper Decoration,Packaging Design","Viet Style Service Trading Company Limited, Co LTD was established in January 2006 in Viet Nam, from a family-sized packaging factory. After more than 16 years of development, Viet Style is a leading manufacturer of paper packaging such as paper bags","OEM, OBM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025 HK Int'l Printing & Packaging Fair 2023 HKTDC Hong Kong International Printing and Packaging Fair 2019 HKTDC Hong Kong International Printing and Packaging Fair 2018,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Viet-Style-Service-Trading-Company-Limited/1X0AC1DK,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005IY7H,,,,,,,,,,,,
"Wenzhou Haode Trading Co., Ltd.",Chinese Mainland,,,,"Presentation Box,Bag and Pouch,Label and Tag,Cosmetics Packaging,Wine Packaging,Luxury Packaging,Jewelry Packaging & Display,Watch Packaging,Glass Packaging,Art Printing","Thermo PU, non-thermo PU, PVC for packaging covers","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Haode-Trading-Co-Ltd-/1S00P0VVK,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LRHU,,,,,,,,,,,,
"Wenzhou Longyuan International Co., Ltd.",Chinese Mainland,,,,Special Paper and Materials,Notebook leather,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Longyuan-International-Co-Ltd-/1S00P0VWH,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LRIR,,,,,,,,,,,,
"Wenzhou WINWIN Leather Products. Co., Ltd.",Chinese Mainland,,,,"Leather and PU Leather Yarn,Presentation Box,Label and Tag,Cosmetics Packaging,Wine Packaging,Luxury Packaging,Jewelry Packaging & Display,Watch Packaging,Cigar Packaging,Glass Packaging","Thermo PU，Normal PU, Printing PU, Digital Specialized PU, PVC for bookbinding, stationery, packaging","OEM, OBM, ODM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-WINWIN-Leather-Products-Co-Ltd-/1S00P12HJ,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LXM9,,"SHUYING,Sunbrililan,Thermoleon",,,,,,,,,,
"Wenzhou Wanfeng Labels Co., Ltd.",Chinese Mainland,,,,"Metal Box & Can,Label and Tag,Wine Packaging",Metal labels and plate,OEM,,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Wanfeng-Labels-Co-Ltd-/1S00P0VXE,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LRKL,,WF,,,,,,,,,,
Xrhea Group Limited,Chinese Mainland,,,"Manufacturer, Exporter","Paper Decoration,Presentation Box,Bag and Pouch,Silk Boxes/Bags,Cosmetics Packaging,Luxury Packaging,Smart Packaging,Jewelry Packaging & Display,Art Printing",Gift Box,"OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xrhea-Group-Limited/1S00P0VYB,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LRQ3,,,,,,,,,,,,
Yishu Paper,Chinese Mainland,,,,Special Paper and Materials,"Fancy paper, Specialty Paper","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025 HK Int'l Printing & Packaging Fair 2024 HKTDC Hong Kong International Printing and Packaging Fair 2019 HKTDC Hong Kong International Printing and Packaging Fair 2018 HKTDC Hong Kong International Printing and Packaging Fair 2017,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Yishu-Paper-Co-Ltd-/1X0A02HD,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LRJO,,Yishu Paper,,,,,,,,,,
"Zhangzhou Lier Printing Co., Ltd.",Chinese Mainland,,,,,Paper box & paper bag & gift box,OEM,,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025 HK Int'l Printing & Packaging Fair 2024 HK Int'l Printing & Packaging Fair 2023 HKTDC Hong Kong International Printing and Packaging Fair 2019 HKTDC Hong Kong International Printing and Packaging Fair 2018,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangzhou-Lier-Printing-Co-Ltd/1X0ADRUX,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LRD6,,,,,,,,,,,,
"Suzhou YUTO Printing Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Founded on 25 March 1996 and listed on the Shenzhen Stock Exchange on 16 December 2016 (stock code: 002831), YUTO is an international industry-leading superior packaging solution provider. Headquartered in Shenzhen, YUTO has over 20,000 employees and 50+ production sites with a global service network.Leveraging on our superior printing and packaging technologies and agile global delivery capabilities, we provide innovative one-stop packaging solutions and sustainable intelligent manufacturing services to Fortune 500 companies, famous brands and other clients. Our packaging business covers six core sectors: consumer electronics, wine and spirits, personal care, food, healthcare, and tobacco. In addition, we also provide customized services to clients in various industries, including eco-friendly plastic replacement, pre-press media, retail store materials, creative products, injection molding, photolithography, and more. Based on the packaging business, YUTO also provides solutions in the field of technology products, covering pet products, consumer electronics components (acoustic devices, consumer electronics soft materials, Flexible Printed Circuit, glare films), and new materials (carbon fiber, glass fiber, eco-friendly glues).",Manufacturer,"Presentation Box,Bag and Pouch,Bottle and Can,Label and Tag,Packaging Design,Packaging Cap and Closure,Cosmetics Packaging,Wine Packaging,Authentication and Traceability,Luxury Packaging","Consumer electronics, wine and spirits, personal care, food, healthcare, and tobacco. In addition, we also provide customized services to clients in various industries, including eco-friendly plastic replacement,pre-press media,retail store materials","Others, OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,N/A,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005L21V,,YUTO,,,,,,,,,,
"Ruixiang Packaging Products Co., Ltd.",Chinese Mainland,,"Ruxiang packaging is a leader in the industry providing innovative one-stop paper packaging services from R&D, design, sourcing, manufacturing & logistics for global brands",Manufacturer,"Presentation Box,Velvet Boxes/Bags,Packaging Design,Cosmetics Packaging,Wine Packaging,Luxury Packaging,Watch Packaging,Art Printing","Gift box, packaging box","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,N/A,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005LMS2,,,,,,,,,,,,
"Shanghai KIYI International Trade Co., Ltd.",Chinese Mainland,,,Manufacturer,"Bag and Pouch,Luxury Packaging","KIYI has developed various converting capabilities to provide creative offerings made with Tyvek, e.g., slitting, printing, aluminum coating, laminating and PU coating.","Others, ODM, OEM, OBM",,Exhibited in HKTDC Event(s) in recent years DeLuxe PrintPack Hong Kong 2025,,,,N/A,https://www.hktdc.com/event/deluxeprintpackhk/en/exhibitor/1S005L20Y,,,,,,,,,,,,
