"group src","heading","web","web 2","list-group-item-text","sector_block","sector_block 2","sector_block 3","sector_block 4","btn href","sector_block 5","sector_block 6","sector_block 7","sector_block 8","sector_block 9","sector_block 10","sector_block_outer","sector_block_outer href"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56999/acLpH9EAizx5-1778578247.png","Liontech Instruments","Stand No- H4.2-E06, 4.2","Germany","Businesses and government agencies are facing growing threats from malware and targeted cyberattacks. Liontech Instruments provides protection where conventional systems reach their limits – with a hardware module. The SecureGua ...","Cyber security","Ransomware","Endpoint Protection & Mobile Security","Cloud Security","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/liontech-instruments","Applied Security","Anti-spam, Anti-Malware & Anti-Virus & Email Security","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56931/thumb_sAT7MKykoYp8-1778701546.png","Loggy","Stand No- H4.2-37, H4.2-38, 4.2","Poland","Loggy is a 3D cargo planning platform designed for freight forwarders, logistics providers, and transport teams. Our software helps companies plan truck, container, and pallet loads faster and more accurately using an intuitive 3D ...","Future Mobility & Transportation","Software Product","3D Printing & Printing Services","Smart Manufacturing","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/loggy","Retail Tech","Manufacturing preparation / pre-processing - Material handling, storage & logistics","Fleet & Logistics Solutions","Supply Chain & Logistics - Automation","Supply Chain & Logistics - ERP","Industrial 3D Printing","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/loggy"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55575/thumb_2054_55575_54479_5226.png","Logic Pro","Stand No- H4.2-D51, 4.2","Pakistan","We don't just add AI as a feature, we architect systems where intelligence is the foundation. Extend your team with senior developers who've shipped production systems. No vetting time. No onboarding friction. Just results from da ...","3D Printing & Printing Services","Coding and Development","Cloud Services","Design & Product Development - Industrial design","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/logic-pro","Design & Product Development - Optimization Services","Applications including Development, Deployment & Design","Cloud Management Platform","DevOps","Infrastructure as a Service - IaaS","IT Service Management - ITSM","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/logic-pro"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56631/thumb_TbmFv9zBYewL-1778769368.png","LumiLife Tech UG","Stand No- H4.2-D30, H4.2-D31, 4.2","Germany","LumiLife Tech is an AI-driven lifestyle technology company building the next generation of smart wearables and personal AI coaching experiences. We combine luxury-inspired fashion design with intelligent software to help people op ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/lumilife-tech-ug","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56749/thumb_drI3XBgsCb26-1778856028.png","Lunocode","Stand No- H4.2-B60, 4.2","Italy","Lunocode is a specialized analytical engine for Generative Engine Optimization (GEO), acting as a monitoring suite akin to Semrush for the AI search era. It focuses on auditing brand visibility and tracking real-time citations acr ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/lunocode","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57008/thumb_ByPde2fWSEYA-1777554802.png","M/S Zylo Solution","Stand No- H4.2-D58, 4.2","Pakistan","AI-Driven solutions for a
smarter tomorrow","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/ms-zylo-solution","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54086/thumb_MdFyzDY0Lktp-1778673237.png","Maeris Private Limited","Stand No- H4.2 G26, 4.2","India","Maeris is an AI-powered QA automation and management platform that enables teams to automate unit, UI, API, security, and performance testing from a single unified system. Tests can be generated from natural language prompts, reco ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/maeris-private-limited","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","Majjane Agency","Stand No- H2.2-A30, H2.2-A40, 2.2","Morocco","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/majjane-agency","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54065/thumb_2054_54065_52986_5536.png","ManageEngine","Stand No- H2.2-C50, 2.2","India","ManageEngine is a division of Zoho Corporation and a leading provider of IT management solutions for organizations across the world. With a powerful, flexible, and AI-powered digital enterprise management platform, we help busines ...","Cyber security","Blockchain","Cloud Services","Digital Finance","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/manageengine","Ecommerce","Identity / Trust / Authentication","Artificial Intelligence","Security / Cybersecurity","Cybersecurity","Security / Cybersecurity","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/manageengine"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57420/thumb_pzy34A5nfVJt-1779774639.png","MarinaChain","Stand No- H1.2-A20, 1.2","Republic Of Korea","MarinaChain is an AI solutions provider for the maritime sector, transforming how the industry manages operational data, commercial contracts, and ESG compliance. As environmental regulations like EU ETS, FuelEU Maritime, and IMO  ...","Artificial Intelligence","Regulatory Technology","Sustainability & Green Climate - Tech","Chatbots / Virtual Assistant","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/marinachain","Data Extraction","Machine Learning","Optical character recognition (OCR)","Decarbonisation Solutions & Technologies","Sustainable Systems - Carbon Marketplace & Offset","Sustainable Systems - Carbon Tech","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/marinachain"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57096/thumb_RxYEViWOvofe-1778109101.png","MarkAny","Stand No- H1.2-A20, 1.2","Republic Of Korea","Since its founding in 1999, MarkAny has been protecting the critical data of governments, enterprises, and citizens across a wide range of security domains under the
philosophy of “Protect What Matters.” Through advanced ...","Blockchain","Security / Cybersecurity","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/markany","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57350/thumb_bRzEPj9flyt2-1779955958.png","MAUS","Stand No- H2.2-B90, 2.2","Bosnia and Herzegovina","MAUS is a Sarajevo-based software development company with roots in Bosnia and Herzegovina and Denmark. We build scalable digital products through strong engineering, AI, and a long-term partner mindset.

For us, softw ...","Artificial Intelligence","Big Data & Analytics","Blockchain","Coding and Development","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/maus","Digital Finance","Natural Language Processing (NLP)","Machine Learning","Chatbots / Virtual Assistant","Apache Kafka","Applications","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/maus"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54063/thumb_2054_54063_52984_1143.png","MB connect line","Stand No- H2.2-25, 2.2","Germany","MB connect line provides secure and reliable solutions for industrial remote access, network segmentation, and IIoT integration. Since 1997, our mission has been to make advanced technologies simple, safe, and accessible for machi ...","Internet of Things (IOT)","Cyber security","Big Data & Analytics","Networking & Infrastructure","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mb-connect-line","Cloud Services","Switches","Routers","Monitoring & Management Tools","Modems","Gateways","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mb-connect-line"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","MDP TEKNOLOJİ A.Ş.","Stand No- H2.2-A60, 2.2","Türkiye","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mdp-teknoloj-a-","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57419/thumb_gMLOAQDcbNvK-1779779347.png","MEDIFUN Inc","Stand No- H1.2-A20, 1.2","Republic Of Korea","MEDIFUN is an innovative tech enterprise advancing global businesses through blockchain and AI. At our core is MTT (Medifun Tag Trigger), a proprietary technology seamlessly transforming physical actions into secure digital value  ...","Blockchain","Artificial Intelligence","Blockchain as a Service (BaaS)","Web3 Applications","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/medifun-inc","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56743/thumb_VAFLZXwrBThf-1778260086.png","MEDITERRANEO LAB 4.0 SRL","Stand No- H4.2-B60, 4.2","Italy","Mediterraneo Lab 4.0 is an innovation-driven company specialized in advanced digital skills, Web3 technologies, and the development of next-generation credentialing systems. It operates as a research, training and technology partn ...","Cyber security","Big Data & Analytics","Blockchain","Education Tech","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mediterraneo-lab-4-0-srl","Ecommerce","Artificial Intelligence","Business Intelligence","Dashboard","Data Analytics","Data Governance, Compliance & Security","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mediterraneo-lab-4-0-srl"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56620/thumb_ica3Ce5JkxUs-1779102731.png","MEGALADATA","Stand No- H2.2-A10, 2.2","Armenia","Megaladata is the fastest low-code platform for advanced data analytics.
Built for business professionals who want powerful results without complexity, Megaladata makes it easy to connect all your data sources in one place,  ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/megaladata","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","MEJIX SRL","Stand No- H4.2-B80, 4.2","Romania","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mejix-srl","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54036/thumb_QtNXnmOGcpq2-1778160554.png","Memorysolution GmbH","Stand No- H1.2-A40, 1.2","Germany","Memorysolution GmbH is a specialized distributor and solution provider for enterprise and industrial memory, storage, and server technologies. Headquartered in Germany, the company supports system integrators, VARs, OEMs, and data ...","Big Data & Analytics","Quantum & High Performance Computing","Data Centres","Cloud Solutions","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/memorysolution-gmbh","Co-location","Consultancy","Data Centre Next Generation","Cloud - Hardware","Data Management - Hardware","Data Science - Hardware","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/memorysolution-gmbh"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57305/thumb_HDPZ7opLahqQ-1779093534.png","Mentor Sp zoo Sp k","Stand No- H2.2-D65, 2.2","Poland","For 25 years, Mentor has been delivering modern educational technologies for schools, universities, and educational institutions in Poland and abroad. We create solutions supporting language learning, active education, therapy, sp ...","Education Tech","Interactive Boards / Touch Panels","School Supplies & Educational Aid","STEAM Education & Robotics","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mentor-sp-zoo-sp-k","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57248/thumb_esWVDPEm9CLO-1779275873.png","Mercury.AI","Stand No- H1.2-C50, 1.2","Serbia","Mercury.AI is a technology company specializing in AI-powered security and video intelligence solutions for businesses and public infrastructure. The company develops advanced surveillance systems that combine intelligent video an ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mercury-ai","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56621/thumb_2054_56621_55525_9402.png","METRIC","Stand No- H3.2-D30, 3.2","Armenia","Metric AI Lab is an AI research and development lab building Physical AI — intelligent Vision-Language Models that act as real-world copilots.

While today’s LLMs excel in the digital world, they lack spatial under ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/metric","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55547/thumb_2054_55547_54451_7004.png","MetricsHub","Stand No- H2.2-24.1, 2.2","France","MetricsHub® was created in 2023 by Bertrand, co-founder and CEO of Sentry Software, to revolutionize IT monitoring. Drawing on his extensive expertise in monitoring and with the firm belief in the future role of OpenTelemetry, Be ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/metricshub","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56750/thumb_vxgHjbJKCVeR-1777018312.png","Mia-FinTech","Stand No- H4.2-B60, 4.2","Italy","Mia-FinTech is the fintech startup redefining how regulated digital platforms are built. Its cloud-native suite empowers banks and FinTechs to rapidly develop, launch, and scale future-proof digital financial services — bridging ...","Artificial Intelligence","Software Product","Big Data & Analytics","Coding and Development","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mia-fintech","Cloud Services","Data Extraction","Pattern Recognition","Planning and Optimization","Predictive APIs","Applications","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mia-fintech"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56942/njWTPpyGokxq-1778594479.png","Mimirio","Stand No- H4.2-C25, 4.2","Austria","Mimirio is a sovereign AI solution that consolidates internal company knowledge from files, emails, TEAMS chats, knowledge bases (SharePoint, Confluence, etc.), and more. It links scattered information semantically and AI-driven a ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mimirio","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56928/thumb_P86VYtqoE970-1777363992.png","Mind and Matter Marketing Solutions Pvt Ltd","Stand No- H4.2-C139, H4.2-C140, 4.2","India","At Mind and Matter, we consider intelligence as our primary expertise, not only as a digital solution. But as an AI-first organisation, where we operate at the intersection of cognitive theory and tangible execution. We don't just ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mind-and-matter-marketing-solutions-pvt-ltd","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56936/thumb_fHwEGi7qlUxo-1777971140.png","MINISTRY OF DIGITAL AFFAIRS OF POLAND","Stand No- H2.2-D65, 2.2","Poland","The Ministry of Digital Affairs of Poland is the government body leading the state’s digital policy. We develop and implement public administration digitalisation, supervise government ICT systems and networks, and support inves ...","Smart Cities","Government Authorities & Municipalities","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/ministry-of-digital-affairs-of-poland","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54078/thumb_DNhU3zkQcmPf-1779349587.png","Ministry of High-Tech Industry of the Republic of Armenia","Stand No- H2.2-A10, 2.2","Armenia","The Ministry develops and implements the policy of the Government of the Republic of Armenia in the following areas:
High technology
Information technology
Information Security
Digitalization
Post","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/ministry-of-high-tech-industry-of-the-republic-of-armenia","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54703/thumb_dBmz3M8w2XFU-1779205020.png","Mobi Hub","Stand No- H2.2-A90 - H2.2-A99, 2.2","United Arab Emirates","Mobi Hub is a global circular tech ecosystem operator, headquartered between Dubai & Netherlands. We build the meeting points, platforms, and trading infrastructure that power the second life of mobile devices and consumer electro ...","Artificial Intelligence","Retail Tech","Sustainability & Green Climate - Tech","Content Creation","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mobi-hub","Planning and Optimization","Predictive APIs","Robotic Process Automation","E-commerce & M-commerce - Mobile Store & Warehouse Solutions","Customer Experience & Retention - CRM Systems","Sustainable Systems - Carbon Marketplace & Offset","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mobi-hub"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57106/thumb_8PEOdWFjgiCY-1778251924.png","MobiDev","Stand No- H2.2-17, 2.2","United States of America","MobiDev goes beyond traditional software development by turning ideas into strategy-driven, AI-powered products. We support clients at every stage, from AI readiness assessments, discovery, feasibility studies, and roadmap plannin ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mobidev","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57391/PpW6JT8q3SiR-1779441996.png","Mobit Solutions Ltd","Stand No- TBC, 3.2","United Kingdom","Mobit Solutions is a UK-based technology company delivering end-to-end digital solutions to businesses worldwide. Founded in 2011, the company specializes in website design and development, mobile application development, and digi ...","Artificial Intelligence","Software Services","Coding and Development","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mobit-solutions-ltd","Education Tech","Chatbots / Virtual Assistant","Computer Vision","Data Extraction","Facial / Iris Recognition","Machine Learning","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/mobit-solutions-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57198/thumb_APyGsWqSJCOE-1779354732.png","MONARK IT","Stand No- H2.2-A30, H2.2-A40, 2.2","Morocco","Monark IT is a technology company specializing in custom web and mobile development, AI-driven solutions, business process automation, and CRM/ERP integration. With 15+ years of experience and 500+ delivered projects, we support s ...","Artificial Intelligence","Software Services","Coding and Development","Education Tech","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/monark-it","Ecommerce","Chatbots / Virtual Assistant","Artificial Intelligence","Backend Development","Cloud Computing","Devops","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/monark-it"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54040/thumb_2054_54040_52961_4408.png","MOON TECHNOLABS PVT. LTD","Stand No- H1.2-04, 1.2","India","Moon Technolabs is an ISO-certified software development and digital transformation company with 16+ years of experience delivering scalable web, mobile, cloud, AI/ML, IoT, and enterprise solutions for startups, SMEs, and global e ...","Internet of Things (IOT)","Software Services","Coding and Development","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/moon-technolabs-pvt-ltd","Web, Internet Solutions","Wearable Technologies, Smart Textiles","VoIP Solutions","Tracking systems (RFID, RTLS)","Telemedicine","Robotics and AI in Healthcare","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/moon-technolabs-pvt-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57221/thumb_bNvBnSO8zfTc-1778663768.png","Motiqum","Stand No- H4.2-G47, 4.2","Serbia","Motiqum is a deep-tech startup developing next-generation electric motors without rare-earth magnets, addressing critical global challenges related to material dependency, cost volatility, and supply chain resilience.
Our te ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/motiqum","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56633/thumb_lV6zPB9UJwXO-1778505804.png","Moxoff","Stand No- H1.2-D30, 1.2","Italy","Moxoff occupies a unique position in the  AI market, combining its established approach
based on custom projects and consultancy with a range of products and a Cloud & GPU
infrastructure designed specifically for AI.","HealthTech","Artificial Intelligence","Big Data & Analytics","Energy Tech","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/moxoff","Smart Manufacturing","Chatbots / Virtual Assistant","Cognitive computing","Computer Vision","Data Extraction","Humanoids & Humanoid Robots","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/moxoff"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57215/thumb_dqJjraBuDZih-1779095150.png","NanoFirewall","Stand No- H4.2-G41, 4.2","Serbia","Advanced Security Technologies Ltd. is a company specialized in the development and implementation of advanced cybersecurity solutions. Our expertise encompasses the protection of critical infrastructure and services, including go ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/nanofirewall","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57432/thumb_LqNiPa0yHvZs-1779709952.png","Nanosci","Stand No- H2.2-D65, 2.2","Poland","NanoSci is a Polish deep-tech company based in Warsaw that develops photocatalysis technologies to improve air quality and create healthier environments. Its solutions use specially designed nanomaterials activated by LED or UV li ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/nanosci","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56634/cajKD9Wby5s8-1777916753.png","NEEST IOT Systems","Stand No- H4.2-E30, H4.2-E31, 4.2","Germany","NEEST IOT Systems empowers industries through advanced IoT solutions, specializing in predictive maintenance & robust digital twin platforms. By leveraging real-time data analytics the company enables clients to anticipate equipme ...","Internet of Things (IOT)","Artificial Intelligence","Connectivity Modules, Data Analytics","Industrial IoT (IIoT) & Connectivity","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/neest-iot-systems","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","NegotiateWind","Stand No- H4.2-G49, 4.2","Estonia","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/negotiatewind","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55047/thumb_2054_55047_53961_6231.png","Nenna.AI GmbH","Stand No- H4.2-G77, 4.2","Germany","NENNA.AI is the AI Privacy Platform enabling secure and controlled AI usage across enterprises. We provide integrated data protection while giving all employees immediate access to leading AI models (OpenAI, Anthropic, Mistral, Go ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/nenna-ai-gmbh","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54056/thumb_2054_54056_52977_7118.png","Neousys Technology","Stand No- H1.2-16, 1.2","Taiwan Province, People’s Republic of China","Neousys Technology designs, manufactures, and markets innovative edge AI computing platforms and rugged embedded computers.

We specialize in the thermal management and integration of high-computation-power CPUs and GP ...","Internet of Things (IOT)","Future Mobility & Transportation","Artificial Intelligence","Smart Manufacturing","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/neousys-technology","Data Centres","Warehousing","Robotics","Intelligent Supply Chain","Factory Automation","Energy Management & Sustainability","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/neousys-technology"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57349/thumb_X3HOpW9FEtTh-1779309204.png","Net Solution","Stand No- H2.2-B90, 2.2","Bosnia and Herzegovina","Our core business is media systems integration and other projects from the domain of IPTV, OTT, Telecommunications and IT. We operate worldwide and have active projects on several continents, supporting and serving operators and o ...","Media, Marketing & Advertising Tech","Software Product","5G & Telecommunications","IP Communications & Applications","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/net-solution","OTT","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54088/thumb_ZHa1zLpJhtEy-1777552826.png","Netstager Technologies Pvt. Ltd","Stand No- H4.2-G25, 4.2","India","Most organizations rely on multiple tools for HR, payroll, projects, documents, and communication resulting in scattered data, inefficiencies, and high costs. Workstager brings everything into one unified platform, helping you str ...","Software Product","3D Printing & Printing Services","Industrial 3D Printing","Solutions for component processing - Operation and Process Organizing Software (ERP, PPS, BDE)","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/netstager-technologies-pvt-ltd","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57107/thumb_xwTZ5HyQFYPC-1778077879.png","Nexa Foundry Ltd","Stand No- H4.2-28, 4.2","France","Nexafoundry is an AI and digital innovation company focused on helping businesses streamline operations, accelerate growth, and transform customer experiences through intelligent technology solutions. We specialize in AI automatio ...","Artificial Intelligence","AI-optimized Hardware","Chatbots / Virtual Assistant","Content Creation","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/nexa-foundry-ltd","Machine Learning","Artificial Intelligence","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57278/thumb_3DTYrRjvBKlp-1778752532.png","Nextbridge Ltd","Stand No- TBC, 2.2","Pakistan","Established 29 years ago, we are a leading company boasting a team of over 450+ specialized engineers, delivering remote resources tailored to your needs. Proficient in top-tier technologies.

We provide comprehensive  ...","Artificial Intelligence","Chatbots / Virtual Assistant","Computer Vision","Content Creation","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/nextbridge-ltd","Data Extraction","Facial / Iris Recognition","Natural Language Processing (NLP)","Neural Networks","Optical character recognition (OCR)","Real time translation","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/nextbridge-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54067/thumb_Cb2neTx6h3KW-1777278516.png","Nextcloud GmbH","Stand No- H2.2-D36, 2.2","Germany","Nextcloud provides a secure, open-source platform for collaboration, file sharing, and productivity while giving organizations full control over their data. Designed for privacy, compliance, and digital sovereignty, it enables ent ...","Cyber security","Big Data & Analytics","Business & professional services","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/nextcloud-gmbh","Education Tech","Data Governance, Compliance & Security","Data Privacy / Protection","Digital Transformation","Open Source","Cybersecurity","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/nextcloud-gmbh"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57197/thumb_fSxWDHNeI5va-1778745517.png","NGBS","Stand No- H2.2-A30, H2.2-A40, 2.2","Morocco","NGBS is an engineering and digital services company providing secure nearshore delivery for European clients across IT and engineering domains. Our expertise covers software development, cloud operations, DevSecOps, embedded syste ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/ngbs","","","","","","","",""
