"list-item-link href","brand-card-wrapper src","name","chip","brand-location-hall","brand-location-stand","country"
"https://www.ifa-berlin.com/exhibitors/vinicole-electrical-appliance","https://www.ifa-berlin.com/img/exhibitors/default.svg","VINICOLE ELECTRICAL APPLIANCE CO., LTD.","IFA Global Markets","Hall 26b","H26b-1021","China"
"https://www.ifa-berlin.com/exhibitors/zhongshan-daofey-electrical","https://www.ifa-berlin.com/img/exhibitors/default.svg","Zhongshan Daofey Electrical Co.,Ltd.","IFA Global Markets","Hall 26a","H26a-457","China"
"https://www.ifa-berlin.com/exhibitors/tekzone","https://drive.ifa-berlin.com/drive/2026/06/_cache/6339c0f4ef9f5544ed3d7f31e1f2e3a9_e2fbfa7d7922fd59832dbc192cbdfafa.png.webp","Tekzone","Reseller Park","Hub 27h","H27h-06","China"
"https://www.ifa-berlin.com/exhibitors/ryke","https://drive.ifa-berlin.com/drive/2025/12/_cache/0da37ac5f343c0148a36100a24e086c7_68040e447408d3f11e15b2ea65d3db5c.png.webp","Ryke GmbH","IFA Next","Hall 25","H25-325","Germany"
"https://www.ifa-berlin.com/exhibitors/beelan","https://www.ifa-berlin.com/img/exhibitors/default.svg","Beelan","Communication & Connectivity","Hall 6.2","H6.2-210","Germany"
"https://www.ifa-berlin.com/exhibitors/monster-products","https://www.ifa-berlin.com/img/exhibitors/default.svg","Monster Products","IFA Global Markets","Hall 26c","H26c-140",""
"https://www.ifa-berlin.com/exhibitors/onio","https://www.ifa-berlin.com/thumbnail/w500/2026/06/oniologoblack.svg","ONiO","IFA Next","Hall 25","H25-258","Norway"
"https://www.ifa-berlin.com/exhibitors/foshan-samko-technology","https://drive.ifa-berlin.com/drive/2025/12/_cache/2f5c164ff4fab470b976a4ed2d0111c3_8f220b43b886289cd2ae720d8a4dd9b3.png.webp","Foshan Samko Technology Co., Ltd.","IFA Global Markets","Hall 26a","H26a-291","China"
"https://www.ifa-berlin.com/exhibitors/meleovo","https://drive.ifa-berlin.com/drive/2026/07/_cache/c981978378304fd8ab9a3201a7f8325a_04cc4785fa9f1ca2d624d34bdaa1e5b3.png.webp","MELEOVO","Reseller Park","Hub 27j","H27j-07","China"
"https://www.ifa-berlin.com/exhibitors/briteman-smart-lighting","https://www.ifa-berlin.com/img/exhibitors/default.svg","Briteman Smart Lighting","Smart Home","Hall 1.2","H1.2-158","USA"
"https://www.ifa-berlin.com/exhibitors/xiamen-emoka-health-science-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/cd97d74a40f0d7d05317ea9ddfc9ed15_954feca10669eefc6ddfc040cc245a89.jpg.webp","Xiamen Emoka Health Science & Technology Co.,Ltd","IFA Global Markets","Hall 26b","H26b-843","China"
"https://www.ifa-berlin.com/exhibitors/zhongshan-yehos-electrical-appliance","https://drive.ifa-berlin.com/drive/2026/05/_cache/6e7ed7fababf6002540c751881efef25_3ae13c67dc0cb1ee7a367c37a32bb78c.png.webp","Zhongshan Yehos Electrical Appliance Co., Ltd.","IFA Global Markets","Hall 26b","H26b-981","China"
"https://www.ifa-berlin.com/exhibitors/sl-corporation","https://www.ifa-berlin.com/img/exhibitors/default.svg","SL Corporation","IFA Next","Hall 25","H25-361","South Korea"
"https://www.ifa-berlin.com/exhibitors/ningbo-zigguo-imp-exp","https://drive.ifa-berlin.com/drive/2026/08/_cache/c1fd7669006a2e9720e48d3c35e9704f_3016fafd731c357d6598cd1fc12022ed.png.webp","NINGBO ZIGGUO IMP.& EXP. CO., LTD.","IFA Global Markets","Hall 26c","H26c-220","China"
"https://www.ifa-berlin.com/exhibitors/hangzhou-honor-industry","https://drive.ifa-berlin.com/drive/2026/06/_cache/cd365b818532ec9029579577df28d58f_85848b5776f927b9edfe84a44c70d84a.jpg.webp","HANGZHOU HONOR INDUSTRY CO.,LTD","IFA Global Markets","Hall 26b","H26b-793","China"
"https://www.ifa-berlin.com/exhibitors/thypoch","https://drive.ifa-berlin.com/drive/2026/07/_cache/b8bc0dd16ee8c5bd045282b57915b789_676737bcedbe7192a6060100c4736d66.png.webp","Thypoch","Content Creation","Hall 17","H17-263","China"
"https://www.ifa-berlin.com/exhibitors/kidizwatch","https://drive.ifa-berlin.com/drive/2026/07/_cache/c17aed64f09abae7e1f519557aacafef_635959cbd7d6711e5959c26d21d44e26.png.webp","Kidizwatch","Communication & Connectivity","Hall 5.2","H5.2-177","Poland"
"https://www.ifa-berlin.com/exhibitors/zhongshan-hong-sulian-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/54d240e3580456137a429a40a01ddb86_202a6178156f6b17fc87f9db13ea468f.png.webp","Zhongshan Hong Sulian Technology Co., Ltd.","IFA Global Markets","Hall 26a","H26a-475","China"
"https://www.ifa-berlin.com/exhibitors/unistellar","https://www.ifa-berlin.com/img/exhibitors/default.svg","Unistellar","Reseller Park","Hub 27k","H27k-Tisch","France"
"https://www.ifa-berlin.com/exhibitors/pale-blue","https://drive.ifa-berlin.com/drive/2026/08/_cache/4bde299427a6a1ad27ae85f71503efab_549dc17421904172778dd43497c6dbaf.png.webp","Pale Blue","IFA Next","Hall 25","H25-375","United Kingdom"
"https://www.ifa-berlin.com/exhibitors/bodyguardz","https://www.ifa-berlin.com/img/exhibitors/default.svg","Bodyguardz","IFA Next","Hall 25","H25-375","United Kingdom"
"https://www.ifa-berlin.com/exhibitors/einsamobile","https://www.ifa-berlin.com/img/exhibitors/default.svg","einsAmobile GmbH","Reseller Park","Hub 27b","H27b-16","Germany"
"https://www.ifa-berlin.com/exhibitors/anhui-yuemei-intelligent-refrigeration-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/03e0b979d8bb2a11b8a6c79044f63df7_cd2343378c17e83de7276b711c6df809.jpg.webp","Anhui Yuemei Intelligent Refrigeration Technology","IFA Next","Hall 25","H25-115","China"
"https://www.ifa-berlin.com/exhibitors/trackimo","https://www.ifa-berlin.com/thumbnail/w500/2026/07/logotaglineblue.svg","Trackimo","Communication & Connectivity","Hall 5.2","H5.2-201","USA"
"https://www.ifa-berlin.com/exhibitors/ningbo-aiken-intelligent-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/f44e3511aff75307313f820440c3e0e0_f3bcf109784767ca26c4a61b956ac57d.jpg.webp","Ningbo Aiken Intelligent Technology Co., Ltd","IFA Global Markets","Hall 26b","H26b-1081","China"
"https://www.ifa-berlin.com/exhibitors/xiaowan-inteligent-robot","https://drive.ifa-berlin.com/drive/2026/08/_cache/7446c6d21b6be8fcb32377b845d50188_8f3d2039bd273633adbf9426a4e75e6d.jpg.webp","Xiaowan Inteligent Robot","IFA Next","Hall 25","H25-367","China"
"https://www.ifa-berlin.com/exhibitors/yuyao-xuneng-jiangxin-electric-appliance","https://drive.ifa-berlin.com/drive/2025/12/_cache/75b1885b7472341237b96de3d4bc05bd_b86e9809e9a0ce9635a796c69047cb55.jpg.webp","Yuyao Xuneng Jiangxin Electric Appliance Co., Ltd.","IFA Global Markets","Hall 26a","H26a-627","China"
"https://www.ifa-berlin.com/exhibitors/xtrem-inno","https://drive.ifa-berlin.com/drive/2026/08/_cache/373f44cce9c1f4938fb87af1ff8e1929_d633c308b2408558a05b61441e0017a8.jpg.webp","Xtrem Inno","Communication & Connectivity","Hall 5.2","H5.2-212","China"
"https://www.ifa-berlin.com/exhibitors/dome-lab","https://www.ifa-berlin.com/img/exhibitors/default.svg","Dome Lab","IFA Next","Hall 25","H25-225","China"
"https://www.ifa-berlin.com/exhibitors/komputronik","https://drive.ifa-berlin.com/drive/2026/06/_cache/6f43fc895c1ca769735c22d36c70bbac_b2046f7a1236ee2c819540b43950853e.jpg.webp","Komputronik S.A.","Reseller Park","Hub 27a","H27a-11","Poland"
"https://www.ifa-berlin.com/exhibitors/grovero","https://drive.ifa-berlin.com/drive/2025/12/_cache/725ccb91e285aa41073ff4143867c889_0b182ea2e17ad41a8911c704ea773707.png.webp","Grovero","IFA Next","Hall 25","H25-173","Netherlands"
"https://www.ifa-berlin.com/exhibitors/intelligent-energy","https://drive.ifa-berlin.com/drive/2026/08/_cache/4427d0271b7fdfb0e78cbed9d9b8ce29_599727499e50573c643a334ae144e240.png.webp","Intelligent Energy","Smart Home","Hall 1.2","H1.2-126","China"
"https://www.ifa-berlin.com/exhibitors/itc-malta","https://drive.ifa-berlin.com/drive/2026/07/_cache/4578e6c2207bb31b4625a53e9b636f1b_3ec3afb95978ea26efb0f236adf04923.png.webp","ITC-Malta","Reseller Park","Hub 27f","H27f-02","United Kingdom"
"https://www.ifa-berlin.com/exhibitors/xiaohongbao-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/6bf29dc990d938fc8af309405b83fa74_b382992a0b92c0c2c355d52f7a18782d.png.webp","Xiaohongbao Technology","IFA Next","Hall 25","H25-183","China"
"https://www.ifa-berlin.com/exhibitors/tektrade","https://www.ifa-berlin.com/img/exhibitors/default.svg","Tektrade Inc.","Reseller Park","Hub 27n","H27n-09","USA"
"https://www.ifa-berlin.com/exhibitors/lixin-industrial-shenzhen","https://drive.ifa-berlin.com/drive/2026/08/_cache/34faa889afc140da411967513ff67634_cb3b7008410153ccddd2e91b4b44adae.png.webp","Lixin Industrial (Shenzhen) Co., Ltd","IFA Global Markets","Hall 26c","H26c-216","China"
"https://www.ifa-berlin.com/exhibitors/ningbo-keshi-electrical-appliance","https://www.ifa-berlin.com/img/exhibitors/default.svg","NINGBO KESHI ELECTRICAL APPLIANCE CO.,LTD","IFA Global Markets","Hall 26a","H26a-525","China"
"https://www.ifa-berlin.com/exhibitors/adler-camry-mesko","https://www.ifa-berlin.com/thumbnail/w500/2025/12/adler_camry_mesko_1205.webp","Adler","Home Appliances","Hall 8.1","H8.1-214","Poland"
"https://www.ifa-berlin.com/exhibitors/zeniko","https://drive.ifa-berlin.com/drive/2026/06/_cache/6905386eae4680825feaba45562ffeb8_3920867a25eb6b6c71b496475d99f2b7.png.webp","Zeniko","Content Creation","Hall 17","H17-223","China"
"https://www.ifa-berlin.com/exhibitors/sounder","https://drive.ifa-berlin.com/drive/2026/08/_cache/8a9ec8d70f4ecffd42b19ee2602516af_c94d3c49ca45c1cb9621f3e48149246e.png.webp","Sounder","Audio","Hall 8.2","H8.2-285","China"
"https://www.ifa-berlin.com/exhibitors/trackimo-2","https://www.ifa-berlin.com/thumbnail/w500/2026/07/logotaglineblue_%281%29.svg","Trackimo","Smart Home","Hall 1.2","H1.2-149","USA"
"https://www.ifa-berlin.com/exhibitors/cixi-extra-electrical-appliance","https://drive.ifa-berlin.com/drive/2026/08/_cache/04f346a6473e3f0e5a9d09fdfff9cd58_d37fffe05e28ebe1a66e9f6fb28f3265.png.webp","Cixi Extra Electrical Appliance Co., Ltd","IFA Global Markets","Hall 26a","H26a-529","China"
"https://www.ifa-berlin.com/exhibitors/getd","https://drive.ifa-berlin.com/drive/2026/08/_cache/6c0a27b0dbdd74a436f52f8ddbc487d2_4792e695465368f97167e22c26d529a9.png.webp","GetD","IFA Next","Hall 25","H25-167","China"
"https://www.ifa-berlin.com/exhibitors/concept-international","https://drive.ifa-berlin.com/drive/2026/08/_cache/6daa65c5d70e561b04ff0e50c4d3c6e2_92b2078e7ff714d62251ef508a7dbba0.png.webp","Concept International","Computing & Gaming","Hall 7.2a","H7.2a-102","Germany"
"https://www.ifa-berlin.com/exhibitors/zmc","https://drive.ifa-berlin.com/drive/2026/07/_cache/ba2bafa06d290e7ece712b18deaa3cad_5f8d9c3f8b28d2885e99000445255c45.png.webp","ZMC","IFA Global Markets","Hall 26c","H26c-116","Egypt"
"https://www.ifa-berlin.com/exhibitors/jiangsu-soho-runlong-innovation","https://drive.ifa-berlin.com/drive/2026/08/_cache/087a9f091f7dc061b9e9d4991b91ce73_46f014ce728d19b7a748c7563e77890e.jpg.webp","JIANGSU SOHO RUNLONG INNOVATION CO., LTD.","IFA Global Markets","Hall 26c","H26c-164","China"
"https://www.ifa-berlin.com/exhibitors/wida-jiangxi-electrical-appliances-2","https://www.ifa-berlin.com/img/exhibitors/default.svg","WIDA(JIANGXI) ELECTRICAL APPLIANCES CO. LTD.","IFA Global Markets","Hall 26b","H26b-849","China"
"https://www.ifa-berlin.com/exhibitors/guangdong-foreco-packaging","https://drive.ifa-berlin.com/drive/2026/07/_cache/ec582036626ce30d90d2bd21bb39ece9_835c31919d40220e8055826df8fc397c.png.webp","GUANGDONG FORECO PACKAGING CO.,LTD","IFA Global Markets","Hall 26b","H26b-789","China"
"https://www.ifa-berlin.com/exhibitors/netgear","https://www.ifa-berlin.com/img/exhibitors/default.svg","Netgear","Reseller Park","Hub 27g","H27g-TISCH","France"
"https://www.ifa-berlin.com/exhibitors/tesso","https://drive.ifa-berlin.com/drive/2026/08/_cache/e587099389414a3f05046d872c5f652c_3f10ee0e2aabd9aa276b9ac38a1db973.png.webp","Tesso","Reseller Park","Hub 27b","H27b-13","China"
"https://www.ifa-berlin.com/exhibitors/traderbar-ou","https://drive.ifa-berlin.com/drive/2026/08/_cache/901e5c7e7e383afeeb1326964644a819_2f3065d45cb8fc9e6915305a7145cf29.png.webp","TraderBar OÜ","Reseller Park","Hub 27m","H27m-13","Estonia"
"https://www.ifa-berlin.com/exhibitors/hurrain","https://drive.ifa-berlin.com/drive/2026/07/_cache/808aa5f458a9dc67ee2250ea65299b11_c471a60be4af8daabf50ab19948fbbcb.png.webp","HurRain","Reseller Park","Hub 27i","H27i-10","China"
"https://www.ifa-berlin.com/exhibitors/loewe","https://drive.ifa-berlin.com/drive/2026/08/_cache/3a73b4e5fc8121c0dce49040828e8b1e_c5ac66f52e6e94ce1edbe298bd47e95a.jpg.webp","Loewe","Home & Entertainment","CityCube Hall B","CCBB-101","Germany"
"https://www.ifa-berlin.com/exhibitors/established","https://drive.ifa-berlin.com/drive/2026/08/_cache/cacab0bd8ffc4ce18355e9dcb1bb6fe0_bc3d97403f784fb155313ed8d1c67acc.png.webp","established inc.","Home & Entertainment","Hall 22","H22-125",""
"https://www.ifa-berlin.com/exhibitors/nektova","https://www.ifa-berlin.com/img/exhibitors/default.svg","Nektova","Reseller Park","Hub 27m","H27m-03","USA"
"https://www.ifa-berlin.com/exhibitors/xprinter","https://drive.ifa-berlin.com/drive/2026/08/_cache/b47f4a358800d54c503e90ed5f45f436_71b76c5b875d8637f659b6bf4b8637d9.jpg.webp","Xprinter","Content Creation","Hall 17","H17-193","China"
"https://www.ifa-berlin.com/exhibitors/hudson-technology-huizhou","https://drive.ifa-berlin.com/drive/2026/08/_cache/88f97cebf5a3ffbce48601bda91b1b81_9bf9076d0cf811c9a01fd46e33aa31dd.png","Hudson Technology (HuiZhou) Co., Ltd.","IFA Global Markets","Hall 26b","H26b-807","China"
"https://www.ifa-berlin.com/exhibitors/shenzhen-richarmony-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/67e0a92293c53b38622c8996dec37e18_bddaa819e73da16f71ab483bcc1dd7f0.png.webp","Shenzhen Richarmony Technology Co., Ltd.","IFA Global Markets","Hall 26b","H26b-799","China"
"https://www.ifa-berlin.com/exhibitors/voniko","https://drive.ifa-berlin.com/drive/2026/08/_cache/5af1067f2121fbbe54617e7769764439_5596da640d708bcea1aa0366b90be84c.png.webp","Voniko","Communication & Connectivity","Hall 5.2","H5.2-167","China"
"https://www.ifa-berlin.com/exhibitors/casecool","https://drive.ifa-berlin.com/drive/2026/08/_cache/67ea63e2d20c5dc035b3660f4d47be0c_0cba609252ffa0565bca3be42e4cf108.png.webp","Casecool","Computing & Gaming","Hall 7.2a","H7.2a-103","China"
"https://www.ifa-berlin.com/exhibitors/suzhou-zhengyikai-electric-appliance","https://drive.ifa-berlin.com/drive/2026/08/_cache/57b480f43e6f904331684a42516b0af1_67e2050c27c3c1dd55b18361c5bebbb9.jpg.webp","Suzhou Zhengyikai Electric Appliance Co., Ltd.","IFA Global Markets","Hall 26b","H26b-773","China"
"https://www.ifa-berlin.com/exhibitors/two-trees","https://drive.ifa-berlin.com/drive/2026/08/_cache/3ab4860d25c9787970205642662bd171_1c4391c6d944ae937aa54fd5d72260c2.png.webp","Two Trees","Content Creation","Hall 17","H17-221","China"
"https://www.ifa-berlin.com/exhibitors/carchain","https://drive.ifa-berlin.com/drive/2026/08/_cache/5fef24296604455ddc3fba5e54ca0b98_ce87933ce3a3268302e85d6067469df3.png.webp","CARCHAIN","IFA Next","Hall 25","H25-369","Italy"
"https://www.ifa-berlin.com/exhibitors/dongguan-yuyang-electronic","https://drive.ifa-berlin.com/drive/2026/07/_cache/9ebdd9de6c93f3a071677adacb06fe2c_1a13e0d020742e992e89a83d1ea6b853.png.webp","Dongguan Yu Yang Electronic Co.,Ltd","IFA Global Markets","Hall 26a","H26a-317",""
"https://www.ifa-berlin.com/exhibitors/hangzhou-enjoywarm-technology","https://drive.ifa-berlin.com/drive/2026/07/_cache/93d9d66b8c8646567d00ed8400df21b8_6154a1d990b45f281867fafe39d6b61d.jpg.webp","HANGZHOU ENJOYWARM TECHNOLOGY CO., LTD","Smart Home","Hall 2.2","H2.2-187","China"
"https://www.ifa-berlin.com/exhibitors/china-chamber-of-commerce-for-import-and-export-of-machinery-and-electronic-products","https://www.ifa-berlin.com/img/exhibitors/default.svg","China Chamber of Commerce for Import and Export of Machinery and Electronic Products","IFA Global Markets","Hall 26a","H26a-441","China"
"https://www.ifa-berlin.com/exhibitors/computer-infotech-s","https://drive.ifa-berlin.com/drive/2026/08/_cache/6a402a4783871c458afcc365bc1b7557_c5fa2b42ac8bef2ddabd5834e4b5e81b.jpg.webp","Computer Infotech (S) Pte Ltd","Reseller Park","Hub 27f","H27f-12","Singapore"
"https://www.ifa-berlin.com/exhibitors/dongguan-arin-electronics-technology","https://drive.ifa-berlin.com/drive/2026/07/_cache/415c9f47d070be5323c12a21f9667dd7_d6e2ac85b557ab2a60617d160aa7b3a7.png.webp","Dongguan Arin Electronics Technology Co., Ltd","IFA Global Markets","Hall 26b","H26b-751","China"
"https://www.ifa-berlin.com/exhibitors/guangzhou-hansong-tuojiang-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/a846ecf0c2967ed336a57864fa289c02_9bb1ca1a4fb21ab19835d310ddccf210.png.webp","Guangzhou Hansong Tuojiang Technology Co., Ltd.","IFA Global Markets","Hall 26a","H26a-435","China"
"https://www.ifa-berlin.com/exhibitors/guang-dong-taigeer-power-source-science-technology","https://drive.ifa-berlin.com/drive/2025/12/_cache/4835ab116f2e127903e860a80ea117d4_64b4be076d64bb30c4c80db383a731c7.png.webp","Guang Dong Taigeer Power Source Science & Technology Co.,Ltd","IFA Global Markets","Hall 26b","H26b-1007","China"
"https://www.ifa-berlin.com/exhibitors/zhejiang-red-and-black-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/1d4bb12ebc65a7eff3da1d58c45b685a_5ca980ac795f350b8937c5792ffe3cb6.png.webp","Zhejiang Red and Black Technology Co., Ltd","IFA Global Markets","Hall 26a","H26a-439","China"
"https://www.ifa-berlin.com/exhibitors/changzhou-avi-imp-and-exp","https://drive.ifa-berlin.com/drive/2026/08/_cache/b5f7037b2cb7b76e5003193bf0281587_3a320f588ac6e6b9b9a3ba8496f7b35f.png.webp","Changzhou AVI IMP. and EXP. Co.,Ltd.","IFA Global Markets","Hall 26a","H26a-311","China"
"https://www.ifa-berlin.com/exhibitors/poolin","https://drive.ifa-berlin.com/drive/2026/07/_cache/3b39fda0916fe88192b2339d04156723_93b44a1c461e25444ad95f8b7d743b0f.png.webp","PooLin","Content Creation","Hall 20","H20-141","Belgium"
"https://www.ifa-berlin.com/exhibitors/dr-lookai-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/e0e4337c713125c3b8cc1ceb37e07082_0e7085ce99b3e36d93a9f45972d63159.png.webp","Dr. lookai Technology","IFA Next","Hall 5.2","H5.2-505","China"
"https://www.ifa-berlin.com/exhibitors/foshan-speedfrog-electronic-technology","https://www.ifa-berlin.com/img/exhibitors/default.svg","FOSHAN SPEEDFROG ELECTRONIC TECHNOLOGY CO., LTD","IFA Global Markets","Hall 26c","H26c-182","China"
"https://www.ifa-berlin.com/exhibitors/suzhou-shaohao-technology","https://drive.ifa-berlin.com/drive/2026/06/_cache/55e6deb8225d97ed9355b63479662ef2_75d2b4156da8cf5600cfc32bf70963db.jpg.webp","Suzhou Shaohao Technology","IFA Next","Hall 25","H25-208","China"
"https://www.ifa-berlin.com/exhibitors/itoro","https://drive.ifa-berlin.com/drive/2026/08/_cache/99288aa7bc56dda4ade66cee02babc73_281389a96783548b61a47fbf87458306.png.webp","CHUN LAM GROUP (INTERNATIONAL) LIMITED","Reseller Park","Hub 27i","H27i-04","China"
"https://www.ifa-berlin.com/exhibitors/difox","https://drive.ifa-berlin.com/drive/2025/12/_cache/bd1f12b9d77a8ab460c70a6e7956113d_44f48f8e60405c85b50c468d23c5b1c9.jpg.webp","DIFOX","Communication & Connectivity","Hall 3.2","H3.2-125","Germany"
"https://www.ifa-berlin.com/exhibitors/tianmei","https://drive.ifa-berlin.com/drive/2026/06/_cache/93bed121f5a3f85a02b92ceb9fad0607_b8e31ad63116839be15ab10e97e55cc7.png.webp","Tianmei","Reseller Park","Hub 27i","H27i-17","China"
"https://www.ifa-berlin.com/exhibitors/shengkai-electric-machine","https://www.ifa-berlin.com/img/exhibitors/default.svg","SHENGKAI ELECTRIC MACHINE","IFA Global Markets","Hall 26c","H26c-294",""
"https://www.ifa-berlin.com/exhibitors/lenyes","https://drive.ifa-berlin.com/drive/2026/08/_cache/14856a65bd5150a06ea3824b6005d827_74757c5ce564baf593f7f0e54fe620ed.jpg.webp","Lenyes","Communication & Connectivity","Hall 4.2","H4.2-151a","China"
"https://www.ifa-berlin.com/exhibitors/morpho","https://drive.ifa-berlin.com/drive/2026/07/_cache/22cd735c91a2565292a825af5aeba27f_2f44948fd7fd808e051851a5b7cd1ed4.png.webp","Morpho","Content Creation","Hall 17","H17-196","USA"
"https://www.ifa-berlin.com/exhibitors/pohang-technopark","https://drive.ifa-berlin.com/drive/2026/07/_cache/a8e1b574b7323862f293cf17daa5283c_9428eb9c3b92e9407ac25f9b98fdeafb.png.webp","Pohang Technopark","IFA Next","Hall 5.2","H5.2-400","South Korea"
"https://www.ifa-berlin.com/exhibitors/bvio-technology","https://www.ifa-berlin.com/img/exhibitors/default.svg","Bvio Technology （Violoop）","IFA Next","Hall 5.2","H5.2-406","China"
"https://www.ifa-berlin.com/exhibitors/gsmplus","https://www.ifa-berlin.com/img/exhibitors/default.svg","GSMPlus B.V.","Reseller Park","Hub 27g","H27g-14","Netherlands"
"https://www.ifa-berlin.com/exhibitors/kised","https://drive.ifa-berlin.com/drive/2025/12/_cache/814042c2de9f922747184c28cf6d7a11_5eecdeb3dcd05821cc2684b33e6af89a.png.webp","KISED","IFA Next","Hall 25","H25-406","South Korea"
"https://www.ifa-berlin.com/exhibitors/dongguan-xinqi-plastic-products","https://drive.ifa-berlin.com/drive/2026/08/_cache/d13c085f4892223c2a29482f9497698f_b75795b13196102438ed982ba8cf6620.jpg.webp","Dongguan Xinqi Plastic Products Co., Ltd","IFA Global Markets","Hall 26b","H26b-847","China"
"https://www.ifa-berlin.com/exhibitors/noctralabs","https://drive.ifa-berlin.com/drive/2026/08/_cache/62b1ce9df7fbbc13b095cf8a0f3b929b_74ae68ac5388a05bc8f62766b8324161.png.webp","Noctra Labs","IFA Next","Hall 25","H25-215","Germany"
"https://www.ifa-berlin.com/exhibitors/ecomi","https://www.ifa-berlin.com/thumbnail/w500/2026/08/ecomi-logo-vettoriale.svg","ECOMI","IFA Next","Hall 25","H25-369","Italy"
"https://www.ifa-berlin.com/exhibitors/jiangxi-roxound-acoustic-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/2cecf6be07cc44439700d1c1d30aa9c0_51b34f3420f93acc47908c201424180a.jpg.webp","JiangXi Roxound Acoustic Technology Co.,Ltd.","IFA Global Markets","Hall 26a","H26a-293","China"
"https://www.ifa-berlin.com/exhibitors/volto-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/a2c6fdadcaf16c5c2a067bafe8e4ccd6_bc6fb9b1aa04ada514cc40dab5a69ecd.png.webp","Volto Technology","IFA Next","Hall 5.2","H5.2-303","China"
"https://www.ifa-berlin.com/exhibitors/dongguan-yimo-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/df7a411b73f2273e0afec47503e25170_9212bda5a4347d9940e173fbe4bfdd36.png.webp","Dongguan YIMO Technology Co.,Ltd.","IFA Global Markets","Hall 26b","H26b-813","China"
"https://www.ifa-berlin.com/exhibitors/rouling-technology","https://www.ifa-berlin.com/img/exhibitors/default.svg","RouLing Technology","IFA Next","Hall 25","H25-367","China"
"https://www.ifa-berlin.com/exhibitors/proks","https://drive.ifa-berlin.com/drive/2026/06/_cache/0aeb672b443d0979fc5a894dbd3dc2b1_c8f2451aac101f7a1d9b955e2a0bccf3.jpg.webp","PROKS Ltd.","Reseller Park","Hub 27m","H27m-06","Latvia"
"https://www.ifa-berlin.com/exhibitors/isinwheel","https://drive.ifa-berlin.com/drive/2026/07/_cache/b3673b4f21179be67e06a064ce149be4_9e0868fef7570bb63fd4a11d3afa10bb.png.webp","isinwheel","Mobility","CityCube Hall B","CCBB-148","China"
"https://www.ifa-berlin.com/exhibitors/logilink","https://www.ifa-berlin.com/img/exhibitors/default.svg","Logilink","Reseller Park","Hub 27k","H27k-01","Germany"
"https://www.ifa-berlin.com/exhibitors/liwang-new-energy-kendal","https://drive.ifa-berlin.com/drive/2026/07/_cache/5870044c007c16d489388badbcdabd99_b54c2411df758f46bcd99d7050a3a4f5.png.webp","Liwang New Energy: Kendal","Smart Home","Hall 2.2","H2.2-194","China"
"https://www.ifa-berlin.com/exhibitors/vivoo","https://www.ifa-berlin.com/img/exhibitors/default.svg","Vivoo","Beauty Tech & Wellbeing","Hall 15","H15-173",""
"https://www.ifa-berlin.com/exhibitors/teleqare-europe","https://www.ifa-berlin.com/img/exhibitors/default.svg","TeleQare Europe B.V.","Reseller Park","Hub 27n","H27n-01","Netherlands"
"https://www.ifa-berlin.com/exhibitors/dongguan-wale-security-technology","https://drive.ifa-berlin.com/drive/2026/08/_cache/3f43601c94c7d2eb388f1f1945fff882_cb2d5a4e9db9b5b5552d26aca98afb37.png.webp","Dongguan Wale Security Technology Co., Ltd.","IFA Global Markets","Hall 26c","H26c-222","China"
"https://www.ifa-berlin.com/exhibitors/kaisar","https://drive.ifa-berlin.com/drive/2026/08/_cache/227c2a9eba8ccd41c7c38e0b7617c7d3_19f6f759b082a5aad5e87eb53d02aee6.png.webp","KAISAR","IFA Next","Hall 25","H25-361","South Korea"
"https://www.ifa-berlin.com/exhibitors/whoosh","https://drive.ifa-berlin.com/drive/2026/08/_cache/9a43d82ad1263016a09eedde88b854a3_d90fe08c3142ea6e521499469f292260.jpg.webp","WHOOSH!","Communication & Connectivity","Hall 5.2","H5.2-185","USA"
"https://www.ifa-berlin.com/exhibitors/elo-gaming","https://www.ifa-berlin.com/img/exhibitors/default.svg","ELO Gaming","IFA Next","Hall 25","H25-377","United Kingdom"
"https://www.ifa-berlin.com/exhibitors/ningbo-younth-electric-appliance","https://drive.ifa-berlin.com/drive/2026/08/_cache/ea7cb451a716603ca30890a4d761a290_697674d6a4d35dc0391d398160d6100b.jpg.webp","Ningbo Younth Electric Appliance Co., Ltd.","IFA Global Markets","Hall 26a","H26a-571","China"
"https://www.ifa-berlin.com/exhibitors/aiplux","https://drive.ifa-berlin.com/drive/2026/08/_cache/84dc31e2342593acb5a1a8956d56533c_10bc59adeaad0a9708bcf995653b70ff.png.webp","AIPLUX","IFA Next","Hall 25","H25-341","Taiwan"
