"toggler","stand","country","img-holder src","additional","visit-us 2","button","button href","button href 2","categories","subcategory","subcategory href","divider","subcategory 2","subcategory href 2","divider 2","subcategory 3","subcategory href 3","divider 3","subcategory 4","subcategory href 4"
"Jiangsu Zipin Biotech Co., Ltd.","B2J19","Thailand","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B2J19","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/28/28/92/exhibitor282892-596.html","","","","","","","","","","","",""
"Jiangxi Brother Pharmaceutical Co., Ltd.","A1C17","China","https://www.ingredientsnetwork.com/c267931th_S-comp267931.jpg","Brother Enterprises Holding Co., Ltd. Haining Base is located in Zhouwangmiao Town, Haining City, Zhejiang Province. Haining Base was invested and built in 1991, which has been mainly engaged in the research, development and production of leather chemicals and vitamin K3, with its leather chemical products mainly including chrome tanning agents, retanning agents, fatliquors, auxiliaries, etc. 

The chrome tanning agents and vitamin K3 produced in Haining base have taken the domestic and even global leading position in the global market segment. In view of Brother Enterprises' outstanding technical advantages and industry position in the fields of chrome tanning agents and vitamin K3, it has participated in the formulation of a number of national standards as a main drafter. 

Haining Base established a VK3 production equipment having world-leading production capacity, and supporting by automated and closed assembly line processes, thus to provide high-quality vitamin products for the feed and veterinary medicine industries. 

Haining Base has won the honors of National High-Tech Enterprise, and Zhejiang Brother Enterprises Green Synthetic Technology Research Institute, etc. 

Haining Base has sound quality, safety and environmental protection assurance system, and has successively passed ISO9001, ISO22000, ISO14001, OHSAS18001, ISO17025, FAMI-QS, HALAL, Kosher and other system certifications.","stand A1C17","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/26/79/31/exhibitor267931-596.html","Categories:","Chromium","https://www.ingredientsnetwork.com/chromium-code016091.html","|","Other Flavourings","https://www.ingredientsnetwork.com/other-flavourings-code015491.html","|","Vitamin B12","https://www.ingredientsnetwork.com/vitamin-b12-code016078.html","|","Vitamin B3","https://www.ingredientsnetwork.com/vitamin-b3-code016073.html"
"Jiangxi Cowin Food Co., Ltd.","C3P46","China","https://www.ingredientsnetwork.com/logo-comp309014.png","Jiangxi Cowin Food Co., Ltd. was established in 2009, located in Shanggao County Industrial Park,Jiangxi Province, China, covering an area of 60,000 square meters. 


We supply processed grain and protein ingredients ,such as muti-grain crisps , Soy protein crisps, Pea protein crisps, Rice protein crisps etc. grain powder, breakfast cereals ,reconstitutional rice (add fruits or vegetables).

In addition to high-tech production facility, the company is also equipped with multiple process equipment, such as ultra-fine crushing equipment,microwave drying equipment and a series of complete experimental equipment, extrusion and energy bar pilot production lines, as well as a group of professional and excellent R&D technicians. 



We are offering customers with OEM and ODM services, achieving one-stop development from raw materials to end products. We look forward to win-win cooperation with our partners.vist us at :","stand C3P46","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/30/90/14/exhibitor309014-596.html","Categories:","Cocoa","https://www.ingredientsnetwork.com/cocoa-code015846.html","|","Other Cereals & Grains","https://www.ingredientsnetwork.com/other-cereals-grains-code015755.html","|","Pea protein","https://www.ingredientsnetwork.com/pea-protein-code016014.html","|","Proteins, Enzymes, Amino Acids","https://www.ingredientsnetwork.com/proteins-enzymes-amino-acids-code015944.html"
"Jiangxi Hengding Food Co.,Ltd","B3F26","China","https://www.ingredientsnetwork.com/hengdingfood-comp263911.JPG","Jiangxi Hengding Food Co Ltd was founded in 2006 and the business includes the milling of flour or meal from grain.

Products include:- rice syrup, glucose syrup, maltose, rice fructose, flavour syrup, non-dairy creamer, cereals, rice protein, ice cream powder, enriched paste, etc","stand B3F26","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/26/39/11/exhibitor263911-596.html","Categories:","Agave syrup","https://www.ingredientsnetwork.com/agave-syrup-code016061.html","|","Amino acids","https://www.ingredientsnetwork.com/amino-acids-code015945.html","|","Beans","https://www.ingredientsnetwork.com/beans-code015757.html","|","Cereals & Grains","https://www.ingredientsnetwork.com/cereals-grains-code015742.html"
"Jiangxi Hitech Food Ingredient Co., Ltd.","C3P45","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3P45","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/31/97/89/exhibitor319789-596.html","","","","","","","","","","","",""
"Jiaozuo Ronlida Food Co., Ltd.","B3J46","China","https://www.ingredientsnetwork.com/ixpN4WtZ179gII2-comp250400.jpg","Jiaozuo Zhongwei Special Products Pharmaceutical Co Ltd, is a well-know and active PVP manufacturer in China, focused on the PVP (Polyvinylpyrrolidone) R&D, manufacturing, marketing and service. The company is an ISO9001:2000 certified company,with CEP certifications of our pharmaceutical grade Povidone K17, Povidone K30, Povidone K90 and Crospovidone, Drug-production Enterprise Licence and Kosher Certificates. Our product lines span a broad range of PVP polymers that meet the needs of  multiple industries and applications. Most of our  products are widely used in  Pharmaceuticals, Cosmetics/Personal Care, Household, Beer/Wine/Beverage, adhesives, textile auxiliary, coatings, ink jet and other Hi-Tech industries.","stand B3J46","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/04/00/exhibitor250400-596.html","Categories:","Antioxidants","https://www.ingredientsnetwork.com/antioxidants-code015381.html","|","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html","|","Grapes","https://www.ingredientsnetwork.com/grapes-code015853.html","|","Iodine","https://www.ingredientsnetwork.com/iodine-code016096.html"
"JIEYANG ZHENGYING FOODS CO.,LTD.","B2J01","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B2J01","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/70/95/exhibitor477095-596.html","","","","","","","","","","","",""
"Jining Fortune Biotech Co.,Ltd","A3L52","China","https://www.ingredientsnetwork.com/fortunebio-comp268282.jpg","Fortune Biotech, as a leading global supplier of cellulose products, has engaged in production, development and marketing of Sodium Carboxymethyl Cellulose (CMC) and Polyanionic Cellulose (PAC) for over 40 years. More than 3000 customers in 60 countries and regions have applied our products in their applications in food, pharmaceutical, papermaking, ceramics, textile dyeing, daily chemicals, new energy and oil drilling industries. Our safe and high quality CMC products have supported their endeavor to improve people’s life. Our CMC products passed BRC, MUI Halal, Kosher, ISO 9001, ISO 22000, ISO 14001 and OHSAS 18001. We sincerely expect the cooperation with you!","stand A3L52","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/26/82/82/exhibitor268282-596.html","Categories:","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html","|","Lecithins","https://www.ingredientsnetwork.com/lecithins-code015451.html","|","Other Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/other-emulsifiers-stabilisers-thickeners-code015478.html","|","Sodium chloride","https://www.ingredientsnetwork.com/sodium-chloride-code016106.html"
"JINJIANG BRIGHT FOOD RAW MATERIALS CO.,LTD","B2J25","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B2J25","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/12/94/exhibitor481294-596.html","","","","","","","","","","","",""
"Jinxiang Golden Profit Food Co.,Ltd.","A2H33","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A2H33","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/31/97/90/exhibitor319790-596.html","","","","","","","","","","","",""
"Jinyoung, PT","B1A28","Indonesia","https://www.ingredientsnetwork.com/jinyoung-comp254965.gif","PT. JINYOUNG is a leading food ingredient manufacturer in Indonesia, especially for meat and seafood extracts. PT. JINYOUNG is renowned as a pioneer of high quality paste and powder extract manufacturer, providing Halal-Certified products from Indonesian Ulama Council (MUI).","stand B1A28","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/49/65/exhibitor254965-596.html","Categories:","Beef protein","https://www.ingredientsnetwork.com/beef-protein-code015996.html","|","Fish oil","https://www.ingredientsnetwork.com/fish-oil-code015812.html","|","Fish protein","https://www.ingredientsnetwork.com/fish-protein-code016004.html","|","Flavour Enhancers","https://www.ingredientsnetwork.com/flavour-enhancers-code015479.html"
"Jiujiang Growland Agricultural Products Co.,Ltd","C1K07","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C1K07","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/72/80/exhibitor477280-596.html","","","","","","","","","","","",""
"JSM Food, Inc.","B3C16","Korea, Republic of","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B3C16","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/28/21/79/exhibitor282179-596.html","","","","","","","","","","","",""
"Julyy's Foods","D2D29","India","https://www.ingredientsnetwork.com/jf-logo-image-comp481552.jpeg","Spices, Herbs & Oil","stand D2D29","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/15/52/exhibitor481552-596.html","Categories:","Beetroots","https://www.ingredientsnetwork.com/beetroots-code015893.html","|","Cayenne","https://www.ingredientsnetwork.com/cayenne-code015572.html","|","Coriander","https://www.ingredientsnetwork.com/coriander-code016041.html","|","Curcuma longa","https://www.ingredientsnetwork.com/curcuma-longa-code015583.html"
"Junqi (Shanghai) Import and Export Trading Co., Ltd.","B3F02","China","https://www.ingredientsnetwork.com/junqibio-comp268999.JPG","Jiangsu Junqi Bio-technology Co Ltd Is the first hi-tech company who produces plant protein, plant polysaccharide and cold drawn plant oil by aqueous enzymatic extraction.","stand B3F02","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/26/89/99/exhibitor268999-596.html","Categories:","Other Fats & Oils - Plant","https://www.ingredientsnetwork.com/other-fats-oils-plant-code015836.html","|","Other Oligo- and polysaccharides","https://www.ingredientsnetwork.com/other-oligo-and-polysaccharides-code015729.html","|","Other Proteins - Plant","https://www.ingredientsnetwork.com/other-proteins-plant-code016019.html","","",""
"Jutarasa Abadi,PT","B1A05","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B1A05","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/27/35/46/exhibitor273546-596.html","","","","","","","","","","","",""
"Karagen Indonesia","D1E16","Indonesia","https://www.ingredientsnetwork.com/c256174img_XL-comp256174.jpg","Karagen Indonesia (KaraIndo) was established in 2004. The main factory is located in Semarang, Central Java, Indonesia, built in 20,000 m² area with over 100 employees. At the beginning, KaraIndo solely produced Semi Refined Carrageenan. Years later, after conducted numbers of hi-tech research and development, the company has enhanced to extensive capabilities to produce Refined Kappa Carrageenan, Semi Refined Iota Carrageenan, Carrageenan for Jelly Products, Meat Process Products, and many more.

Our business is based on high quality carrageenan and unlocking its natural goodness in ways that add real value to our customers from raw material to the finest products. Therefore, our goods are widely accepted both in the local market and international market.","stand D1E16","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/61/74/exhibitor256174-596.html","Categories:","Alginic acid - alginates","https://www.ingredientsnetwork.com/alginic-acid-alginates-code015468.html","|","Carrageenan","https://www.ingredientsnetwork.com/carrageenan-code015469.html","|","Dietary fibres","https://www.ingredientsnetwork.com/dietary-fibres-code015448.html","|","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html"
"Kerry Ingredients Indonesia,PT","D1A06","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D1A06","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/31/94/83/exhibitor319483-596.html","","","","","","","","","","","",""
"Kevin Biotechnology Co., Ltd.","A2H51","China","https://www.ingredientsnetwork.com/PS7pu2BgLN1U0Yd-comp249978.jpg","Kevin Food Co., Ltd., founded in 2001, is a leading manufacturer of food additives. We are a specialist in Oil & Fats deep processing, manufacture and development of emulsifiers, thickeners, phosphates, stabilizer systems, food ingredients, as well as the professional distributor of global high-quality additives. And we have been awarded with QS, ISO22000, PAS220, KOSHER and HALAL.","stand A2H51","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/24/99/78/exhibitor249978-596.html","Categories:","Agar","https://www.ingredientsnetwork.com/agar-code015779.html","|","Carrageenan","https://www.ingredientsnetwork.com/carrageenan-code015469.html","|","Dietary fibres","https://www.ingredientsnetwork.com/dietary-fibres-code015448.html","|","Dietary Fibres, Prebiotics","https://www.ingredientsnetwork.com/dietary-fibres-prebiotics-code015775.html"
"KH Roberts Pte Ltd","D1C28","Singapore","https://www.ingredientsnetwork.com/KHRoberts_Identity_CMYK-011-comp250500.png","At KH Roberts, we craft future flavours that bring delight
and imagination to the world. As one of Asia’s leading creators of aromas and
tastes, we are constantly pushing the boundaries, always discovering, always
innovating. With world-class research, innovation, and manufacturing
capabilities, supported by a keen understanding of Asia’s diverse cultures,
tastes and preferences, we bring to our customers crafted flavours that are
novel, relevant, and delightful. For more than 50 years, we have established an
extensive network of clients and partners. They range from private labels to
multinational consumer companies, serving diverse segments from Foods &
Beverages, Health & Wellness to Pharmaceuticals. Headquartered in Singapore
with local operating presence across Asia, we serve and support the needs of
our customers around the world.","stand D1C28","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/05/00/exhibitor250500-596.html","Categories:","Colours","https://www.ingredientsnetwork.com/colours-code015401.html","|","Flavouring preparations","https://www.ingredientsnetwork.com/flavouring-preparations-code015487.html","|","Flavouring substances","https://www.ingredientsnetwork.com/flavouring-substances-code015486.html","|","Flavourings","https://www.ingredientsnetwork.com/flavourings-code015485.html"
"KINAS GLOBAL INDONUSA,PT","B3J02","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B3J02","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/30/48/61/exhibitor304861-596.html","","","","","","","","","","","",""
"KMC Foods","D2D23","India","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D2D23","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/15/53/exhibitor481553-596.html","","","","","","","","","","","",""
"KODI MACHINERY","C3P34","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3P34","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/52/96/exhibitor475296-596.html","","","","","","","","","","","",""
"Koel Colours Pvt Ltd.","C3R02","India","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3R02","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/28/97/21/exhibitor289721-596.html","","","","","","","","","","","",""
"Kyungpook National University ? Korea Herb-Bio Convergence Promotion Institute","B3C20","Korea, Republic of","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B3C20","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/15/54/exhibitor481554-596.html","","","","","","","","","","","",""
"L & P Food Ingredient Co., Ltd.","B3J36","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B3J36","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/28/17/30/exhibitor281730-596.html","","","","","","","","","","","",""
"Lactalis Ingredients","A3P39","France","https://www.ingredientsnetwork.com/logo-li-brand-082025-comp249103.png","Our mission is to
combine the inherent nutritional value of milk, our extensive expertise, and
state-of-the-art technology to offer superior quality ingredients. We are
committed to sourcing the highest quality nutrition and strive to provide
optimal solutions with a thorough range, encompassing all dairy categories,
such as whey and milk powders, specialized dairy proteins, industrial butters,
and cheese ingredients.","stand A3P39","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/24/91/03/exhibitor249103-596.html","Categories:","Amino acids","https://www.ingredientsnetwork.com/amino-acids-code015945.html","|","Casein","https://www.ingredientsnetwork.com/casein-code015997.html","|","Cheese - cow","https://www.ingredientsnetwork.com/cheese-cow-code015767.html","|","Dairy Ingredients","https://www.ingredientsnetwork.com/dairy-ingredients-code015763.html"
"LAIWU MANHING VEGETABLES FRUITS CORPORATION","D2D26","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D2D26","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/27/06/93/exhibitor270693-596.html","","","","","","","","","","","",""
"Lalsai Global Limited","B3C26-A","India","https://www.ingredientsnetwork.com/logo-comp476082.png","Lalsai Global Limited, established in 2014, trusted manufacturer and exporter of dehydrated onions, garlic, vegetables, Indian spices, and value added ingredients. With a presence in over 25 countries and internationally recognized certifications including BRC, USFDA, Halal, Kosher, Sedex, Global GAP, and SSI membership, the company is proudly the second Indian company approved as a member of the Sustainable Spice Initiative (SSI) in the Dehydrated Industry.","stand B3C26-A","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/60/82/exhibitor476082-596.html","Categories:","Beetroots","https://www.ingredientsnetwork.com/beetroots-code015893.html","|","Carrots","https://www.ingredientsnetwork.com/carrots-code015896.html","|","Cauliflowers","https://www.ingredientsnetwork.com/cauliflowers-code015897.html","|","Chives","https://www.ingredientsnetwork.com/chives-code016025.html"
"LANDOIL CHEMICAL GROUP CO.,LTD.","D2D28","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D2D28","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/16/68/exhibitor481668-596.html","","","","","","","","","","","",""
"Langgeng Laris Cemerlang,PT","A3R28","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A3R28","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/72/81/exhibitor477281-596.html","","","","","","","","","","","",""
"Lautan Luas Tbk, PT","A3P06","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A3P06","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/72/82/exhibitor477282-596.html","","","","","","","","","","","",""
"Lautan Natural Krimerindo,PT","A3Q06","Indonesia","https://www.ingredientsnetwork.com/TCEiu1CarQOrRxg-comp250039.jpg","PT. Lautan Natural Krimerindo (LNK) is one of the
leading ingredients manufacturers for Food & Beverages industry.
Specialized in spray dried ingredients products, we present to answer the needs
of the best creamer based products made from high quality ingredients. We use
only the finest quality ingredients, which is hygienic and 'halal' certified by
Majelis Ulama Indonesia (MUI). When crafting our creamer, LNK ensures the
hygienist process to deliver the fresh and the best products for consumers. PT.
Lautan Natural Krimerindo always trying to reach perfection through continuous
innovation. “FiberCreme”, multi purpose creamer that utilize the good of
oligosaccharides as fiber source combined with good oils as a palatable,
functional ingredients on food and beverages application is our latest and
great innovation.","stand A3Q06","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/00/39/exhibitor250039-596.html","Categories:","Coconut oil","https://www.ingredientsnetwork.com/coconut-oil-code015822.html","|","Cow Dairy Ingredients","https://www.ingredientsnetwork.com/cow-dairy-ingredients-code015764.html","|","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html","|","Fats & Oils - Plant","https://www.ingredientsnetwork.com/fats-oils-plant-code015818.html"
"LAVARIAN AROMINDO PRATAMA , PT","D1F18","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D1F18","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/72/83/exhibitor477283-596.html","","","","","","","","","","","",""
"LEECHANTS GLOBAL INDIA PRIVATE LIMITED","D2C24","India","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D2C24","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/17/03/exhibitor481703-596.html","","","","","","","","","","","",""
"Lianyungang Dongtai Food Ingredients Co., Ltd.","D1E11","China","https://www.ingredientsnetwork.com/RwObZnS86r05v3U-comp250059.jpg","Lianyungang Dongtai Food Ingredients Co Ltd specializes in manufacturing food grade calcium phosphates, sodium phosphates, potassium phosphates, magnesium phosphates, compound phosphates and citrates (sodium, calcium, potassium), which are widely applied in foods, beverages, pharmaceuticals and daily chemicals.","stand D1E11","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/00/59/exhibitor250059-596.html","Categories:","Acacia gum","https://www.ingredientsnetwork.com/acacia-gum-code015467.html","|","Additives incl. Flavourings & Colours","https://www.ingredientsnetwork.com/additives-incl-flavourings-colours-code015321.html","|","Ammonium phosphatides","https://www.ingredientsnetwork.com/ammonium-phosphatides-code015444.html","|","Antioxidants","https://www.ingredientsnetwork.com/antioxidants-code015381.html"
"LIANYUNGANG KEDE FOOD INGREDIENTS CO.,LTD","B3E45","China","https://www.ingredientsnetwork.com/c281630img_XL-comp249463.jpg","Lianyungang Kede Chemical Industry Co Ltd, has 40 years experience in food additives, its products include calcium phosphate, Sodium citrate and potassium phosphate, SAPP etc. The standards followed are BP93,USP23/24,FCC-IV,GB/T8269-98,etc. 

Since its foundation, Kede Chemical has enjoyed impressive sales growth in China domestic markets and also established Longyi International Trade Co Ltd to exploit sales in International markets, such as EU, America, Southeast and mideast etc.","stand B3E45","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/24/94/63/exhibitor249463-596.html","Categories:","Ammonium phosphatides","https://www.ingredientsnetwork.com/ammonium-phosphatides-code015444.html","|","Antioxidants","https://www.ingredientsnetwork.com/antioxidants-code015381.html","|","Calcium phosphate","https://www.ingredientsnetwork.com/calcium-phosphate-code015356.html","|","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html"
"Lianyungang Mupro Import & Export Co., Ltd.","A1A38","China","https://www.ingredientsnetwork.com/jiangsumupro-comp267867.jpg","Jiangsu Mupro IFT Corp, established in November 2004, is a company that aims to develop and produce high-end, safe and healthy, Natural or natural food ingredients. The main products are calcium propionate, potassium sorbate, potassium citrate and so on.

The company has passed international certification such as BRC, FSSC, KOSHER, HALAL and FARMIQS, and is committed to creating an international brand of health food ingredients industry!","stand A1A38","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/26/78/67/exhibitor267867-596.html","Categories:","Potassium citrate","https://www.ingredientsnetwork.com/potassium-citrate-code015335.html","|","Potassium sorbate","https://www.ingredientsnetwork.com/potassium-sorbate-code015505.html","|","Prepared foods","https://www.ingredientsnetwork.com/prepared-foods-code016126.html","","",""
"Lianyungang Nuoxin Food Ingredient Co., Ltd.","C3M35","China","https://www.ingredientsnetwork.com/ezgif-16b32f0e2c0f82-comp475609.jpg","Jiangsu Tensent Food Technology Co., Ltd. Was established in 2020, a new food additive production base invested by Lianyungang Nuoxin Food Ingredient Co., Ltd. With an investment of 150 million yuan. Covering an area of about 40 acres, with modern production and inspection equipment, professional technical talents, it has formed a complete system from R&D, production, sales to after-sales service. The company adheres to the business philosophy of ""innovation"" and ""integrity"", We produce sodium diacetate, sodium acetate anhydrous, sodium acetate trihydrate, potassium diacetate, potassium acetate, calcium propionate, calcium acetate, sodium propionate, sodium benzoate, sodium dehydroacetate, potassium benzoate, Sodium propionate, calcium formate, potassium diformate, potassium sorbate. We will make unremitting efforts to continuously introduce our new products and provide our customers with the most sincere service!","stand C3M35","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/56/09/exhibitor475609-596.html","Categories:","Acetic acid","https://www.ingredientsnetwork.com/acetic-acid-code015382.html","|","Benzoic acid - benzoates (BA)","https://www.ingredientsnetwork.com/benzoic-acid-benzoates-ba-code015493.html","|","Potassium","https://www.ingredientsnetwork.com/potassium-code016103.html","|","Potassium sorbate","https://www.ingredientsnetwork.com/potassium-sorbate-code015505.html"
"Lianyungang Shuren Kechuang Food Additive Co., Ltd.","B2H18","China","https://www.ingredientsnetwork.com/shuren-comp249683.gif","Shuren Kechuang Food Additive Co Ltd is situated in the Lianyungang Economic and Technical Development Zone. The company has been active in the food additive industry since 1998 and has a group of professionals who have continually worked in the food additive industry for more than 20 years. 

Company headquarters occupies a total area of 35,000 square meters with 30,000 square meters plant area. The main products are: Potassium Citrate, Sodium Citrate, Calcium Citrate, Dicalcium Phosphate, Tricalcium Phosphate, Monocalcium Phosphate, Propionates and Potassium Chloride (food grade) etc. The company also has six separate production lines with an annual output of 40,000 tons. The workshops were all built according to GMP standards. The manufacturing technique is at the forefront of the industry and more than 70% of our products are exported. The scale of this production makes Shuren one of the leaders in China when it comes to these kinds of salts.

Our company keeps long-term cooperation with universities. The products’ research, development, process control are managed under guidance of universities. We adhere to integrity and innovation as our tenets. We insist on the high starting point and constantly seeking breakthroughs. The quality of our products is our most basic and foremost concern. 

We always produce high quality products and offer unmatched services for the whole food additive industry.","stand B2H18","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/24/96/83/exhibitor249683-596.html","Categories:","Calcium citrate","https://www.ingredientsnetwork.com/calcium-citrate-code015325.html","|","Calcium phosphate","https://www.ingredientsnetwork.com/calcium-phosphate-code015356.html","|","Diphosphates","https://www.ingredientsnetwork.com/diphosphates-code015447.html","|","Other Anti-caking agents","https://www.ingredientsnetwork.com/other-anti-caking-agents-code015380.html"
"Lianyungang Tiantian Seaweed Industry Co., Ltd.","D2B50","China","https://www.ingredientsnetwork.com/80c87897-f6c1-4241-9e92-d791ecba91ed20210825165603-comp316948.png","Tiantian algae has been established for nearly 40 years. It is a high-tech enterprise which takes marine algae as raw material and utilizes marine organisms comprehensively. The company covers an area of 100,000 square meters, with an annual output of 7,000 tons of sodium alginate, 100 tons of iodine and more than 600 employees. Is a company mainly engaged in sodium alginate, potassium alginate and other alginate, algae fertilizer, iodine and other products research and development, production, application and sales. Product specifications are FCC viii, usp38, cp2015. Enterprises have passed ISO, KOSHER, HALAL, BRC and other certification systems. Tiantian algae ""quality first, reputation first"", continuous innovation and development, products are exported to nearly 60 countries or regions around the world.","stand D2B50","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/31/69/48/exhibitor316948-596.html","Categories:","Alginic acid - alginates","https://www.ingredientsnetwork.com/alginic-acid-alginates-code015468.html","|","Iodine","https://www.ingredientsnetwork.com/iodine-code016096.html","|","Other Algae","https://www.ingredientsnetwork.com/other-algae-code015542.html","","",""
