Company Name,Location,Booth,url
Tsai Thing Int'l Technology Ltd.,Taiwan,['Booth: 3D-C06   |   Group Pavilions   |   Taiwan Pavilion'],/event/homeinstyle/en/exhibitor/1S005GBU7
"Guangzhou Kingkady Household Products Co., Ltd",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005M55G
"Hangzhou Newestware Industrial Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005KD3E
Huizhou Mingyu Imaging Material Co Ltd,Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005GMWQ
"Huizhou Yongyi Technology Co., Ltd",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005LF63
J.C.J. Company Limited,Thailand,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005JQAG
"JH-Leicast Cookware Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005LBMV
Jiangsu Union-Smart Textile Technology Co Ltd,Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005LBGD
Jinan Sunny Homeware Co Ltd,Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005JCAU
"Jinhua Citrinnova Technology Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005LBHA
"Jiujiang Cosen Industrial Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005LX6L
"Liling Dacheng Ceramic Industry Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005L4TH
Liling Spring Ceramic Industry Co Ltd,Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LTD4
Linyi Miaolian International Trading Co Ltd,Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KYJH
"Linyi Mingfeng Arts And Crafts Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005ICGC
"Medge Industrial & Trading Co., Ltd",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005J9TC
Ningbo Chunlijia Industry and Trading Co Ltd,Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MRGX
"Ningbo Comelife Intelligent Technology Co., Ltd",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005IV7K
"Ningbo Siorio Electrical Appliances Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KDGB
"Ningbo Yawen International Trading Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L18B
Ontime International Ltd.,Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MUD3
"Pioneer Furniture Co., Ltd.",Thailand,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005JQ6S
"Prosper Hardware & Plastic Products Co., Ltd. (Jiangmen City Xinhui District)",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005INE7
"Putian Thaili Trade Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L16H
"Reangwa Standard Ind Co., Ltd.",Thailand,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005JQ8M
"Sichuan EOUSE Furniture Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MQ8M
Times Art,India,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MAEK
"United Way Enterprises Co., Ltd.",Taiwan,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005J81P
"Wan Chao (Hangzhou) Stainless Steel Ind. Co., Ltd",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KDKZ
"Weifang Regal Industrial Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005JC9X
"Xiamen Cameo Enterprise Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MLBI
"Xiamen DNQ Import and Export Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L0TL
"Yangjiang Chaofeng Industrial & Trading Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005H3B0
"Yangjiang Richton Co., Ltd",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005GBTA
"Yangjiang YF Hardware Co., Ltd",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005GCRF
"Yongkang Longyingfei Industry & Trading Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LCBR
Zhejiang Dushen Necktie Company Limited,Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LYRT
"Zhongshan Zhanshi Outdoor Products Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005ISNB
"Zibo Jiaxiang Import & Export Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005JCBR
"Zibo Peakfar Import Export Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005JCFF
Industrial Designers Society of Hong Kong,Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005M56D
H & J Home Group Limited,Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005HS9H
Pantone LLC,Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MRSX
Charter Power Development Limited,Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005IQ9J
City King Inc. Limited,Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005K983
DFA Awards by Hong Kong Design Centre,Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005M52P
Gubleart Workshop,Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MDI5
"Hong Kong Heng Fung Household Products Co., Limited",Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005FSTT
Hong Kong Ka Fu Kitchenwares Limited,Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005GA75
"Jcraft Arts & Crafts Co., Limited",Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005IZY7
"Jiayi (HK) Trading Co., Ltd.",Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L6SI
Man Kee Chopping Board,Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MRVO
"Orientalsun Industry Co., Ltd.",Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005JQBD
Smart Love Eco-Platform Limited,Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005JZ9A
WHK Centralized Purchasing Limited,Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005GBQJ
"Wahyuen Global Trade Co., Limited",Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005I8AY
"Wisdom (HK) Home Group Co., Ltd.",Hong Kong,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005JGRB
British Allied Trades Federation,United Kingdom,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005M4Y2
"Dehua Byrons Artwork Co., Ltd",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KDBQ
"Dehua Fujian Hong Yue Ceramic Co., Ltd",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LYO2
"Dehua Zhentailer Co., Ltd.",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L0Z3
"Fujian Dehua Dingjing Crafts Co., Ltd",Chinese Mainland,['Booth: 3D-C15   |   Group Pavilions   |   Chinese Mainland (Hunan) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L1KB
"Fujian Dehua Longhua Ceramic Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L0UI
"Fujian S&A Ceramic Industry Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L12T
Hangzhou Leibo Industrial Co Ltd,Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KVRW
Industrial Design Development Association of Taipei,Taiwan,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MPGZ
"Jaafarson Crafts & Gifts Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L4VB
"Jinhua Gusong Metal Products Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MTYD
"Liling Huawang Ceramics Manufacturing Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LFBO
"Quanzhou Modison Home Deco Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LTC7
"Quzhou Weishi Import & Export Co., Ltd",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LO8O
Taizhou Chuangyi Household Co Ltd,Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005G4A2
"Taizhou MingTai Plastic Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L4QQ
Tottori Prefectural Government,Japan,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005M4M2
"Zhejiang Woka Home Product Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LBZS
"Zhenjiang Weworth Import & Export Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005G0Y6
"Zibo Green Light Industrial Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005GQ17
"Zibo Xin Sheng Light Industry Products Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LK44
Aarrya Exports,India,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MAI8
Acacia Concepts,India,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MADN
Aomori Prefecture Government,Japan,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005M4PT
Center for International Trade Expositions and Missions (CITEM),Philippines,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MN6V
"Changsha Yalifang Technology Development Co., Ltd",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L4W8
"Changzhou Kok Kitchenware Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KDFE
"Chaozhou Yule Hardware Industrial Co., Ltd",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KDAT
"Chengdu Eno Biology Technology Co., Ltd",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005M54J
Chengdu Xindu Qiaofan Palm Leaf Weaving Specialized Cooperative,Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MAGE
"Chenzhou Best Handcraft Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L4SK
Conway Designs Inc.,Philippines,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005JQCA
"Creative Lights Vietnam CO.,LTD",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KCEI
"Dehua County Wuliwuwai Trade Co., Ltd",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L1PW
"Dehua Guanxing Crafts Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L1SN
"Dehua Meiyujia Arts and Crafts Co.,Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L0WC
Dehua Sunrise Designs Limited,Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L1QT
"Dehua Xingye Ceramics Science And Technology Co., Ltd",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L15K
"Dezhou Widu Textile Technology Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005HAI8
"Dongguan Depengyou Houseware Co., Ltd",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KCW0
"Dongguan Hongqiao New Material Technology Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KCPL
"Dongguan Yongxingfu Hardware and Plastic Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KCH9
"Dongguan Zhongyu Textile Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LK2A
European Product Design Award,USA,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MDFE
Exmart International Pvt Ltd.,India,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MR9I
"Foshan Jinlei Printing Co.,Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LHKV
"Fujian Dehua Bailing Handicrafts Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L0SO
"Fujian Dehua Bao Lian Fa Ceramics Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L0KC
"Fujian Dehua Baoyi Ceramics Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LBTA
"Fujian Dehua County Chaozong Ceramics Co., Ltd",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L0N3
"Fujian Dehua Hongfengshuo Ceramics Co., Ltd",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KYHN
"Fujian Dehua Longhe Ceramics Co., Ltd",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L0II
"Fujian Dehua Make Craft Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MNYJ
"Fujian Dehua Tianhang Art & Crafts Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KD0N
"Fujian Dehua Win-Win Import & Export Co., Ltd.",Chinese Mainland,['Booth: 3C-F19   |   Group Pavilions   |   Chinese Mainland (Quanzhou) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L11W
"Fujian Dehua Xuheng Ceramics Co., Ltd",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005LYN5
"Fujian Province Dehua County Woodcock Enterprise Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005LYQW
Furamar Limited,Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005K6NX
"Fuzhou New Rhyme Industrial Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005L1N2
"Goldmine Enterprise Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005HBPM
"Guangdong Jinguoxingjun Technology Co., Ltd",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005KCI6
"Guangdong Shengyilong House Product Technology Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005KCT9
HIPPI DENPASAR,Indonesia,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005M4VB
"Hangzhou Shouyi Import & Export Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005LF9U
Hefei Silentbedding Co Ltd,Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005KVQZ
Home Accents Group of the Philippines Inc (Hapi),Philippines,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005LK37
"Huian Xinming Light Industry Co., Ltd. Fujian",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005L1FQ
"Huizhou Kinte Outdoor Product Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005KVJK
"Hunan Gaofeng Ceramic Manufacturing Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005LO7R
"Hunan Sunye Decor Materials Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005L4RN
Jiangmen Zanxing Stainless Steel Products Co Ltd,Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005H3DU
Jinhua City Tianhai Travelware Co Ltd,Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005LCAU
"Jinhua Xiangtai Home Technology Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005KYN5
"Jun Xing Knitting Commodity Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005KCSC
"Kuizhou Foreign Trade Co., Ltd (Jiangmen)",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005L1RQ
"Lanxishi JinHuan Art&Craft Products Co., LTD.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005JTC7
"Linhai Fuhong Commodity Co., Ltd",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005JC80
"Linyi Chensheng International Trade Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005JCGC
Linyi Meide Arts & Crafts Co Ltd,Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005ICH9
"Longquan Dachuan Household Products Co., Ltd",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005MLIX
"Nangyang City Star Valley Toys Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005L10Z
"New Phenix Home Products Manufactory Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005JMS2
"Ningbo Evergreen Plastic Products Co., Ltd",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005GRSX
Ningbo Globalway Imp & Exp Co Ltd,Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005MOQ6
"Ningbo Haishu Huabei Chemical & Commodity Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005MRBC
"Ningbo Hifel Commodity Co., Ltd.",Chinese Mainland,['Booth: 3D-B24   |   Home Decor & Accessories   |   '],/event/homeinstyle/en/exhibitor/1S005KVKH
