company name,location,Booth: 1E-C02   |   Hall of Fame - Digital Entertainment   |   ,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,Certificates,,Other Certificates,supplier_url,exhibitor_url,Booth: 1A-C09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1CON-020   |   Hall of Fame - Power & Accessories   |   ,Booth: 3B-C02   |   Personal Electronics   |   ,Booth: 1A-D10   |   Hall of Fame - Home Tech   |   ,Booth: 1D-A19   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-B13   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-C02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-C10   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F09   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-A13   |   Hall of Fame - Home Tech   |   ,Booth: 1D-A21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-014   |   RISE Avenue   |   ,Booth: 1B-D08   |   Hall of Fame - Gadgets World   |   ,Booth: 3C-A02   |   Personal Electronics   |   ,Booth: 1CON-017   |   RISE Avenue   |   ,Booth: 1D-B14   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-003   |   RISE Avenue   |   ,Booth: 1C-C02   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B02   |   Hall of Fame - Power & Accessories   |   ,Booth: 3D-D24   |   Audio Visual Products   |   ,Booth: 1CON-025   |   Hall of Fame - Home Tech   |   ,Booth: 1CON-022   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A04   |   Hall of Fame - Gadgets World   |   ,Booth: 1E-E08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D04   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-D06   |   Hall of Fame - Home Tech   |   ,Booth: 1A-B18   |   Hall of Fame - Power & Accessories   |   ,Booth: 1C-D20   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-E21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-A02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-A08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-A10   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-D05   |   Hall of Fame - Power & Accessories   |   ,Booth: 1B-E07   |   Hall of Fame - Gadgets World   |   ,Booth: 1D-D21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A26   |   Hall of Fame - Gadgets World   |   ,Booth: 1B-B08   |   Hall of Fame - Home Tech   |   ,Booth: 1A-C22   |   Hall of Fame - Power & Accessories   |   ,Booth: 1B-E25   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-C09   |   Hall of Fame - Gadgets World   |   ,Booth: 3D-B17   |   Audio Visual Products   |   ,Booth: 1C-D18   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D17   |   Hall of Fame - Home Tech   |   ,Booth: 3B-B01   |   Security Products   |   ,Booth: 1C-A09   |   Hall of Fame - Gadgets World   |   ,Booth: 3E-B12   |   Audio Visual Products   |   ,Booth: 1E-D23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-E21   |   Hall of Fame - Home Tech   |   ,Booth: 1B-C24   |   Hall of Fame - Home Tech   |   ,Booth: 3F-G28   |   Home Appliances   |   ,Booth: 1A-A09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1E-E23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 3G-A32   |   Home Appliances   |   ,Booth: CH-K04   |   Tech Hall   |   ,Booth: 3F-G04   |   Home Appliances   |   ,Booth: 3D-E13   |   Audio Visual Products   |   ,Booth: 3G-B27   |   Home Appliances   |   ,Booth: 3F-D03   |   Beauty & Healthcare Electronics   |   ,Booth: 3C-A28   |   Personal Electronics   |   ,Booth: 3D-B06   |   Audio Visual Products   |   ,Booth: 3C-A12   |   Personal Electronics   |   ,Booth: 3D-B01   |   Automotive & In-Vehicle Electronics   |   ,Booth: 3C-C27   |   Personal Electronics   |   ,Booth: 3B-C07   |   Personal Electronics   |   ,Booth: 3D-C23   |   Audio Visual Products   |   ,Booth: 3G-B03   |   Home Appliances   |   ,Booth: 3B-B05   |   Security Products   |   ,Booth: 3C-B20   |   Telecommunications Products   |   ,Booth: 5C-D24   |   Electronic Accessories and Mobile Electronics   |   ,Booth: GH-D14   |   Future Industries Zone   |   ,Booth: 3G-B15   |   Home Appliances   |   ,Booth: 3F-D16   |   Beauty & Healthcare Electronics   |   ,Booth: 3E-B05   |   Audio Visual Products   |   ,Booth: 3B-C26   |   Personal Electronics   |   ,Booth: 5C-C21   |   Group Pavilion   |   Taiwan Pavilion,Booth: 5C-D19   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3B-B19   |   Security Products   |   ,Booth: 5C-E18   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3G-A18   |   Home Appliances   |   ,Booth: 3F-F19   |   Home Appliances   |   ,Booth: 3B-C16   |   Personal Electronics   |   ,Booth: 3E-A07   |   Audio Visual Products   |   ,Booth: 3D-C08   |   Audio Visual Products   |   ,Booth: 3G-B18   |   Home Appliances   |   ,Booth: 3G-D02   |   Home Appliances   |   ,Booth: 3G-C34   |   Connected Home   |   ,Booth: 5C-B06   |   Group Pavilion   |   Taiwan Pavilion,Booth: 3G-D08   |   Home Appliances   |   ,Booth: 3E-E22   |   Audio Visual Products   |   ,Booth: 3G-A17   |   Home Appliances   |   ,Booth: 3F-C17   |   Beauty & Healthcare Electronics   |   ,Booth: 3G-A16   |   Home Appliances   |   ,Booth: 5C-F17   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3C-E16   |   Automotive & In-Vehicle Electronics   |   ,Booth: 5C-D22   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3F-C07   |   Beauty & Healthcare Electronics   |   ,Booth: 5C-D06   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3F-F23   |   Pet Electronics   |   ,Booth: 3G-C06   |   Group Pavilion   |   
"Huizhou Cimmy Tech CO., Ltd",Chinese Mainland,,"Singerwotech is a professional manufacturer specializing in mobile phone accessories, including charging cables, fast wall chargers, power banks, and all related phone electronic products. With a complete production system and experienced engineering team, we provide OEM and ODM solutions for global clients","Exporter, Buying Office, Distributor, Chain Store, Buying Cooperative, Shopping Mall, Department Store","Battery Charger, Battery Charger",Phone accessories,"ODM, OBM",Singerwotech,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huizhou-Cimmy-Tech-CO-Ltd/1S00PEX10,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0068HYP?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huizhou Founder Lighting Co., Ltd",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huizhou-Founder-Lighting-Co-Ltd/1S00P7X2X,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064JS5?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huizhou Le'en Technology Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huizhou-Le-en-Technology-Co-Ltd-/1S00PF3DU,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0068HT4?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huizhou Ruizhisheng Intelligent Technology Co., Ltd",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huizhou-Ruizhisheng-Intelligent-Technology-Co-Ltd/1S00PCJMN,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067BSD?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hunan Accurate Bio-Medical Technology Co., Ltd.",Chinese Mainland,,,"Wholesaler, Manufacturer, Exporter","Blood Glucose Monitor, Electronic Blood Pressure Monitor, Massager, Blood Glucose Monitor, Electronic Blood Pressure Monitor, Massager","Our sleep monitor tracks vital sleep metrics including heart rate, breathing patterns, body movement, and sleep stages. With advanced sensors and smart algorithms, it provides detailed sleep quality analysis and personalized improvement suggestions.","OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hunan-Accurate-Bio-Medical-Technology-Co-Ltd-/1S00OH877,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067LIX?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERCERT Global Sp. z o.o.,Chinese Mainland    |    Factory in:  Poland,,"We are ICG (NB2957), a Notified Body of the European Union. ICG (Intercert Global) holds the Notified Body number NB2957 officially granted by the European Commission. The qualification information can be fully verified in the EU NANDO database. Our certification process strictly complies with EU regulatory requirements. The CE certificates issued are universally recognized in all 27 EU member states and the European Economic Area (EEA), serving as a ""mandatory passport"" for products to legally enter the EU market. We provide authoritative guarantee for enterprises in customs clearance, market sales and response to regulatory inspections.",Service Company,"Electrical & Electronic Product Testing, Quality Certification Service, Quality Inspection and Testing, Quality Consultancy Service","As an official EU Notified Body, the CE certificates we issue are fully compliant with EU regulatory standards and marked with the official NB2957 number, the core symbol of the certificates' authority and validity",Others,,www.intercertglobal.com,Exhibited in HKTDC Event(s) in recent years Hong Kong International Lighting Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/INTERCERT-Global-Sp-z-o-o-/1S00PELH0,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067BK1?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iconbeauty (Shenzhen) Holding Ltd.,Chinese Mainland,,"Iconbeauty (Shenzhen) Holding Ltd. is a professional manufacturer of personal care products in China. We are specializing in developing, manufacturing and selling various of personal care products including sonic electric toothbrush, water flosser and UV sterilizer, tooth whitening devices, hair dryer, hair straightener, etc. Iconbeauty strictly operates quality a management system that complies with all requirements of ISO9001. IS014000 and MDSAP(ISO13485:2016).We have been qualified by BSCI and certified with CCC, CE,RoHS, FCC, FDA, KC, IPX7 as well as other certifications.lconbeauty owns multi technology and invention patents. lconbeauty has been awarded as National High-tech Enterprise, Innovative Enterprise and Specialized & New Enterprise by the government. With deep knowledge and understanding on product characteristics and product demands in overseas market, lconbeauty has made outstanding achievement and good reputation in Europe, North American, Middle East and Southeast Asia and so on. lconbeauty promotes smart lifestyles for families by providing high quality personal care products and related services.",Manufacturer,"Hair Dryer, Electric Hair Curler, Hair Straightener, Electric Toothbrush, Hair Dryer, Electric Hair Curler, Hair Straightener, Electric Toothbrush",Iconbeauty has committed to the philosophy of unremitting pursuits of excellence and continuously dedicating to the people's wellness around the globe.,"OEM, ODM",iconbeauty,www.iconbeauty-care.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Iconbeauty-Shenzhen-Holding-Ltd-/1S00PDASE,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064JUZ?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JIASHAN LMS Electronics Co.,Ltd.",Chinese Mainland    |    Factory in:  Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIASHAN-LMS-Electronics-Co-Ltd-/1S00PEWQY,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00684IE?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOEMEX ELECTRIC PRODUCTS (DONGGUAN) CO. LTD.,Chinese Mainland    |    Factory in:  Chinese Mainland,,"The company has been recognized as a national high-tech enterprise, specializing in core products such as overload circuit breaker, combination overload protection switches, motor circuit breaker, switches, and power strips. It holds a technology-driven advantage within the industry. Additionally, it serves as a primary OEM/ODM supplier of power strips in the Japanese market, earning widespread trust from international clients through exceptional quality and reliable performance. Its brand reputation has extended far beyond borders.",Manufacturer,"Electrical Plug, Electrical Switch, Electrical Socket","Specializing in electrical protection and switch components, UL/VDE certified, widely used in appliances, motors, and industrial equipment.","ODM, OEM, OBM",JMB,www.joemexcn.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JOEMEX-ELECTRIC-PRODUCTS-DONGGUAN-CO-LTD-/1S00PEUJL,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00682GM?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangmen Kong Seng Appliances Limited,Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIANGMEN-KONG-SENG-APPLIANCES-LIMITED/1S00P9PIT,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067ILR?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangmen SI YUAN Import and Export Co., Ltd.",Chinese Mainland,,,Distributor,"Electric Kettle, Electric Mixer, Vacuum Cleaner, Juice Extractor, Humidifier, Induction Cooker, Refrigerator, Electric Iron, Toaster, Heater, Steam Cleaner, Electric Fan, Electric Oven, Rice Cooker, Dryer, Electric Deep Fryer, Electric Food Steamer, Dish Washer, Electric Coffee Maker, Electric Skillet",jiadian,"ODM, OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Houseware Fair 2019 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2015,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIANGMEN-SI-YUAN-IMPORT-EXPORT-CO-LTD/1X09819O,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0068P4Z?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangmen Yuelong Electronic Technology Co.,Ltd.",Chinese Mainland,,"Car mp3 player,car audio system",Exporter,"Car Amplifiers, Car Audio Electronics","Car mp3 player,car audio system",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-Yuelong-Electronic-Technology-Co-Ltd-/1S00PEIXR,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00686IC?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangsu EVEREST Tech Co., Ltd.",Chinese Mainland,,,Manufacturer,Unmanned Aerial Vehicle (UAV),Safety Protection Case、Rotomolded Case、Carbon Fiber Case、Tool Case、Instrument/Meter Enclosure、Breadboard,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 electronicAsia 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 electronicAsia 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 electronicAsia 2023 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-EVEREST-Tech-Co-Ltd-/1S00O5E57,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067CEI?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangsu Heye Electronic Technology Co., Ltd.",Chinese Mainland,,,"Manufacturer, Exporter",Electrical Wire & Cable,"power cord,wire harness","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Heye-Electronic-Technology-Co-Ltd-/1S00P5M6W,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064RHU?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangsu Mirallon Electronic Technology Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Mirallon-Electronic-Technology-Co-Ltd-/1S00PC8RJ,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064L6X?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangsu Sanjo Intelligent Technology Co., Ltd.",Chinese Mainland,,"Jiangsu Sanjo Intelligent Technology Co., Ltd. was established in June 2014.The company has paid-in registered capital of RMB 138 million.The company occupies approximately 300 mu (20 hectares), with a total investment of US$150 million. Sanjo specializes in the development and manufacturing of RV doors and windows,a full range of RV toilets,RV refrigerators and air conditioners, RV seats and other supporting products for recreational vehicles. To date, Sanjo has been granted more than 300 patents. Sanjo is certified to seven management system standards, including IATF 16949 for automotive quality management and ISO 14001 for environmental management. Many products comply with or have obtained certification and approval under European E-Mark, REACH, RoHS and CE requirements; US UL and FCC requirements; UK WEEE requirements; Australia's WaterMark scheme; and other standards. Across all categories, Sanjo has obtained more than 360 certifications, approvals and professional test reports in China and overseas. Sanjo is committed to becoming a world-class manufacturer of RV components. Sanjo is also expanding into water-based leisure and tourism equipment, launching water bikes and products for underwater sports. Our business is growing beyond land-based RV camping to wat",Manufacturer,"Battery Operated Toy, Travel Gadget, Smart Toy",水上自行车、智能潜水背包、车载冰箱、移动空调、排风扇、无水马桶等产品,"OBM, ODM","SANJO,FREUCAMP",www.jssqzn.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Sanjo-Intelligent-Technology-Co-Ltd-/1S00PEW7J,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0068O6U?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangsu Sunnyway Battery Tech Co., Ltd.",Chinese Mainland    |    Factory in:  Chinese Mainland,,"With 25 years' industry experience, SUNNYWAY BATTERY is a professional manufacturer of all series of VRLA batteries, LiFePO4 Battery, solar/wind storage batteries, Gel batteries, lead-acid starter batteries and electric vehicle batteries. With more than 25 years of development, SUNNYWAY BATTERY, one of the largest industrial battery, lead acid battery and lithium battery manufacturers in South China, has total manufacturing facilities of around 100,000 square meters, with 10 automatic production lines and 535 employees. In 2015, the total sales volume exceeded USD100 million. SUNNYWAY BATTERY has ISO 9001, ISO 14001, CE, RoHS, UL, SASO and SONCAP certifications, and more. Our battery products are compliant with IEC60896-1/-2, JISC8702, DIN (IEEE1188), GB5008.1-92 and TB/T6457.2-92 standards. Additionally, we attained a Telecom Network Access License granted by the Ministry of Information Industry. Contact us today to discuss mutually beneficial cooperation.","Manufacturer, Exporter","Car Battery, Solar Rechargeable Power Bank, Solar Energy Product, Battery, Car Battery, Solar Rechargeable Power Bank, Solar Energy Product, Battery","We produce LiFePO4 batteries (telecom series, Energy storage series, UPS series and electric products series) and lead acid battery including AGM battery, GEL battery, Front terminal battery, High power battery, OPZV and OPZS battery etc.","OEM, OBM, ODM","SUNNYWAY,SW,三威",www.sunnyway-battery.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Sunnyway-Battery-Tech-Co-Ltd-/1S00PEWP1,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00684HH?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangsu Sunnyway Battery Tech Co.,Ltd.",Chinese Mainland,,,"Exporter, Manufacturer","Battery, Battery","lead acid battery,LiFePO4 battery","Others, OBM, OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Sunnyway-Battery-Tech-Co-Ltd-/1S00PEWO4,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00684GK?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangxi Mukang Electrical Appliances Co., Ltd.",Chinese Mainland    |    Factory in:  Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangxi-Mukang-Electrical-Appliances-Co-Ltd-/1S00PF7SH,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0068P9K?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiaxing Jinlida Electron Co Ltd,Chinese Mainland,,,"Exporter, Manufacturer","Loudspeaker, Subwoofer, Audio Speaker, Electrical Wire & Cable, Speaker, Hi-Fi Equipment, Car Audio Electronics",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiaxing-Jinlida-Electron-Co-Ltd/1X00L7NS,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064RGX?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiaxing Kaida Electronics Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JiaXing-Kaida-Electronics-Co-Ltd-/1X05VOT7,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064RKL?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiaxing Vansonic Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiaxing-Vansonic-Co-Ltd/1S00OE3Y3,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S006847B?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jinhua Zhucheng E-Commerce Co.,Ltd.",Chinese Mainland,,,"Manufacturer, Exporter","3D Printer Consumable, 3D Printer",浙江闪铸集团有限公司成立于2011年，是一家专注于3D打印技术研发、设备制造及行业应用的科技企业。公司面向工业、商业和消费市场，构建了覆盖FDM、DLP、MJP三大技术路线的产品体系，为全球客户提供3D打印设备、配套耗材、应用软件及行业解决方案。 十余年来，闪铸持续加大研发投入，完善软硬件产品生态与全球服务网络。截至2025年，公司业务已进入200多个国家和地区，并与1000余家渠道伙伴建立合作。闪铸秉持“让更先进的科技更普及”的使命，致力于成为3D打印行业的超级品牌。,OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jinhua-Zhucheng-E-Commerce-Co-Ltd-/1S00PETAD,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067ZLA?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
