url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Annual Turnover,Contact Person,Position,Office Address,Country/Region,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dreamlux-Lighting-Co-Ltd-/1S00P0C2I,,Chinese Mainland,,,,,,Dan Zuo,General Manager,"No. 30 Yongan Road, Caoyi Zone, Guzhen, Zhongshan, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ecoon-Lighting-Ningbo-Co-Ltd/1S00O9L7U,,Chinese Mainland,,,,,,YE WU,CEO,"No.1038 The South Second Ring Road, East Cixi, Ningbo, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fo-Shan-unique-Lighting-Co-ltd/1S00OMLPC,,Chinese Mainland,,,,,,nvshi Rong,,"3rd floor, Zhi'anroad #13, Chang xing industrial zone, Jun'an town, Foshan, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Miwen-Lighting-Co-LTD/1S00P1C9X,,Chinese Mainland,,,,,,Miven Wang,,"Jinsha, Nanhai, Foshan City, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Shunde-Seicoi-Electronic-Appliance-Manufacture-Co-Ltd/1S00OYII0,,Chinese Mainland,,"Consumer Electronics, Home Appliances, Lights",,,,Donna Zhang,manager,528322 中國廣東省佛山市 順德區勒流街道江義村 黃中南西二路6號之一2棟201室,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Smile-Electrical-Appliance-Co-Ltd-/1S00ONO8O,,Chinese Mainland,,Lights,,,,Emily Xiao,G.M,"No.1009, 1010, 1003 Building 3, Guoteng Intelligent Manufacturing Center, Daliang Town, Shunde District, Foshan City, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/FUZHOU-SILIONTOP-TECHNOLOGY-CO-LTD/1S00O616H,,Chinese Mainland,,,,,,Mr kenny zhang,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/GUANGDONG-NEW-GALAXY-SANITARY-WARE-CO-LTD/1S00OZR4X,,Chinese Mainland,,,,,,Yu Liang,,"No.11, Industrial Cluster Development Zone, Xiaomao Town, Sihui City, Guangdong Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-BYOND-Lighting-Co-Ltd-/1S00OWFFC,,Chinese Mainland View details Factory & Facility,,,,,,Mr Michael Chen,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Haibao-Lighting-Electrical-Appliances-Co-Ltd-/1S00P0A5B,,Chinese Mainland,,,,,,Yaqi Cheng,,"51 Xiangyang Road, 3rd Floor, Hetang Town, Pengjiang District, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Ojun-Technology-Co-Ltd/1S00NY26G,,Chinese Mainland,,Lights,,,,Vivian -,,"No.7 Nanbian Road, Changjiao Xingtan, Shunde Foshan, Guangdong China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Shanggu-Electrical-Appliances-Co-Ltd/1S00OK12T,,Chinese Mainland,,,,,,Dr li suting,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Shunde-Liangci-Electric-Co-Ltd/1X0AQCS8,,Chinese Mainland,,"Consumer Electronics, Home Appliances",,,,Winnie Lee,,"No.2 Lane 6, East of Jiangyi Avenue, Leliu town, Shunde ,Foshan, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/GUANGDONG-SHUNDE-SANKEY-ELECTRONIC-TECHNOLOGY-CO-LTD/1S00ONI8U,,Chinese Mainland,,"Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies",,,,Water Yang,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-ThinkGis-Lighting-Technology-CO-Ltd/1S00OZP4Z,,Chinese Mainland,,,,,,Yunlian Lai,,"Room 401, Building 1, No. 19, Guanglong Road, Dongguan City, Guangdong Province",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Teamsun-Lighting-Manufacturing-Co-Ltd/1S00OQ3PU,,Chinese Mainland,,Lights,,,,Mr Lyu Glen,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-G-Sun-Lighting-Co-Ltd/1X09EMLL,,Chinese Mainland,,"Environmental Protection, Lights",,,,Chaoyan Shen,,"No.3 Longhuang Road, Jingshan Industrial Zone, Yuhang District, Hangzhou, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Xindeli-Lighting-Co-Ltd/1S00OCX5O,,Chinese Mainland,,,,,,Mr LIN ZHANG,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JiangMen-Zenith-Technology-Co-Ltd/1S00OTZRS,,Chinese Mainland,,,,,,Wang John,,"3F, Building B03, Phase 2, Wanyang Zhongchuang City, Hetang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-Kunxin-New-Material-Technology-Co-Ltd-/1S00P3EXV,Manufacturer,"Jiangmen, Guangdong, Chinese Mainland",,,,,,Mr zhou Hongxing,,"NO.25, XIAOHAINAN ROAD, CHAOLIAN, PENGJIANG DISTRICT, JIANGMEN,",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-Milian-Optoelectronics-Co-Ltd/1S00P0H3A,,Chinese Mainland,,,,,,Yong Liu,,"No. 20 Gaoxin East Road, Jianghai District, Jiangmen City, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Changhe-Electronics-Co-Ltd-/1X0970T7,,Chinese Mainland,,"Consumer Electronics, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials",,,,Lily Ruan,Foreign Sales Assistance,"No.16, Hengsan Road, Industrial Concentration Area, Zhixi Town, Jintan, Jiangsu 213251, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiaxing-Brothers-Hardware-Co-Ltd/1S00OV8HD,,Chinese Mainland,,,,,,Mr Jiayao Du,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Langxu-Solar-Electronics-Technology-Co-Ltd/1X0AQ46I,,Chinese Mainland,,"Environmental Protection, Homeware & Lifestyle Essentials, Lights",,,,Martin -,,"No.9 Zi An Road, Jiangnan High Technical Zone, Xiadian Community, Licheng District, Quanzhou, Fujian, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/MYISMART-TECHNOLOGY-COMPANY-LIMITED/1S00OZHYP,,Chinese Mainland,,,,,,Miss zhi lin,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NRY-lighting-Co-Ltd/1X0ADG7H,,Chinese Mainland,,"Environmental Protection, Lights",,,,york zhou,,"Lijia Industrial Zone, Jinsha Village, Danzao Town, Foshan City, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Bella-Solar-Co-Limited/1S00P05GJ,,Chinese Mainland,,,,,,Yufen Wang,,"3/F, Building7, Electrical Business Park, No.568 Siming Road, Yinzhou Area, Ningbo, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-CIGE-PHOTOELECTRIC-TECHNOLOGY-CO-LTD/1X0A6VC3,,Chinese Mainland,,"Environmental Protection, Lights",,,,xuewei zhuang,,"No.332 Yizidi Zhoutang West Village, Zonghan Street, Cixi, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Cosmos-Lighting-Co-Ltd-/1S00OHXN6,,Chinese Mainland,,,,,,Chaochao Ren,,"No.9 Anda Road, Yuyao, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Dowell-Co-Ltd-/1X0AHBKJ,,Chinese Mainland,,"Building Materials & Supplies, Consumer Electronics, Environmental Protection, Furniture & Parts, Gifts / Souvenirs, Homeware & Lifestyle Essentials, Inflatable Toys, Lights, Plush & Stuffed Toys",,,,Daniel Wu,General manager,"1st Building, No. 399 Juxian Road, Ningbo, 315000, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-ENTON-IMP-EXP-CO-LTD/1S00OYGNN,,Chinese Mainland,,,,,,Ms Sunny Fei,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-FengHua-Lamp-Co-Ltd/1X0AWZAT,,Chinese Mainland,,"Environmental Protection, Lights",,,,Jack Zhang,,"No 104-128 East Cizhang Road, Zhangqi Town, Cixi, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-OSLS-APPLIANCE-CO-LTD/1S00NVWIM,,Chinese Mainland,,"Environmental Protection, Lights",,,,Mr leo Qi,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Ou-Yimei-Home-Lighting-Co-Ltd/1S00O9H2D,,Chinese Mainland,,,,,,Jiangcheng Li,,"No.899 Tonghui Road, Jiangbei District, Ningbo City, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Siejee-Lighting-Co-Ltd/1X09ZX36,,Chinese Mainland,,"Environmental Protection, Lights",,,,Caijie Yang,Manager,"No.888 Huangshan West Road, Sanfengqiao Village, Lanjiang Street, Yuyao, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Uhigh-Lighting-Co-Ltd-/1X0A0GZP,,Chinese Mainland,,"Environmental Protection, Lights",,,,Ming Lyu,,"No.66-1, West Zhenxing Road, Yuyao Ningbo City, Zhejiang Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Zhaoyang-Electronic-Technology-Co-Ltd/1S00OIGKW,,Chinese Mainland,,,,,,Qihang Sun,,"Baihai Industrial Zone, Xidian, Ninghai, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Prism-Inc-/1S00OZAHB,,"Korea, Republic Of",,,,,,YOONSEONG NA,,"221, Pyeongcheon-ro, Bupyeong-gu, Incheon, Rep. of Korea","Korea, Republic Of",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-WEIHUI-TECHNOLOGY-CO-LTD-/1S00P05EP,,Chinese Mainland,,,,,,Nikki LEE,,"4th Floor, Building B, District 2, Xinwang Industr No. 28, Longteng Street, Yuanshan, Longgang, Shenzhen, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shantou-Haowangda-Electric-Appliance-Co-Ltd/1S00P0HU1,,Chinese Mainland View details Factory & Facility,,,,,,Miss Wendy Chen,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Shangyu-Kaiyao-Lighting-Co-Ltd-/1S00ONAMW,,Chinese Mainland,,,,,,Yao Yao,,"NO 11 Tengda Road, Shangyu, Shaoxing, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Shangyu-Pufeite-Electronic-Technology-Co-Ltd-/1X0AQOJH,,Chinese Mainland,,Lights,,,,Frank Zhang,,"No.22,Hengxiang Road, Shangyu City, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ShenZhen-SeaStar-Lighting-Co-Ltd/1S00OV1SN,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",,,,,,Ms shunli wang,,"Block 3, XinSheng Industrial Park, Xianxiang Road No.10, Longgang District, Shenzhen,",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Jingyuxin-Lighting-Technology-Co-Ltd/1X09Z72D,,Chinese Mainland,,"Environmental Protection, Lights",,,,Qingjuan Kong,Sales Manager,"2nd Floor, Bl4, Heping Junfeng Industrial Area Fuyong Town, Shenzhen City Guangdong Province China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Mr-Lighting-Technology-Co-Ltd/1S00O9NUV,,Chinese Mainland,,,,,,Kevin Deng,,"4/F Building, A1 Longma Industrial City, Guotai Road, Shiyan Street, Bao'an District, Shenzhen, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-ShengBaoNa-Technology-CO-LTD-/1S00OYGH5,,Chinese Mainland,,,,,,Mr Jinkjun Liu,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Taimeng-Technology-Co-Ltd-/1S00OZPBE,,Chinese Mainland,,,,,,Mr Xiansheng wang,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Yyc-Led-Lighting-Co-Ltd/1X098V78,,Chinese Mainland,,"Environmental Protection, Lights",,,,Qinqfan Meng,Marketing Manager,"6th Plant In Tongfuyu Industrial Zone, Guanlan Town, Baoan District, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Yino-Tech-Co-Ltd-/1X098UYK,,Chinese Mainland,,"Environmental Protection, Lights",,,,Jude Wang,Manager,"3/F Block B, Fengtian Tech Park, Longhua, Shenzhen, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Utility-Electrical-Co-Ltd/1S00OLV7K,,Chinese Mainland,,,,,,Jiao Xu,,325600 中國浙江省溫州市 樂清市黃華台商工業區 尤提樂新廠,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vandolite-Co-Limited/1S00O9NR4,,Chinese Mainland,,,,,,Kayla Lu,sales manager,"No.12 ZhongHeng Road, HengLan Town, Zhongshan City, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/wenzhou-weituo-precision-mould-co-ltd/1S00NXH54,,Chinese Mainland,,"Internet of Things, Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies, Telecommunication View details Factory & Facility",,,,Ms jessie lu,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Winstar-Power-Technology-Limited/1S00OTFQF,,Chinese Mainland,,,,,,Aaron Hua-Jing Deng,CEO,"201, Building 2, No.141, Liangping Road, Liaobu Town, Dongguan, Dongguan, Guangdong, China",Chinese Mainland,
