company name,location,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,HKTDC Events,Certificates,Verified Certificates,supplier_url,exhibitor_url,Company Background,Company Website,Other Certificates,Booth: 1B-F05   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-D12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-C02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-B19   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-004   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-E08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1E-C09   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-E23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-E21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A24   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-F11   |   Hall of Fame - Home Tech   |   ,Booth: 1D-B12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-B02   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-F14   |   Hall of Fame - Home Tech   |   ,Booth: 1C-A02   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-C06   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-E06   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-E25   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-B21   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1C-D25   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-B20   |   Hall of Fame - Gadgets World   |   ,Booth: 1D-A12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D05   |   Hall of Fame - Gadgets World   |   ,Booth: 1E-C22   |   Hall of Fame - Digital Entertainment   |   ,Booth: 5B-D04   |   Personal Electronics   |   ,Booth: 5C-B01   |   Personal Electronics   |   ,Booth: 1D-A22   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-E07   |   Hall of Fame - Gadgets World   |   ,Booth: 1B-B18   |   Hall of Fame - Home Tech   |   ,Booth: 3G-B35   |   Home Appliances   |   ,Booth: 1A-B04   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-B25   |   Hall of Fame - Power & Accessories   |   ,Booth: 1E-E26   |   Hall of Fame - Digital Entertainment   |   ,Booth: 5E-A26   |   Health Tech & Fitness   |   ,Booth: 5G-D12   |   Electronic Manufacturing Services (EMS)   |   ,Booth: 5B-D16   |   Personal Electronics   |   ,Booth: 5G-D01   |   Audio Visual Products   |   ,Booth: 3G-B37   |   Home Appliances   |   ,Booth: 3G-C30   |   Home Appliances   |   ,Booth: 5B-E07   |   Personal Electronics   |   ,Booth: 3F-C30   |   Electronic Accessories   |   ,Booth: 5F-G23   |   Audio Visual Products   |   ,Booth: 5B-F29   |   Personal Electronics   |   ,Booth: 3F-F16   |   Home Appliances   |   ,Booth: 3F-F32   |   Home Appliances   |   ,Booth: 3G-D25   |   Home Appliances   |   ,Booth: 3G-D05   |   Home Appliances   |   ,Booth: 3F-E03   |   Electronic Accessories   |   ,Booth: 3F-F35   |   Electronic Accessories   |   ,Booth: 5C-F05   |   Automotive & In-Vehicle Electronics   |   ,Booth: 5E-G09   |   Energy Storage & E-mobility   |   ,Booth: 3F-F43   |   Electronic Accessories   |   ,Booth: 3G-A15   |   Home Appliances   |   ,Booth: 3G-C11   |   Home Appliances   |   ,Booth: 5E-E02   |   Energy Storage & E-mobility   |   
"Ningbo Doubulb Lighting Co.,ltd",Chinese Mainland,,"Manufacturer, Exporter","Electronic Gadget, Digital Photo Frame, Electronic Toy",night lamp,"OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2020 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-DOUBULB-LIGHTING-CO-LTD/1X0ADFZS,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XKKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo East Environmental Protection Machinery Co., Ltd.",Chinese Mainland,,"Import Agent, Department Store, Government, Shopping Mall, Manufacturer","Vacuum Cleaner, Humidifier","carpet cleaner, pool robotic cleaner, garden tool","ODM, OBM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-EAST-ENVIRONMENTAL-PROTECTION-MACHINERY-CO-LTD-/1S00P3K1D,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S0060BBS,"EAST, one of the Top 10 companies in the cleaning industry in China, was founded in 1988.Withmore than 300 national patents, it is the main company which makes many national industrystandards.As one of the largest manufacturers and suppliers of cleaning products in China,it hasenjoyed a good reputation and high popularity among consumers at home and abroad.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Fortek Technology Co., Ltd.",Chinese Mainland,,Manufacturer,Paper Shredder,PAPER SHREDDER LED LAMP,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-FORTEK-TECHNOLOGY-CO-LTD-/1S00OA0PX,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XF56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Hangfeng Electric Appliance Co., Ltd.",Chinese Mainland,,Exporter,"Electric Deep Fryer, Dehumidifier",Air Fryer,OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Hangfeng-Electric-Appliance-Co-Ltd-/1S00OMTNA,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005W3OX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Meiduona International Trade Co., Ltd.",Chinese Mainland,,Manufacturer,Electric Fan,Electric fan,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-MEIDUONA-INTERNATIONAL-TRADE-CO-LTD-/1S00P5Q17,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005VWN7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Xinke Industrial & Trading Co., Ltd.",Chinese Mainland,,Manufacturer,"Electric Massagers, Facial Steamer, Heater","heating Carpet, mulit-use heating pad, panel heater,footwarmer, heated seat cushion, heated desk pad, heated eyemask",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Xinke-Industrial-Trading-Co-Ltd/1S00OB4VB,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XF2F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Tech Development Zhongshan co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter",Microphone,"Bluetooth speaker,Emergency Radio,DAB Radio","Others, OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/New-Tech-Development-Zhongshan-co-Ltd-/1S00P65Y1,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005T6TF,"Bluetooth speaker,Emergency Radio,DAB Radio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo A Line Cable and Wire Co., Ltd.",Chinese Mainland,,Exporter,"Electrical Socket, Electrical Wire & Cable","electrical wire ,wire harness,power cord ,extension cord and plug insert","OEM, ODM",A-Line,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 electronicAsia 2025 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-A-Line-Cable-and-Wire-Co-Ltd/1S00OU61R,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005YXXC,"We are Ningbo A-line Wire& Cable Co.,Ltd. which is specializing in electronic wire, wire harness, power cord and extension cord about 20 years. Most of them have got SAA ,VDE, UL, etc. international certificates and are compliant with the RoHs, Reach Directive . Management system has been assessed and certified as meeting the requirements of ISO 9001:2015. For more information, please visit our website: www.alinecable.com",www.alinecable.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningbo Anmas Optoelectronic Co Ltd,Chinese Mainland    |    Factory in Chinese Mainland,,"Exporter, Manufacturer","Electronic Gadget, Electronic Measuring Device, Amplifier, Computer Accessories, Electronic Educational Toy","Magnifying Lamp, Magnifier, LED Lamp, Working Lamp, Magnifying glass, Microscope, Binoculars, Telescope","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 electronicAsia 2024 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Anmas-Optoelectronic-Co-Ltd/1X0AXI1H,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005VWP1,"Ningbo Anmas Optoelectronic Co., Ltd was found in 2011, located inNingbo of Zhejiang Province. With more than 10 years development and experience, we havebecome a leading expert of manufacturing and exporting different kinds of optical and electronicproducts, including magnifying lamps, magnifiers, microscopes, binoculars and compasses, etc. Atthe same time, we also provide table lamps, working lamps and some other LED lamps accordingto customers's requirements.",www.anmas-nb.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Beslight Imp.& Exp.Co., LTD.",Chinese Mainland,,Exporter,Electronic Gadget,LED DECOR LIGHTING,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Beslight-Imp-Exp-Co-LTD-/1S00OUP8N,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005W6CU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningbo Haishu Huada Sound Equipment Factory,Chinese Mainland,,"Exporter, Manufacturer","Car Entertainment System, Car Amplifiers, Eco-friendly Auto Parts & Accessories for Vehicle, Car Radio","Auto Fuse, Holder & Blocks, Cable & Wires, Amp Kits Installation Accessory, Hi-Fi Speaker Parts, and Car Audio Components. Our Quality Management Philosophy Us ""3h"" - High Quality, High Efficiency and High Pursuit of Excellence.","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Haishu-Huada-Sound-Equipment-Factory/1X0ACZNG,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005W28A,"Established in 1993, Ningbo Haishu Huada Sound Equipment Factory is specialized in design, R&D and producing auto Fuse holder & blocks, cable & wires, amp kits installation accessory, Hi-Fi speaker parts, and car audio components. Our factory covers 26400 square meters",www.huadasound.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Heyu Electrical Appliance Co., Ltd.",Chinese Mainland,,Manufacturer,"Tyre Pressure Gauge, Vehicle Air Purifier","auto vacuum cleaner ,auto tire inflator",OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Heyu-Electrical-Appliance-Co-Ltd/1S00OA0FR,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005VWXD,,www.heyuelectrical.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Huay Noah Imp & Exp Co.,ltd",Chinese Mainland,,"Exporter, Manufacturer","Electronic Kitchen Scale, Heater, Electric Fan, Electric Coffee Maker, Portable Hot Plate, Juice Extractor, Electric Beater, Electric Oven, Electric Deep Fryer, Electric Kettle, Electronic Pest Repeller",Home Appliance,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Huay-Noah-Imp-Exp-Co-ltd/1S00P5LWR,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005ZLF6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Inno Healthcare Technology Co.,Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,"Fitness Equipment, E-Health, Electric Massagers","Ningbo Innohealthcare Technology Co., Ltd. is a national high-tech enterprise specializing in the research and development and production of active medical devices.Japan, South Korea, and Europe.","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Inno-Healthcare-Technology-Co-Ltd-/1S00P5D2H,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005Z3Y3,"Ningbo Inno healthcare Technology Co., Ltd. (founded in 2016) is a national high-tech enterprise specializing in the research and development and production of active medical devices. Its products have obtained ISO13485 certification and medical qualifications from multiple countries including China, Japan, South Korea, and Europe.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Lander International Trade Co., Ltd.",Chinese Mainland,,Manufacturer,"Electronic Gadget, Electronic Educational Toy",led light,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Lander-International-Trade-Co-Ltd-/1S00OMMUW,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005Y3SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Link Electric Appliance Co.,LTD",Chinese Mainland,,Exporter,Juice Extractor,"Auto Repair Lights, Work Lights, Outdoor Flashlights, Inspection Lights,etc","ODM, OBM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Link-Electric-Appliance-Co-LTD/1S00P5KIY,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005ZET7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningbo Ousheng Electric Co Ltd,Chinese Mainland,,Manufacturer,Electrical Wire & Cable,"Ningbo Ousheng Electric Co., Ltd is a professional manufacturer of PVC cables, rubber cables, braided cables, power supply cords, extension leads, wiring harness, etc in China.",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Ousheng-Electric-Co-Ltd/1X08DSRX,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005YXN6,,www.oushengcn.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Raye Electric Appliance Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,"Hair Dryer, Electric Hair Curler, Electric Hair Clipper, Hair Straightener, Electric Iron","Hair Dryer ,Hair Straightener , Hair Curler,Volumizer Dryer ,Hair Clipper,Men Shaver,Grooming Set,Electric Toothbrush",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Raye-Electric-Appliance-Co-Ltd-/1S00P5FAR,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XKH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Shuanghe Hongsheng Electronic TechnologyCo., Ltd",Chinese Mainland,,Manufacturer,"Electric Fan, Electronic Pest Repeller",Digital thermometer,OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Shuanghe-Hongsheng-Electronic-TechnologyCo-Ltd/1S00OA0RR,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005VWMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Vision Chart Imp & Exp Co., Ltd",Chinese Mainland,,Service Company,"Electric Fan, Heater",电风扇 电暖器,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Vision-Chart-Imp-Exp-Co-Ltd/1S00OK7K5,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005V7DQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Winbang Electronics Co., Ltd.",Chinese Mainland,,Manufacturer,"Dehumidifier, Humidifier","Dehumidifier, Shoe Dryer",OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Winbang-Electronics-Co-Ltd-/1S00OW5BY,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005VWWG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Wonghing Intelligent Manufacturing Co., Ltd.",Chinese Mainland,,Manufacturer,Fax Machine,"Fax machine,Paper shredder laminator","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Wonghing-Intelligent-Manufacturing-Co-Ltd-/1S00ONONF,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005ZEYS,,www.wong-hing.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Xingwei Photoelectricity Co., Ltd.",Chinese Mainland,,Manufacturer,Refrigerator,"Nail Dryer,Mini beauty fridge",OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2016,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Xingwei-Photoelectricity-Co-Ltd-/1X09TB7W,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005VWKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Yaoyao Electric Appliance Co., Ltd",Chinese Mainland,,Manufacturer,Electrical Wire & Cable,Power cables,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Yaoyao-Electric-Appliance-Co-Ltd/1S00OOS4W,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005ZEOM,,www.nbyaoyao.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Yelang Photoelectric Technology Co., Ltd.",Chinese Mainland,,Manufacturer,"Electric Deep Fryer, Electric Iron",car cleaner/fan/table fan/makeup mirror,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-YELANG-PHOTOELECTRIC-TECHNOLOGY-CO-LTD/1S00OQFYR,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005Y1L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninghai Hengning Electric Co Ltd,Chinese Mainland,,Manufacturer,"Electric Massagers, Electric Fan, Fitness Equipment","Night light , solar sensor light, camping light",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2018 HKTDC Hong Kong Gifts & Premium Fair 2011 HKTDC Hong Kong Gifts & Premium Fair 2010,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ninghai-Hengning-Electric-Co-Ltd-/1X05MO3X,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XZN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
