"group src","heading","web","web 2","list-group-item-text","sector_block","sector_block 2","sector_block 3","sector_block 4","sector_block 5","sector_block 6","sector_block 7","sector_block 8","sector_block 9","sector_block 10","sector_block_outer","sector_block_outer href","btn href"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50647/thumb_2046_50647_49655_8165.png","Indus Net Technologies Ltd. (INT","Stand No- HA-B20, Hall A","India","For nearly three decades, Indus Net Technologies (INT.) has empowered global enterprises to build intelligent, secure, and scalable digital ecosystems -> transforming complexity into clarity and innovation into impact.","Artificial Intelligence","Software Services","Big Data & Analytics","Coding and Development","Cloud Services","Digital Transformation","IoT","Mobile Applications","ERP (Enterprise Resource Planning) Software","Finance & Accounting Software","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/indus-net-technologies-ltd-int","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/indus-net-technologies-ltd-int"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55632/thumb_2046_55632_54536_7532.png","Infocus Technologies (SAP Solution Provider","Stand No- HC–P145, Hall C","India","Infocus Technologies Pvt Ltd is an India-based SAP Gold Partner  and cloud consulting company specializing in RISE with SAP and GROW with SAP solutions. As an ISO 9001:2008 DNV-certified, CMMI Level 3 company and SAP Gold Partner, ...","Business & professional services","Coding and Development","Cloud Services","Accounting and Advisory","Machine Learning","Enterprise Applications","Cloud Computing","Artificial Intelligence","Enterprise Resource Planning - ERP","DevOps","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/infocus-technologies-sap-solution-provider","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/infocus-technologies-sap-solution-provider"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50593/thumb_2046_50593_49601_4241.png","INIT D TECH PTE LTD","Stand No- HC-P025, HC-P026, Hall C","Singapore","InitD.ai is an agentic AI infrastructure and app builder platform designed for AI-driven enterprises. We provide the foundational layer to build, deploy, and orchestrate intelligent AI agents across business systems and workflows. ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/init-d-tech-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53465/thumb_2046_53465_52400_3673.png","INNO3D","Stand No- HB-B112, Hall B","Singapore","Story: INNO3D – Brutal by Nature.
Founded in 1998 with the vision of developing gaming computer hardware products on a global scale. Fast forward to the present day, INNO3D is now well-established in the gaming community k ...","Gaming","AR/VR/MR & Gaming","PC Gaming","3D Computer Graphics","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/inno3d"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55640/thumb_2046_55640_54544_7544.png","Intelegain Technologies","Stand No- HC-P139, Hall C","India","Intelegain Technologies is a global digital transformation partner specializing in AI-first enterprise automation, Agentic AI, Microsoft Dynamics 365, cloud, analytics, and custom software engineering. We help enterprises move bey ...","Artificial Intelligence","Software Services","Big Data & Analytics","Coding and Development","Cloud Services","Machine Learning","Data Analytics","Java","Dashboard","Frontend Development","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/intelegain-technologies","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/intelegain-technologies"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/56027/thumb_2046_56027_54931_3506.png","Intellector Education Private Limited","Stand No- HC-R136, Hall C","India","We are educators and tech developers launching a novel range of products and teaching solutions for the increasingly hungry STEM education market.  Our product is fully developed, market proven and ready to scale for the expansive ...","Education Tech","Content development and design","Artificial Intelligence & IOT","Video for learning","STEAM Education & Robotics","Laboratory & Scientific Equipment","Enterprise Solutions / ERP / CRM","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/intellector-education-private-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54539/thumb_2046_54539_53455_3197.png","Joyseek AI","Stand No- HC-P023, Hall C","Singapore","Joyseek builds AI agents that help companies grow revenue without adding headcount. We are built for B2B teams selling complex, high-ticket products where demos and Q&A make or break revenue—especially lean teams needing consist ...","Artificial Intelligence","Big Data & Analytics","Text Analytics","IoT","Digital Transformation","Dashboard","Business Intelligence","Artificial Intelligence","Applications","Speech Recognition","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/joyseek-ai","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/joyseek-ai"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54816/thumb_2046_54816_53730_9823.png","Kama Digital Transformation","Stand No- HA-B41C, Hall A","Belgium","At the forefront of telecom and digital infrastructure evolution, Kama DT empowers organisations across Europe, the Middle East, Africa, and Asia-Pacific with high-impact strategic, operational and commercial advisory services.","Business & professional services","Data Centres","Accounting and Advisory","Consultancy","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kama-digital-transformation"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/56147/2046_56147_55051_4535.png","KAZMOOS AI LTD","Stand No- HC-P181, Hall C","United Kingdom","Kazmoos AI Ltd is a UK-based AI workforce platform empowering enterprises to build, automate, and scale intelligent workflows through multi-agent orchestration. Kazmoos enables organisations across Media, Banking, Insurance, Healt ...","Business & professional services","Artificial Intelligence","Software Services","Big Data & Analytics","Coding and Development","ERP (Enterprise Resource Planning) Software","Business Process Management","Business Intelligence Solutions","Application integration and infrastructure","Machine Learning","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kazmoos-ai-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kazmoos-ai-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50598/2046_50598_49606_4350.png","KCM Trade","Stand No- HC-R039, Hall C","Mauritius","KCM Trade is an award-winning global CFD broker marking its 10-Year Anniversary in 2026. Serving over 1 million clients worldwide and executing 80 million orders, we provide access to 200+ instruments through a high-performance tr ...","Media, Marketing & Advertising Tech","Artificial Intelligence","Blockchain","Chatbots & RPA","Blockchain for Healthcare","Big Data / Digitisation / Analytics","Data Extraction","Cobots","Chatbots / Virtual Assistant","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kcm-trade"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55527/thumb_2046_55527_54431_1806.png","KDAN","Stand No- HC-Q015, HC-Q016, Hall C","Singapore","KDAN (TPEx: 7737) is committed to providing a diverse range of AI-driven workflow and data solutions, including digital document management, eSignature, and data analytics services. We empower global businesses to enhance operatio ...","Artificial Intelligence","Big Data & Analytics","Cloud Services","Retail Tech","Software Services","Artificial Intelligence","Optical character recognition (OCR)","Natural Language Processing (NLP)","Data Extraction","Mobile Applications","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kdan","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kdan"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54360/thumb_2046_54360_53279_6670.png","KEGMIL","Stand No- HC-P159, Hall C","Singapore","Kegmil is a Singapore-based enterprise software company building AI-powered Field Service Management (FSM) solutions for asset-centric industries including elevator, ACMV, power, fire protection and medical equipment. The platform ...","Software Services","Cloud Services","Mobile Applications","Software as a Service - SaaS","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kegmil"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54821/2046_54821_53735_7329.png","KIWONTECH Co., Ltd","Stand No- HC-P097, Hall C","Republic Of Korea","KIWONTECH is a global leader in email security, providing next-generation solutions since 2014. Built on decades of expertise, we specialize in defending against sophisticated targeted cyberattacks.

In 2023, KIWONTECH ...","Cyber security","Anti-spam, Anti-Malware & Anti-Virus & Email Security","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kiwontech-co-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/56146/2046_56146_55050_2313.png","Konsole","Stand No- HC-R134, Hall C","India","Konsole is a secure-by-design agentic workspace engineered to resolve the friction between AI adoption and enterprise risk. As organizations transition from simple chat interfaces to complex, multi-agent ecosystems, they face esca ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/konsole"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54822/thumb_2046_54822_53736_3132.png","Korea Deep Learning","Stand No- HC-P100, Hall C","Republic Of Korea","At Korea Deep Learning Inc., we unlock the 80% of enterprise data trapped in unstructured formats. Using our proprietary Vision Language Model (VLM) with patented Segment Captioning, we redefine Document AI with high-precision OCR ...","Artificial Intelligence","Big Data & Analytics","Unstructured Data","Structured Data","Natural Language Processing - NLP","Machine Learning","Optical character recognition (OCR)","Neural Networks","Natural Language Processing (NLP)","Machine Learning","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/korea-deep-learning","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/korea-deep-learning"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55774/thumb_2046_55774_54678_3414.png","Kortex Technologies Private Limited","Stand No- HC-P015 HC-P016, Hall C","Singapore","Kortex Technologies builds intelligent systems that help people learn clearly, apply correctly, and perform confidently in complex domains. We design learning and assessment platforms that turn difficult knowledge, standards, and  ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kortex-technologies-private-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55636/2046_55636_54540_5018.png","Krigat","Stand No- HC-P149, Hall C","India","CreateBytes is an AI product engineering studio focused on building intelligent, scalable digital products. We transform complex ideas and inefficient workflows into intuitive, high-impact solutions, embedding AI and machine learn ...","Media, Marketing & Advertising Tech","Artificial Intelligence","Software Services","Coding and Development","Cloud Services","Autonomous Vehicles / Systems","Autonomous Mobile Robots (AMRs)","Data Analytics","Creativity & Design","Content Marketing","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/krigat","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/krigat"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50599/thumb_2046_50599_49607_4881.png","Laserfiche","Stand No- HA-100, Hall A","Hong Kong Special Administrative Region","Laserfiche is the leading SaaS provider of intelligent content management and business process automation. Through powerful workflows, electronic forms, document management and analytics, the Laserfiche® platform accelerates how  ...","Artificial Intelligence","Software Services","3D Printing & Printing Services","Big Data & Analytics","Business Process Management","Business Intelligence Solutions","Application integration and infrastructure","Business Intelligence","Artificial Intelligence","Data Extraction","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/laserfiche","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/laserfiche"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54823/2046_54823_53737_3395.png","Letitu Co.,Ltd","Stand No- HC-P079, Hall C","Republic Of Korea","Letitu is an Edtech leader transforming career and academic roadmaps through AI and data-driven profiling OS. Through its flagship product, The Pond, Letitu provides students and parents with customized guidance via monthly subscr ...","Education Tech","Educational Support & Other Service","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/letitu-co-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53456/thumb_2046_53456_52391_4900.png","LIFESCAPES Inc","Stand No- HC-P131, Hall C","Japan","We are a medical technology company developing Brain-Computer Interface (BCI) devices to address the growing unmet needs in neurorehabilitation, particularly for patients with stroke. As populations age, the number of individuals  ...","HealthTech","Telemedicine","Robotics and AI in Healthcare","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/lifescapes-inc"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/56133/thumb_2046_56133_55037_9300.png","LightMetrics Technologies","Stand No- HC-P179 HC-P180, Hall C","India","LightMetrics offers video telematics solutions that empower TSPs and OEMs to launch branded video telematics for fleets, doubling their average revenue per user. Our solutions prioritize safety, offering video exoneration, real-ti ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/lightmetrics-technologies"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54363/thumb_2046_54363_53282_1183.png","Links International","Stand No- HB-A95, Hall B","Hong Kong Special Administrative Region","Recognised as 'Star Performer' by Everest Group, Links International, an Ascentium Company, delivers 100% in-country services across 30+ service locations. With 25 years of experience in APAC and the Middle East, Links combines lo ...","Business & professional services","Software Services","Education Tech","HR Tech","HR systems and services","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/links-international"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53223/thumb_2046_53223_52164_4224.png","Literal Labs","Stand No- HC-Q047, HC-Q048, Hall C","United Kingdom","Literal Labs is a British company at the forefront of AI model and hardware design, with a steadfast commitment to advancing machine learning, while mitigating its environmental footprint. Our approach transcends simple optimisati ...","Future Mobility & Transportation","Artificial Intelligence","Smart Cities","Energy Tech","Smart Manufacturing","Predictive APIs","Planning and Optimization","Cloud, AI & Machine Learning","Low-Emission & Electric Vehicles","Fleet Management","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/literal-labs","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/literal-labs"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55025/thumb_2046_55025_53939_2530.png","Longbridge","Stand No- HA-C40, Hall A","Singapore","Longbridge is an AI-powered brokerage platform built for global investors, developers, and partners. Founded in 2019, it combines deep capital markets expertise with strong fintech engineering and has secured over USD 150 million  ...","Artificial Intelligence","Fintech","Chatbots / Virtual Assistant","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/longbridge"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55026/thumb_2046_55026_53940_4613.png","MarinaChain","Stand No- HB-A110, Hall B","Singapore","MarinaChain is an AI-driven maritime tech startup accelerating the decarbonization of the global shipping industry. We provide maritime companies with the digital tools needed to effortlessly manage their carbon footprint and oper ...","Business & professional services","Artificial Intelligence","Software Services","Regulatory Technology","Sustainability & Green Climate - Tech","Sustainable Systems - Processing","Sustainable Systems - Carbon Tech","Sustainable Systems - Carbon Marketplace & Offset","ESG Business Services - Platform","ESG Business Services - Audit","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/marinachain","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/marinachain"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50611/2046_50611_49619_4298.png","MarsDevs Global Solutions","Stand No- HC-Q035, Hall C","United Arab Emirates","MarsDevs is a AI-driven global software development and AI product studio helping startups, SMEs, and enterprises design, build, and scale high-impact digital products. We operate as an extension of our clients’ teams, deliverin ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/marsdevs-global-solutions"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55291/thumb_2046_55291_54196_5450.png","MaxMachines Technology Pte ltd","Stand No- HC-P031, Hall C","Singapore","MaxMachines is a established technology company in Singapore, specializing in developing IOT Connectivity tools tailored for the IoT consumer and industrial market globally. Our solutions bridge the gap between legacy industrial s ...","Internet of Things (IOT)","Connectivity Modules, Data Analytics","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/maxmachines-technology-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55027/thumb_2046_55027_53941_7597.png","MEDIFUN Inc","Stand No- HB-A110, Hall B","Republic Of Korea","? MediNomi: A Global Medical Total Platform for Medical Tourists
AI & Blockchain Integration: Ensures data transparency and utilizes AI tailored to tourist profiles to match global medical patients with optimized, personaliz ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/medifun-inc"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55528/2046_55528_54432_7488.png","Medimir Systems GmbH","Stand No- HC-P155, Hall C","Germany","Medimir Systems is a clinical AI company building the infrastructure layer beneath medical decision-making — converting clinical guidelines into executable, patient-specific workflows at the point of care and replacing probabili ...","Artificial Intelligence","Big Data & Analytics","HealthTech","Cognitive computing","Chatbots / Virtual Assistant","Big Data","Associations, Institutions, Societies","Artificial Intelligence","App Providers","Structured Data","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/medimir-systems-gmbh","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/medimir-systems-gmbh"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55028/thumb_2046_55028_53942_4666.png","MELAKA","Stand No- HB-A110, Hall B","Republic Of Korea","Melaka is a Korean AI technology company operating GENDIA — a multimodal AI content creation 
platform designed for small businesses and educational institutions.

GENDIA enables users to generate, edit, and tr ...","Artificial Intelligence","Blockchain","Blockchain as a Service (BaaS)","Artificial Intelligence","Content Creation","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/melaka"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55626/2046_55626_54530_3685.png","Micorza","Stand No- HC-P151, Hall C","India","Your AI Customer Intelligence Layer","Artificial Intelligence","Software Services","Data Analytics & Automation","Business Intelligence Solutions","Application integration and infrastructure","Natural Language Processing (NLP)","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/micorza"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2046/GITEX_AI_ASIA_logo_2026_solo.png","Mobile and Electronic Devices Export Promotion Council (MEDEPC","Stand No- TBC Demandify","India","","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/mobile-and-electronic-devices-export-promotion-council-medepc"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50601/thumb_2046_50601_49609_8340.png","Momen.app","Stand No- HC-R079, HC-R080, Hall C","United States of America","Momen is a no-code tool to build your production-ready web apps as a non-technical founder. With data, logic, and design, you can build a functional app rather than a prototype. You can start with no code and gain full control as  ...","Coding and Development","Web Development","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/momen-app"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55292/thumb_2046_55292_54197_8763.png","Moomoo Finacial Singapore Pte Ltd","Stand No- HB-B81, Hall B","China","Moomoo is an investment and trading platform that empowers global investors with pro-grade, easy-to-use tools, data, and insights. It provides its users with the necessary technology and resources to make more informed investment  ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/moomoo-finacial-singapore-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/56277/thumb_2046_56277_55181_2335.png","Moving Walls Pte Ltd","Stand No- HB-B83, Hall B","Singapore","Moving Walls is the world’s leading connected media platform, powering over a million screens worldwide from the streets of New York to the skylines of Tokyo, enabling brands to engage audiences with precision across the physica ...","Media, Marketing & Advertising Tech","Tracking & Targeting (CDP, CPP)","Sustainability & Green Economy","Performance Marketing","Out of Home - OOH","OTT","MarTech Training","Data Analytics","Brand Safety","Automation","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/moving-walls-pte-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/moving-walls-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54720/thumb_2046_54720_53635_7221.png","N3XGEN IO INC","Stand No- HC-R017, Hall C","United States of America","N3XGEN is the Autonomous Integration Company, building AI-powered platforms that design, deploy, and operate enterprise integrations across cloud and hybrid environments. Our solution combines iPaaS and PaaS with an AI-driven cont ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/n3xgen-io-inc"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2046/GITEX_AI_ASIA_logo_2026_solo.png","Netherlands Embassy in Singapore","Stand No- Organisers, Organisers","Singapore","","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/netherlands-embassy-in-singapore"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50648/thumb_2046_50648_49656_6281.png","NEXCOM International Co., Ltd","Stand No- HC-B121, Hall C","Taiwan Province, People’s Republic of China","Founded in 1992 and headquartered in Taipei, Taiwan, NEXCOM is shaping the future of AI-powered networking with its software-defined solutions. Through its Network and Communication Solutions (NCS) unit, NEXCOM delivers cutting-ed ...","Cyber security","5G & Telecommunications","Quantum & High Performance Computing","Networking & Infrastructure","Smart Manufacturing","Cryptography","Internet of Things (IoT) Security","Network & Infrastructure Security","Firewalls","Gateways","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/nexcom-international-co-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/nexcom-international-co-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50603/thumb_2046_50603_49611_6621.png","Nextcloud GmbH","Stand No- HC-C145, Hall C","Germany","Nextcloud provides a secure, open-source platform for collaboration, file sharing, and productivity while giving organizations full control over their data. Designed for privacy, compliance, and digital sovereignty, it enables ent ...","Big Data & Analytics","Cloud Services","Education Tech","Learning Improvement Tech & Devices","EdTech & Smart Classroom Solution","Collaborative learning and technology","Workload Management","Software as a Service - SaaS","Open Source","Governance & Compliance","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/nextcloud-gmbh","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/nextcloud-gmbh"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55638/thumb_2046_55638_54542_4365.png","Nirag InfoTech LLP","Stand No- HC-P141, Hall C","India","Nirag Infotech is a trusted IT services company with a strong focus on AI-driven staffing and talent augmentation, offering access to some of India’s best tech talent. It helps businesses scale quickly with skilled AI profession ...","HealthTech","Artificial Intelligence","Software Services","Big Data & Analytics","Coding and Development","Mobility Enterprise Solutions","Mobile Applications","ERP (Enterprise Resource Planning) Software","CRM (Customer Relationship Management) Software","Application integration and infrastructure","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/nirag-infotech-llp","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/nirag-infotech-llp"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55622/thumb_2046_55622_54526_1885.png","NIYOGEN PTE. LTD","Stand No- HC-P005, Hall C","Singapore","Niyogen Platform with AgentHub Marketplace
An agentic AI platform enabling non-technical users to create, deploy, and monetize AI-powered services across industries.

DealMate (Built on Niyogen Platform)
He ...","Artificial Intelligence","Virtual Companions","Speech Recognition","Real time translation","Planning and Optimization","Pattern Recognition","Natural Language Processing (NLP)","Computer Vision","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/niyogen-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/56374/thumb_2046_56374_55278_6700.png","NOKIA SOLUTIONS AND NETWORKS SINGAPORE PTE. LTD","Stand No- HB‑B51, Hall B","Finland","Nokia is a Finnish multinational and global leader in connectivity for the AI era.","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/nokia-solutions-and-networks-singapore-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54365/thumb_2046_54365_53284_1446.png","NovaGlobal Pte Ltd","Stand No- HB-B70, Hall B","Singapore","NovaGlobal Pte Ltd is a leading ASEAN technology company delivering comprehensive AI, HPC, and Cloud solutions to enterprises and research institutions. Our systems are deployed across major organizations in the region, supported  ...","AR/VR/MR & Gaming","Artificial Intelligence","Big Data & Analytics","Networking & Infrastructure","Cloud Services","Switches","Virtualization","Training or Recruitement","Total Solution Provider","Storage","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/novaglobal-pte-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/novaglobal-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50605/thumb_2046_50605_49613_5635.png","OCR Studio","Stand No- HC-Q045, HC-Q046, Hall C","United Arab Emirates","OCR Studio provides AI-driven solutions for instant recognition and accurate data extraction from ID documents, including ID cards, passports, driver’s licenses, visas, residence permits, and more. 

In addition to I ...","Cyber security","Artificial Intelligence","Digital Forensics & Incident Response","Authentication User, Biometric Authentication and PKI","Optical character recognition (OCR)","Data Extraction","Computer Vision","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ocr-studio"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50606/thumb_2046_50606_49614_7894.png","Odoo HK Limited","Stand No- HB-B55, Hall B","Belgium","Odoo 19 is an all?in?one ERP that brings sales, finance, inventory, projects and more together on a single platform, now supercharged with AI Agents and workflow automation. Through practical demos and local customer stories, you  ...","Software Services","HR Tech","ERP (Enterprise Resource Planning) Software","CRM (Customer Relationship Management) Software","Business Process Management","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/odoo-hk-limited"
