"tablescraper-selected-row href","tablescraper-selected-row src","tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3"
"http://www.hmlexpo.com/?p=/Shop/index/zs/75","http://www.hmlexpo.com/static/upload/image/20201021/1603249551135321.png","w8121","北京宏达志邦商贸有限公司","孔板流量计，热电阻、热电偶"
"http://www.hmlexpo.com/?p=/Shop/index/zs/74","http://www.hmlexpo.com/static/upload/image/20201021/1603248249911895.png","w8122","邦亚电气有限公司","生产防爆（防腐）电器、防爆（防腐）灯具"
"http://www.hmlexpo.com/?p=/Shop/index/zs/73","http://www.hmlexpo.com/static/upload/image/20201021/1603247754982053.png","w8123","北京奥恒达电气设备有限公司","DSG3系列三相干式变压器，QSG系列三相自偶式变压器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/72","http://www.hmlexpo.com/static/upload/image/20201020/1603186490870720.png","w8125","北京爱德佳创科技有限公司","物联网协议网关"
"http://www.hmlexpo.com/?p=/Shop/index/zs/71","http://www.hmlexpo.com/static/upload/image/20201020/1603185949630465.png","w8126","武藏（上海）电子科技有限公司","电脑等电子设备，钟表等精密机械"
"http://www.hmlexpo.com/?p=/Shop/index/zs/70","http://www.hmlexpo.com/static/upload/image/20201020/1603185262566336.jpg","w8127","浙江亚力大科技有限公司","尼龙管、PU管、树脂管"
"http://www.hmlexpo.com/?p=/Shop/index/zs/69","http://www.hmlexpo.com/static/upload/image/20201020/1603184547268082.jpg","w8128","苏州德博润智能设备有限公司","工业自动化精密零件开发、生产"
"http://www.hmlexpo.com/?p=/Shop/index/zs/68","http://www.hmlexpo.com/static/upload/image/20201020/1603180079404044.png","w8062","深圳市康士达科技有限公司","机器视觉、军工、服务器、网络安全"
"http://www.hmlexpo.com/?p=/Shop/index/zs/67","http://www.hmlexpo.com/static/upload/image/20201020/1603179167922181.png","w8060","上海雷普电气有限公司","生产销售电连接件及接口模块系列"
"http://www.hmlexpo.com/?p=/Shop/index/zs/65","http://www.hmlexpo.com/static/upload/image/20201020/1603178173155568.jpg","w8059","北京博达轩朗电子科技有限公司","业软件定制部(包含以公司主营测量仪表开发的标准化工控软件产品、也可根据客户需求进行定制)、精密仪器仪表进口销售事业部（包含相关连接器、线材、辅助工具）"
"http://www.hmlexpo.com/?p=/Shop/index/zs/64","http://www.hmlexpo.com/static/upload/image/20201020/1603176502866715.png","w8058","北京辰天科技有限公司","反射光标的激光定位导航器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/63","http://www.hmlexpo.com/static/upload/image/20201020/1603176207330845.jpg","w8057","深圳金鸽科技有限公司","产品涵盖GSM短信、GPRS、3G、4G、LoRa、NB-IoT、以太网、WIFI等通信技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/62","http://www.hmlexpo.com/static/upload/image/20201020/1603175065166367.jpg","w8058","上海旭达特种电缆有限公司","控制电缆、数据电缆、伺服编码器电缆"
"http://www.hmlexpo.com/?p=/Shop/index/zs/61","http://www.hmlexpo.com/static/upload/image/20201020/1603160641938300.jpg","w8057","丽水市锐新轴承制造有限公司","關節軸承、油缸耳環、浮動接頭、直線軸承、直線滑塊、直線導軌"
"http://www.hmlexpo.com/?p=/Shop/index/zs/60","http://www.hmlexpo.com/static/upload/image/20201020/1603160217501380.jpg","w8056","任丘市坤祥传动部件有限公司",""
"http://www.hmlexpo.com/?p=/Shop/index/zs/59","http://www.hmlexpo.com/static/upload/image/20201020/1603159191455284.jpg","w8055","平遥县三鼎铸造有限公司","Y2/YE2/YE3/YB2/YB3/YZR/YX3/YKK/IP23等型号的机座"
"http://www.hmlexpo.com/?p=/Shop/index/zs/58","http://www.hmlexpo.com/static/upload/image/20201020/1603158654939219.jpg","w8053","圆波传动（美国）有限公司","减速技术：圆形波减速技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/57","http://www.hmlexpo.com/static/upload/image/20201020/1603158038724545.png","w8052","新拓尼克（北京）科技研发中心有限公","软件研发、测试系统开发"
"http://www.hmlexpo.com/?p=/Shop/index/zs/55","http://www.hmlexpo.com/static/upload/image/20201020/1603155850138997.png","w3050","台湾纬泰","非标特殊规格滚珠丝杆螺母研发制造，研磨 C3、C5 滚珠丝杆 超高导程滚珠丝杆螺母生产制造（1616 1632 2020 2040 2525 2550 5050 等） 代理销售线性导轨、直线轴承、交叉滚子导轨 进口滚珠丝杆旧品翻新维修"
"http://www.hmlexpo.com/?p=/Shop/index/zs/54","http://www.hmlexpo.com/static/upload/image/20201020/1603155145106188.jpg","w8039","东莞市赛仑特实业有限公司","微型齿轮箱、精密小模数齿轮"
"http://www.hmlexpo.com/?p=/Shop/index/zs/21","http://www.hmlexpo.com/static/upload/image/20201019/1603099581486101.png","w8010","天津哈特曼商贸有限公司","胶粘剂"
"http://www.hmlexpo.com/?p=/Shop/index/zs/52","http://www.hmlexpo.com/static/upload/image/20201019/1603098909420790.png","w8037","深圳市老狗科技有限公司","工业互联网、设备云、工业大数据技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/51","http://www.hmlexpo.com/static/upload/image/20201019/1603097658952029.png","w8036","浙江巨跃齿轮有限公司","研发、生产及销售精密行星减速机、汽车齿轮、摩托车齿轮、电动车齿轮、越野摩托车齿轮、精密机床设备齿轮及动力机车传动配件等"
"http://www.hmlexpo.com/?p=/Shop/index/zs/50","http://www.hmlexpo.com/static/upload/image/20201019/1603096912282836.png","w8035","江苏兰菱机电科技有限公司","转矩转速传感器、数据采集系统"
"http://www.hmlexpo.com/?p=/Shop/index/zs/48","http://www.hmlexpo.com/static/upload/image/20201019/1603096330901134.png","w8033","广东华昌铝厂有限公司","铝"
"http://www.hmlexpo.com/?p=/Shop/index/zs/47","http://www.hmlexpo.com/static/upload/image/20201019/1603095448613841.jpg","w8032","沈阳航天新光集团有限公司",""
"http://www.hmlexpo.com/?p=/Shop/index/zs/46","http://www.hmlexpo.com/static/upload/image/20201019/1603094973985410.jpg","w8031","北京海博华科技有限公司",""
"http://www.hmlexpo.com/?p=/Shop/index/zs/45","http://www.hmlexpo.com/static/upload/image/20201019/1603094475556651.png","w8030","东来通达商贸（大连）有限公司","软件研发"
"http://www.hmlexpo.com/?p=/Shop/index/zs/44","http://www.hmlexpo.com/static/upload/image/20201019/1603094025314848.png","w8029","北京尚控智能科技有限公司","工业电脑和工业数据采集"
"http://www.hmlexpo.com/?p=/Shop/index/zs/43","http://www.hmlexpo.com/static/upload/image/20201019/1603093494112021.jpg","w8028","爱默信中国有限公司","驱动器，控制器，软件"
"http://www.hmlexpo.com/?p=/Shop/index/zs/42","http://www.hmlexpo.com/static/upload/image/20201019/1603092742273882.jpg","w8027","北京百利生葡萄酒业有限公司",""
"http://www.hmlexpo.com/?p=/Shop/index/zs/41","http://www.hmlexpo.com/static/upload/image/20201019/1603092232819776.jpg","8652","山东精雕智能科技集团有限公司","激光板块"
"http://www.hmlexpo.com/?p=/Shop/index/zs/40","http://www.hmlexpo.com/static/upload/image/20201019/1603091743501098.jpg","w8027","平遥县北三狼村朝柱模具制造有限公司","模具"
"http://www.hmlexpo.com/?p=/Shop/index/zs/39","http://www.hmlexpo.com/static/upload/image/20201019/1603091247116357.jpg","w8026","北京新星普德电源技术有限责任公司","电源技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/38","http://www.hmlexpo.com/static/upload/image/20201019/1603090424736334.png","w8025","北京思普瑞特科技发展有限公司",""
"http://www.hmlexpo.com/?p=/Shop/index/zs/37","http://www.hmlexpo.com/static/upload/image/20201019/1603089951996632.png","w8059","北京朗科兴业称重设备有限公司","称重设备"
"http://www.hmlexpo.com/?p=/Shop/index/zs/36","http://www.hmlexpo.com/static/upload/image/20201019/1603089001502506.jpg","w8023","邢台维沃机械配件有限公司","优质密封元件、密封技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/35","http://www.hmlexpo.com/static/upload/image/20201019/1603088391990287.png","w8022","无锡威孚中意齿轮有限责任公司","齿轮"
"http://www.hmlexpo.com/?p=/Shop/index/zs/34","http://www.hmlexpo.com/static/upload/image/20201019/1603077458135430.jpg","w8021","无锡市北辰自动化技术有限公司",""
"http://www.hmlexpo.com/?p=/Shop/index/zs/33","http://www.hmlexpo.com/static/upload/image/20201019/1603076612219340.png","w8020","德国凯驰集团",""
"http://www.hmlexpo.com/?p=/Shop/index/zs/32","http://www.hmlexpo.com/static/upload/image/20201019/1603073796474810.jpg","w8018","慈溪市捷威轴承有限公司","微、小轴承、深沟球轴承、薄壁轴承、 法兰轴承及MR、MF"
"http://www.hmlexpo.com/?p=/Shop/index/zs/31","http://www.hmlexpo.com/static/upload/image/20201019/1603072823299852.png","w8017","华丽机械有限公司","快宁   卡套   内卡   单向阀   针型阀   消声器   宝塔   对丝   补心   内外丝      管古   黄油嘴   润滑LF系列接头   模具接头   喷泉喷灌  液压接头，锅炉，汽车配件"
"http://www.hmlexpo.com/?p=/Shop/index/zs/30","http://www.hmlexpo.com/?p=/ShopInfo/slist/&page=26","w8017","天津新北机电五金有限公司","韩国NICEMACH弯线机、台湾瀚捷HJ弯管机、日本新东sinto抛丸机"
"http://www.hmlexpo.com/?p=/Shop/index/zs/29","http://www.hmlexpo.com/?p=/ShopInfo/slist/&page=26","w8016","苏州希瑞格机器人科技有限公司","机器人，机械手末端组件夹具"
"http://www.hmlexpo.com/?p=/Shop/index/zs/28","http://www.hmlexpo.com/static/upload/image/20201019/1603071154779877.jpg","w8015","平遥县三鼎铸造有限公司","模具开发"
"http://www.hmlexpo.com/?p=/Shop/index/zs/27","http://www.hmlexpo.com/static/upload/image/20201019/1603070704245856.gif","w8013","南京金泰电气有限公司","金属电缆夹、屏蔽端子、屏蔽电缆夹、屏蔽支架、铜排导线端子、母线支架"
"http://www.hmlexpo.com/?p=/Shop/index/zs/26","http://www.hmlexpo.com/?p=/ShopInfo/slist/&page=27","w8012","浙江和利氢能科技股份有限公司","水电解技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/25","http://www.hmlexpo.com/?p=/ShopInfo/slist/&page=27","w8011","欧柏电子科技有限公司","伺服MDR连接器、MCR连接器、小功率伺服电机专用连接器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/23","http://www.hmlexpo.com/static/upload/image/20201019/1603068394176113.jpg","w8010","天津哈特曼商贸有限公司","胶粘剂"
"http://www.hmlexpo.com/?p=/Shop/index/zs/18","http://www.hmlexpo.com/static/upload/image/20201018/1603005366129858.jpg","w8009","上海旭达特种电缆有限公司","电缆"
"http://www.hmlexpo.com/?p=/Shop/index/zs/17","http://www.hmlexpo.com/static/upload/image/20201018/1603000682652884.jpg","w8008","北京凌科电气设备有限公司","电气设备"
"http://www.hmlexpo.com/?p=/Shop/index/zs/16","http://www.hmlexpo.com/static/upload/image/20200930/1601435995400192.jpg","w8888","中国北京国际工业自动化展",""
"http://www.hmlexpo.com/?p=/Shop/index/zs/15","http://www.hmlexpo.com/static/upload/image/20200929/1601349182877450.jpg","w1088","山东雷石智能制造股份有限公司","增减一体化加工中心    金属3D打印系列     激光熔覆/再制造系列"
"http://www.hmlexpo.com/?p=/Shop/index/zs/14","http://www.hmlexpo.com/static/upload/image/20200929/1601347463610509.jpg","W2987","宜宾机电一体化研究所","湿式气体流量计   主动活塞式气体流量标准装置"
"http://www.hmlexpo.com/?p=/Shop/index/zs/13","http://www.hmlexpo.com/static/upload/image/20200929/1601345996339861.jpg","W6628","天津益普科技发展有限公司","超声冲击机、超声喷丸机、超声表面加工装置、超声疲劳试验机"
"http://www.hmlexpo.com/?p=/Shop/index/zs/12","http://www.hmlexpo.com/static/upload/image/20200928/1601290875311656.jpg","W8888","鸿准精密模具（昆山）有限公司","工业自动化  机器人，工业电脑"
"http://www.hmlexpo.com/?p=/Shop/index/zs/11","http://www.hmlexpo.com/static/upload/image/20200928/1601289374324745.jpg","W2008","东莞市淳思机械自动化科技有限公司","工业智能、自动化、机器人"
"http://www.hmlexpo.com/?p=/Shop/index/zs/10","http://www.hmlexpo.com/static/upload/image/20200928/1601288196223078.jpg","W2800","达明机器人（上海）有限公司","机器人，工业电脑"
"http://www.hmlexpo.com/?p=/Shop/index/zs/9","http://www.hmlexpo.com/static/upload/image/20200928/1601285375796898.jpg","W8001","捷波资讯股份有限公司","工业智能、自动化、机器人"
"http://www.hmlexpo.com/?p=/Shop/index/zs/8","http://www.hmlexpo.com/static/upload/image/20200928/1601284478598463.jpg","W8008","威驷自动化技术（上海） 有限公司","WEISS产品包括：旋转分度台、线性装配系统、抓取模组"
"http://www.hmlexpo.com/?p=/Shop/index/zs/7","http://www.hmlexpo.com/static/upload/image/20200928/1601283352500281.jpg","W8028","安川首钢机器人有限公司","工业智能、自动化、机器人"
"http://www.hmlexpo.com/?p=/Shop/index/zs/6","http://www.hmlexpo.com/static/upload/image/20200928/1601281244992383.jpg","W2800","银泰科技股份有限公司","工业智能自动化仪器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/5","http://www.hmlexpo.com/static/upload/image/20200928/1601278309491388.jpg","W8990","上银科技股份有限公司","自动化仪器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/3","http://www.hmlexpo.com/static/upload/image/20200928/1601255819160899.jpg","W9678","中国机械工业制造发展有限公司","自动化仪器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/2","http://www.hmlexpo.com/static/upload/image/20200928/1601256025228352.jpg","W8008","豆腐干","固定"
