company name,location,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,HKTDC Events,supplier_url,exhibitor_url,Company Background,Brand Name,"Booth: 5C-C02, 5B-S011   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Certificates,Verified Certificates,Other Certificates,Company Website,"Booth: 5B-S015, 1B-C06   |   Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase, Deluxe Gift Ideas   |   ",Booth: 5B-B07   |   Corporate Gifts   |   ,Booth: 1E-F31   |   The Hong Kong Exporters' Association Pavilion - Isle of Originality   |   ,Booth: 5C-C02   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK,Booth: 5B-C17   |   Advertising Premium   |   ,Booth: 1D-C03   |   Hall of Fine Designs   |   ,Booth: 1C-D03   |   Hall of Fine Designs   |   ,Booth: 1C-E13   |   Hall of Fine Designs   |   ,Booth: 1B-C01   |   Deluxe Gift Ideas   |   ,"Booth: 1A-F41, 5B-S007   |   Deluxe Gift Ideas, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Booth: 1B-D23   |   Deluxe Gift Ideas   |   ,Booth: 1B-A24   |   Deluxe Gift Ideas   |   ,Booth: 1B-G23   |   Deluxe Gift Ideas   |   ,Booth: 1C-F34   |   Deluxe Gift Ideas   |   ,Booth: 1B-F10   |   Deluxe Gift Ideas   |   ,Booth: 1C-A24   |   Deluxe Gift Ideas   |   ,Booth: 1C-A01   |   Deluxe Gift Ideas   |   ,Booth: 1A-F03   |   Deluxe Gift Ideas   |   ,Booth: 1A-B40   |   Deluxe Gift Ideas   |   ,Booth: 1E-D39   |   Deluxe Gift Ideas   |   ,Booth: 1CON-081   |   Deluxe Gift Ideas   |   ,Booth: 1B-B20   |   Deluxe Gift Ideas   |   ,Booth: 1B-D02   |   Deluxe Gift Ideas   |   ,Booth: 1D-A05   |   Hall of Fine Designs   |   ,Booth: 1B-A32   |   Deluxe Gift Ideas   |   ,Booth: 3B-E35   |   Green Living   |   ,Booth: 1B-F02   |   Deluxe Gift Ideas   |   ,Booth: 1C-E29   |   Deluxe Gift Ideas   |   ,Booth: 1B-A02   |   Deluxe Gift Ideas   |   ,Booth: 1B-A38   |   Deluxe Gift Ideas   |   ,Booth: 1D-B34   |   Deluxe Gift Ideas   |   ,Booth: 1A-D23   |   Deluxe Gift Ideas   |   ,Booth: 1C-C23   |   Deluxe Gift Ideas   |   ,Booth: 1B-D19   |   Deluxe Gift Ideas   |   ,Booth: 1E-A36   |   Deluxe Gift Ideas   |   ,Booth: 1A-E11   |   Deluxe Gift Ideas   |   ,Booth: 1D-A30   |   Deluxe Gift Ideas   |   ,Booth: 1C-B12   |   Deluxe Gift Ideas   |   ,Booth: 1A-D37   |   Deluxe Gift Ideas   |   ,Booth: 1C-A05   |   Deluxe Gift Ideas   |   ,Booth: 1B-D22   |   Deluxe Gift Ideas   |   ,Booth: 1E-C32   |   Deluxe Gift Ideas   |   ,Booth: 1B-E27   |   Deluxe Gift Ideas   |   ,Booth: 1B-E39   |   Deluxe Gift Ideas   |   ,Booth: 1E-A31   |   Deluxe Gift Ideas   |   ,Booth: 1B-E43   |   Deluxe Gift Ideas   |   ,Booth: 1B-G33   |   Deluxe Gift Ideas   |   ,Booth: 1A-B14   |   Deluxe Gift Ideas   |   ,Booth: 1D-B38   |   Deluxe Gift Ideas   |   ,Booth: 1CON-035   |   Deluxe Gift Ideas   |   ,Booth: 1A-F36   |   Deluxe Gift Ideas   |   ,Booth: 1B-G20   |   Deluxe Gift Ideas   |   ,Booth: 1A-A08   |   Deluxe Gift Ideas   |   ,Booth: 1B-C44   |   Deluxe Gift Ideas   |   ,Booth: 1A-A16   |   Deluxe Gift Ideas   |   ,Booth: 1B-F36   |   Deluxe Gift Ideas   |   ,Booth: 1B-G16   |   Deluxe Gift Ideas   |   ,Booth: 1E-A44   |   Deluxe Gift Ideas   |   ,Booth: 1C-B24   |   Deluxe Gift Ideas   |   ,Booth: 1B-C13   |   Deluxe Gift Ideas   |   ,Booth: 5B-F26   |   Advertising Premium   |   ,Booth: GH-F09   |   Decorative Gifts & Festive Items   |   ,Booth: 3B-D43   |   Green Living   |   ,Booth: GH-A12   |   Travel & Luggage   |   ,Booth: 5CON-02A   |   Advertising Premium   |   ,"Booth: 5B-D13, 5B-S012   |   Advertising Premium, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Booth: 3B-A14   |   Taiwan Pavilion   |   ,Booth: 3B-C43   |   Tech Gifts   |   ,Booth: GH-B03   |   Travel & Luggage   |   ,Booth: 5B-C08   |   Advertising Premium   |   ,Booth: 3B-C23   |   Tech Gifts   |   ,Booth: GH-E04   |   Decorative Gifts & Festive Items   |   ,Booth: 5B-D07   |   Advertising Premium   |   ,Booth: 5B-B20   |   Advertising Premium   |   ,Booth: 5C-B20   |   Advertising Premium   |   ,Booth: 3B-B13   |   Taiwan Pavilion   |   ,Booth: 5B-C14   |   Advertising Premium   |   Cantonese Business Go Global,Booth: GH-D21   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion),Booth: 5C-D21   |   Advertising Premium   |   ,Booth: GH-F17   |   Decorative Gifts & Festive Items   |   ,Booth: 3B-D41   |   Green Living   |   ,Booth: 3B-B18   |   Tech Gifts   |   ,Booth: 3B-D39   |   Green Living   |   ,Booth: 3B-C37   |   Tech Gifts   |   ,Booth: 5C-E01   |   Stationery   |   ,Booth: 3B-E18   |   Tech Gifts   |   
"Shen Zhen PMP Manufacturing Co., Limited",Hong Kong    |    Factory in Chinese Mainland,,"Manufacturer, Trade/Industrial Organisation","Educational Toy,Plastic Toy,Baby Toy,Souvenir & Premium","zodiac coin bank, RFID 3d figurine with learning speaking, soft duck , vinyl animals and collectable, 7/24 Respond, ontime delivery and good quality with good price","ODM, OBM, OEM","Exhibited in HKTDC Event(s) in recent years AMBIENTE Frankfurt, Germany 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 Spielwarenmesse®, Nuremberg, Germany HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Toys & Games Fair 2023",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shen-Zhen-PMP-Manufacturing-Co-Limited/1X0B9EVZ,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005JSE2,"We are specialised in manufacturing all kinds of plastic ,our products including, capsule toys, soft duck, 3d figurine , vinyl coin bank, 3D figurine with RFID speaking function ect.. from idea, prototype , molds to one-stop production services, we are also got Disney approved qualified to produce Disney products and have Sedex certification. OEM are welcome",amazing friends,,,,FAMA Issued By Bensussen Deutsch & Associates (BDA) Type OTHERS Valid Date 02 Nov 2021 - 02 Nov 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinobest Umbrella Company Limited,Hong Kong    |    Factory in Chinese Mainland,,"Wholesaler, Manufacturer","Shopping Bag, Raincoat, Recycled Plastic Product, Souvenir & Premium, Wedding Gift & Accessory, Executive Gift, Bio-Degradable Product","Umbrella, Raincoat, Shopping Bag, Beach Umbrella, Golf Umbrella, Folding Umbrella, Straight Umbrella, Sunshade Parasol Umbrella, Super-mini Umbrella, Child Umbrella, Travel Umbrella.","OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 Fashion InStyle 2023 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Fashion Week 2022 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sinobest-Umbrella-Co-Ltd/1X00B3R0,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005G0WC,"Our company is one of the leading firms in china. We are specialized to produce different kinds of umbrellas covering five categories: sunshade parasol umbrella, golf umbrella, beach umbrella, super-mini umbrella and childish umbrella etc. totally over 100 specifications in which we have had over seventeen years' experience. In addition, we also produce handbags & raincoats etc. Our products are durable and long lasting, and have been exporting to Japan, America, Europe, and appreciated by clients with high qualities and reasonable prices. We have BSCI, Disney FAMA, L'Oréal and Lego audit.",Zomii,,,,ISO 9001 Issued By - Type ISO_9001 Valid Date (N/A) - (N/A) Lego 2020 Issued By Bureau Veritas Type - Valid Date (N/A) - 23 Jul 2020,www.sinobest.com.hk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanity Products Ltd,Hong Kong,,"Manufacturer, Exporter","Badge,Bar Set,Executive Gift,Key Chain,Key Holder,Fridge Magnet,Magnetic Premium,Name Card Holder,Souvenir & Premium,Paper Weight","Keychain, Multi-Tool, Wine openers, Wine accessories, Ball Pens, Camping tools, Metal ornaments","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 HKTDC Hong Kong Gifts & Premium Fair 2016 HKTDC Hong Kong Gifts & Premium Fair 2015 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vanity-Products-Limited/1X03YKYE,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005G0O0,"""Vanity"" is an energetic marketing company in Hong Kong that strongly specializes in metal items, which covers die-casting desktop items, keychains, foldable tools, ornaments & other giftware items. Developing our own designed products is only one of our core businesses and remarkably OEM project is another highlighted business. ""Vanity"" is surely your bona fide trading partner with unparalleled ideas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wai Yuen Industrial and Development Limited,Hong Kong    |    Factory in Chinese Mainland,,"Manufacturer, Exporter, Wholesaler, Retailer, Importer",Souvenir & Premium,"Our main product including: Shopping bag, garbage bag, rain coat, rain poncho, disposable apron, table cloth, dorp sheet, bunting flag, warning tape etc......",OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2022 HK Int'l Printing & Packaging Fair 2022 HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Lifestyle Sourcing Show | Physical + Online HKTDC International Sourcing Show 2021 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wai-Yuen-Industrial-and-Development-Limited/1X00B9PK,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005G0RR,"Established in 1991,Wai Yuen Industrial And Development Ltd is a well experienced manufacturer & exporter of LDPE,HDPE,PP,OPP ,PEVA material products. Our main product including: Shopping bag, garbage bag, rain coat, rain poncho, disposable apron, table cloth, dorp sheet, bunting flag, warning tape etc...... Provide the best service,excellent quality and punctual delivery to allthe customers are our Wai Yuen persons' uninterrupted pursuit!",WY,,,,ISO9001:2008 Issued By - Type ISO_9001 Valid Date (N/A) - (N/A) Licensee(EPI) Issued By EPI'S TDPA Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wan Cheng Feng Industrial (HK) Co,Hong Kong    |    Factory in Chinese Mainland,,"Charity / Welfare Organisation, Buying Office, Wholesaler, Mail Order Co., Chain Store, Buying Cooperative, Professional Association, Department Store, Service Company, Government, Importer, Private Individual, Religious Group, Import Agent, Distributor, Consulate and Trade Commission, Trade/Industrial Organisation","Decoration & Craft,Executive Gift,Souvenir & Premium,Hobby & Collector's Item,Festival Item","We make all kinds of scale model plane, they are made of plastic ,metal and ABS resin material. Models would be made according to client's request.",OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Simply Shopping Fest 2022 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 HKTDC Hong Kong Gifts & Premium Fair 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wan-Cheng-Feng-Industrial-HK-Co-/1X009TBA,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005G0SO,"Wanchengfeng Industrial(HK)Co.Estabished on 1998,its factory name ""Shantou Wanchengfeng Craft Co., Ltd."" Established on 1998, is a professional manufacturer of airplane model. Our main job is service for aero industry. We also have a company in Hongkong, named Wanchengfeng Industrial(HK)Co. Our factory covered an area of 10000 square meters with 6 floors. We are the leading supplier of airplane models for airliner companies, and we worked for many airplane manufacturers. The specifications are 9cm-800cm. Models are made of resin, plastic and metal material.","AIRPLANE MODEL,AIRCRAFT MODEL,PLANE MODEL",,,,CE CERTIFICATION Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yue Tung Electronic Toys Ltd,Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Educational Toy,Battery Operated Toy,Plastic Toy","Light up Cup & Straw, Desktop Light, Disc Shooter, Figurines, Water squirter.",OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong International Lighting Fair 2021 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2020 HKTDC Hong Kong Toys & Games Fair 2020 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yue-Tung-Electronic-Toys-Ltd/1X0A01DK,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005EUVL,"We've over 30 years' experience in plastic and electronic toys industry. Our products are mainly exported to US, UK, Japan, Australia, France and Netherlands market. Good quality (EN ASTM), reasonable price & delivery on time!",,,,,ICTI Issued By SGS Type - Valid Date (N/A) - 16 May 2021 NBCU Issued By Stantec Type - Valid Date (N/A) - 08 Apr 2021 Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nanjing Best Sourcing Co., Ltd.",Chinese Mainland,,Manufacturer,Scarve,"T-Shirt, Hoodie, Hat, Scarf.","OEM, ODM, Others, OBM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2023 HKTDC International Sourcing Show 2021 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nanjing-Best-Sourcing-Co-Ltd/1X0A1L09,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005LNYJ,,,,,,BR Issued By BR CN Type LICENSE Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tonglu Top-Pro Imp&Exp Co.,Ltd",Chinese Mainland,,Manufacturer,"Mug,Stationery & Office Equipment,Note Book,Gift Stationery,Writing Equipment","Ballpen, Notebook, Stainless Steel Bottle",OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2013,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tonglu-Top-Pro-Imp-Exp-Co-Ltd-/1X07X2FF,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005KV6N,,,,,,ISO 22196-2011 Issued By TUV Type - Valid Date (N/A) - 23 Oct 2020 ISO22196-2011 Issued By TUV Type - Valid Date (N/A) - 23 Oct 2020 Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birdsky Corporation,Taiwan    |    Factory in Taiwan,,Exporter,Executive Gift,DIY tools Set for gift & household use.,OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Electronics Fair 2022 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Lifestyle Sourcing Show | Physical + Online HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Houseware Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 Hong Kong International Stationery Fair 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Birdsky-Corp/1X0417QP,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HKG4,Birdsky is an ISO certified manufacturer of tools set as well as gardening tools since 1986. Our factory is located at Ningbo/China and Taichung/Taiwan. Customer own designs are always welcome.,BIRDSKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"East Sheen Industrial Co., Ltd.",Taiwan,,Manufacturer,"Souvenir & Premium, Executive Gift, Key Holder, Magnetic Premium, Plastic Toy, Festival Item, Educational Toy","2x2x2 and 3x3x3 mini (keychain) cube, 2x2x2, 3x3x3 4x4x4 & 5x5x5 magic cubes, DIY Cube, promotional items, puzzle cubes, educational toys, multi-cubes (double, triple, quadruple), accessory cubes, clear cubes, digital printing cubes, blank cubes","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Lifestyle Sourcing Show | Physical + Online HKTDC International Sourcing Show 2021 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/East-Sheen-Ind-l-Co-Ltd/1X008CII,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HJAN,"East Sheen is a professional puzzle cube manufacturer in Taiwan since 1981. We produce 2,3,4 and 5-layer puzzle cubes. Our cubes have certificates / test reports for CE, EN 71, ASTM, REACH, CCPSA, etc., we also have patents in many countries.",EAST SHEEN,,,,,www.e-sheen.com/tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Acrylic Inc.,Taiwan    |    Factory in Chinese Mainland,,Manufacturer,"Picture Frame, Stationery & Office Equipment, Christmas Decoration, Festival Item, Wedding Gift & Accessory, Name Card Holder, Fridge Magnet, Paper Weight, Key Holder, Gift Stationery","Picture Frame, Photo Frame, Acrylic Housewares, Acrylic Display, Acrylic Storage Box, Acrylic Tray, Acrylic Stationery, Acrylic Holder, Home Decoration, Acrylic Organiser.","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC International Sourcing Show 2021 HKTDC Hong Kong Gifts & Premium Fair 2020 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Houseware Fair 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HOME-ACRYLIC-INC/1X00APFI,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HJZK,"Home Acrylic was founded in Taipei, Taiwan in 1978. Our main products are PS sheets and other related acrylic products. We have 6 designers with technicians, experts and set up some departments including extrusion, injection and design. Not only we can develop and design by ourselves but also we manufacture varied products such as stationery, gift, storage, display shelf etc, based on customer's requests. We are always praised by customers due to the quality goods and excellent service. Our company's belief on going-concern is ""Providing Customers With The Most Competitive Quality Products."" We supply our customers with the best service by holding on the above-mentioned principle. If you would like to understand more about us, welcome to visit and contact us!",,,,,,homeacrylic.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hsiyu Industry Co., Ltd.",Taiwan    |    Factory in Taiwan,,"Manufacturer, Exporter","Souvenir & Premium, Hobby & Collector's Item, Executive Gift, Gift Stationery, Wedding Gift & Accessory, Stationery & Office Equipment, Decoration & Craft, Writing Equipment, Festival Item, Halloween Product",1. The Merchandise Produces 2. Gift Present Pen 3. Touch Pen Necklace Pen 4. The Cosmetics Covers 5. The Cosmetics Pen.,"ODM, OEM, OBM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Hong Kong Gifts & Premium Fair 2020 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hsiyu-Industry-Co-Ltd-/1X07TZSB,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HJEB,"Our expertise skill is different from the rest, and we are devoted to exploring the technology of ""Diamond Cutting"". Through the diamond carving technology, the cold metal material into a noble texture or bright and beautiful texture. Look back on the course of producing, HSIYU specialize in diamond carving with copper aluminium commodity and copper aluminium of pen, since 1975. Back then, industry for pen was still undeveloped with only semi-mechanized technology. Until the late1980s when the assembly line was established, automated production line to let significantly enhance the process technology and production capacity, brought HSIYU into its golden age of marking. After long years of practitioner's experience, I believe there is no career living in twilight, as long as we have the skill and technology as strong as the sun, time will take its course and all the effort will reflect on the output, just like flowers bloomed after a good cultivation. We accumulate product experience that several years and continuously develop a creative design, we have good production technique to satisfy the different need of user.",HSIYU,,,,,www.hsi-yu.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Intent V-Tech Enterprise Co., Ltd.",Taiwan    |    Factory in Taiwan,,"Manufacturer, Exporter","Mobile Phone Accessory, Key Chain, Staple Remover, Souvenir & Premium, Executive Gift, Luggage Tag",Healthcare and outdoor products. Good for promotion and retail use.,"ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC International Sourcing Show 2021 HKTDC Hong Kong Gifts & Premium Fair 2020 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Intent-V-Tech-Enterprise-Co-Ltd/1X00AQL9,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HJUZ,We are the original design manufacturer in Taiwan. All of my product design and made by myself. Since 1991 until now. Special for outdoor and personal healthcare products.,,,,,,intentco.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kao Rong Industrial Co., Ltd.",Taiwan,,Exporter,"Souvenir & Premium, Writing Equipment, Gift Stationery, Stationery & Office Equipment, Executive Gift","Ball pen, Roller Pen, Fountain Pen.","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 HKTDC Hong Kong Gifts & Premium Fair 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kao-Rong-Indl-Co-Ltd/1X00BT0L,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HJMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nanjing Lucky Arc International Trading Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","Plush Toy,Baby Toy,Souvenir & Premium","Whether you are a potential distributor, end-user, projects parter, or prospective employee, we would like to hear from you. If you have any enquiries or opinions towards our products, please feel free to contact us.","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC International Sourcing Show 2021 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nanjing-Lucky-Arc-International-Trading-Company-Limited/1X0ACQ6O,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005MG1H,"Nanjing Lucky Arc is located in Nanjing, the main area of the soft toys production in China. As a company started from 2015, we like to deliver best soft toys and huggers to the world. As a premium custom plush toys and other soft products producer, our purpose is to make innovative, high quality products while offering prompt, professional service to you. We are working for customer to make the soft toys and huggers from idea to realistic product, we are also creating cute soft friends, produce the good quality products, to make our kids fun and enjoy their happy time. We will go to be your reliable supplier and cooperator in your soft toys business.","Lucky Arc,ted tac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
