url,Nature of Business,Location,Year of Establishment,Major Markets,Total Employees,Annual Turnover,Contact Person,Office Address,Country/Region,Main Categories,Position,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/E-Label-Solutions-Company-Limited/1S00P03PU,Service Company,Hong Kong,1993.0,,,,Mr Xavier Lau,"Unit 3, 7/F, Nanyang Plaza, 57 Hung To Rd, Kwun Tong, Kowloon, Hong Kong",Hong Kong,Health Care & Medical Supplies,Project Manager,E-Label
https://sourcing.hktdc.com/en/Supplier-Store/Profile/EasyMed-Instruments-Co-Limited/1S00OQ2Z1,,Hong Kong,,,,,Vicky Chen,"Unit 901, 9/F, Omega Plaza, 32 Dundas Street, Mong Kok, Kowloon, Hong Kong",Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fayeking-Technology-Limited/1S00O4I0I,,Hong Kong,,,,,Mike Lo,"Unit 3, 9/F New Lee Wah Ctr 88 To Kwa Wan Rd To Kwa Wan, Kowloon, Hong Kong",Hong Kong,"Health Care & Medical Supplies, Home Appliances",,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Good-Skin-Co-Limited/1S00P7XKF,,Hong Kong View details Factory & Facility,,,,,Mr Kevin Leung,,Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Harvest-Land-Industrial-Limited/1X04VDW1,"Distributor, Manufacturer",Hong Kong,1997.0,"Chinese Mainland, Other Asian Countries",1 - 5 ODM OEM,,Ms Juliet Tang,"Rm 1125, 11/F, Grand Tower, 639 Nathan Road, Mong Kok, Kowloon, Hong Kong",Hong Kong,,Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Health-Beauty-Int-l-Holdings-Ltd/1X07ETWP,,Hong Kong,,,,,Sandy Lee,"Room A & D, 21/F, Nathan Commercial Building, 430-436 Nathan Road, Yau Ma Tei, Kowloon, Hong Kong",Hong Kong,,Deputy General Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Healthy-Medical-Company-Limited/1X08I0R9,Distributor,Hong Kong,,,,,Ms Celia Ng,"Room 2208, 22/F, Tower One, Lippo Centre, 89 Queensway,",Hong Kong,"Health Care & Medical Supplies, Home Appliances, Industrial Machinery, Parts & Raw Materials, Lights, Personal Care, Scientific, Testing & Laboratory Equipments",Marketing Excutive,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONG-KONG-MAILE-TRADING-LIMITED/1S00P7UD3,,Chinese Mainland View details Factory & Facility,,,,,Ms SHUYI ZENG,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Keychain-Innovation-Limited/1S00OYESA,,Hong Kong,,,,,Edmund Liu,"20/F, Wellable Commercial Building, 513 Hennessy Road, Causeway Bay, Hong Kong",Hong Kong,,Sales Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Life-Sources-Limited/1X0AE4EA,,Hong Kong,,,,,Annie Lee,"Unit 6, 5/F, Opulent Bldg, 396-416 Hennessy Rd, Wan Chai, Hong Kong",Hong Kong,Health Care & Medical Supplies,Secretary,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/AA-Plasma-Tech-Limited/1S00NV1UH,Others,Hong Kong,,,,,Mr Andrew Yu,"Rm 911 - 912, 9/F, Tower B, New Mandarin Plaza 14 Science Museum Road TST East, Kowloon, Hong Kong",Hong Kong,Health Care & Medical Supplies,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pacific-Care-Ltd/1X0308VH,Importer,Hong Kong,2003.0,,,,Ms Priscilla Yue,"Flat 1, 1/F, Precision Manufacturing Centre 3 Dai Hei Street, Tai Po Industrial Estate, Tai Po New Territories, Hong Kong",Hong Kong,"Health Care & Medical Supplies, Personal Care",,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/PALMX-TECHNOLOGY-LIMITED/1S00PBH2D,,Hong Kong View details Factory & Facility,,,,,Mr Bruce LAU,,Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Prime-Priority-Technology-Ltd/1X0ADWRL,,Hong Kong,,,,,Karen Chan,"Room 1306, 13/F, Shing Yip Industrial Building, 19-21 Shing Yip Street, Kwun Tong,",Hong Kong,Health Care & Medical Supplies,Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rigenera-Hong-Kong-Limited/1S00P06A0,,Hong Kong View details Factory & Facility,,,,,Mr Marco Iodice,,Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sonos-Medical-Limited/1S00O79I9,,Hong Kong,,,,,Miss Twinnie Chan,,Hong Kong,Health Care & Medical Supplies,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sunnybest-HK-Health-Management-Co-Limited/1S00PBUTR,,Hong Kong,,,,,Carina Lam,"Room 701, Unit 108, 7/F, Tower B, New Mandarin Plaza, 14 Science Museum Road, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,Health Care & Medical Supplies,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/The-University-of-Hong-Kong-Techno-Entrepreneurship-Core/1S00ONZKD,,Hong Kong,,,,,Cheuk Lee,"2/F, Pao Siu Loong Bldg, The University Of Hong Kong, 90 Bonham Rd, Pok Fu Lam, Hong Kong",Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tiray-Technology-Hong-Kong-Co-Ltd-/1S00PBE71,,Hong Kong,,,,,Martin Gao,"Room 633, 6th Floor, 17 Science Park West Avenue, New Territories, Hong Kong",Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tradeport-Hong-Kong-Limited/1X035GI6,,Hong Kong,,,,,Kammy Chan,"Unit 8, 2M, Tradeport Logistics Center, 21, Chun Yue Road, Chek Lap Kok, Islands, Hong Kong",Hong Kong,,"Assistant Account Manager, Supply Chain Solutions",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tronex-Hong-Kong-Limited/1X06J918,"Buying Office, Exporter, Manufacturer",Hong Kong,1989.0,,51 - 100,,Mr Simon Chan,"Unit C, 29/F, King Palace Plaza, 55 King Yip Street, Kwun Tong, Kowloon, Hong Kong",Hong Kong,Health Care & Medical Supplies,Chief Executive Officer,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tung-Wah-College-Limited/1S00P9FRC,,Hong Kong,,,,,Mr Manfred Lai,,Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/U-Med-Products-Ltd/1X0912CI,"Exporter, Manufacturer, Wholesaler",Hong Kong,,,,,Mr Brian Ng,"Unit 14, 12/F., Sun Hing Industrial Building, 22 Kin Fat Street, Tuen Mun, NT,",Hong Kong,Health Care & Medical Supplies,-,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vita-Can-Wellness-Company-Limited/1S00PADFE,,Hong Kong,,,,,Angel Man,"Unit 3, 27/F, Wu Chung House, No. 213 Queen's Road East, Wan Chai, Hong Kong",Hong Kong,,Sales Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bio-Innovations-Limited-Partnership/1S00PC4UE,,New Zealand,,,,,Ricardo Cheung,"6 Halwyn Drive, 6 Halwyn Drive, Halswell, Christchurch, New Zealand",New Zealand,Health Care & Medical Supplies,Advisor,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Biolitec-Laser-Science-and-Technology-Shanghai-Co-Ltd/1S00P74EQ,"Export Agent, Import Agent, Manufacturer","Shanghai Shi, Shanghai, Chinese Mainland",2012.0,"Chinese Mainland, Hong Kong, Taiwan View details Factory & Facility",,,Mr Tianhu Wang,,Chinese Mainland,"Health Care & Medical Supplies, Personal Care",,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Camfil-Filtration-Taicang-Co-Ltd/1S00PBNE7,,Chinese Mainland,,,,,Aileen Lu,"No.26, West Dalian Road, Taicang, Suzhou, Jiangsu, Chinese Mainland",Chinese Mainland,,Marketing Sepcialist,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cangzhou-YMY-Rubber-Products-Co-Ltd-/1S00P9M28,,Chinese Mainland,,,,,Yi Ren,"East House, No.10 Plant, No.20, Kaishu Street, Cangzhou Economic Development Zone, Cangzhou, Hebei, Chinese Mainland",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ChangChun-HaoBang-Health-Technology-Co-Ltd/1S00PC84G,,Chinese Mainland,,,,,LIPING WANG,"1380-1, LongBei Road, China Korea Changchun, International Cooperation Demonstration Zone, Jilin, Changchun, Mainland Chinese",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changchun-Shandong-Hepatology-Hospital-Co-Ltd-/1S00PC86A,,Chinese Mainland,,,,,Xiaofang WANG,"No. 3828, Lintai Street, Economic Development Zone, Jilin, Changchun, Dalian, Chinese Mainland",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changzhou-Medical-Bioengineering-Company-Limited/1S00PC5RM,,Chinese Mainland,,,,,- The Manager,"213161, Tianzhutang Dongqing, Zhenglu Town, Wujin District, Changzhou, Jiangsu, China",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Guochengtang-Pharmaceutical-Co-Ltd-/1S00PC884,,Chinese Mainland,,,,,Yu Mao,"Group 3, Yuhe Village, Guixi Subdistrict, Dianjiang County, Chongqing, Chinese Mainland",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Iyasocare-Medical-Co-Ltd-/1S00PBYTN,,Chinese Mainland View details Factory & Facility,,,,,Mr Hang He,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Jizhong-Economic-and-Trade-Co-Ltd-/1S00PC877,,Chinese Mainland,,,,,Qingpeng Hu,,Chinese Mainland,"Food, Gifts / Souvenirs, Health Care & Medical Supplies, Personal Care",,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-JoySuch-Information-Technology-Co-Ltd-/1S00PC24M,,Chinese Mainland,,,,,Weiwei Zhu,,Chinese Mainland,"Health Care & Medical Supplies, Internet of Things",,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Kangkeer-Pharmaceutical-Co-Ltd/1S00PBULF,,Chinese Mainland View details Factory & Facility,,,,,Ms boxu zheng,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Nanfang-Numerical-Control-Equipment-Co-Ltd-/1S00PBYO2,,Chinese Mainland,,,,,Xin Geng,,Chinese Mainland,Health Care & Medical Supplies,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Three-Gorges-Yunhai-Pharmaceutical-Co-Ltd-/1S00PBSD5,,Chinese Mainland,,,,,Juyi Liu,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Combest-Life-Technology-Zhuhai-Co-Ltd/1S00P8L8R,,Hong Kong,,,,,Ms Grace Wong,,Hong Kong,"Homeware & Lifestyle Essentials, Personal Care View details Factory & Facility",,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Finess-Healthcare-Zhejiang-Co-Ltd-/1S00PBUUO,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",,"Africa, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe",,,Mr Stefan Chen,"6th Floor, Building C, Jiaotong BOBO International No. 221 Yongfeng West Road, Haishu District, Ningbo, Zhejiang, Chinese Mainlan",Chinese Mainland,Health Care & Medical Supplies,Sales Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/GenomeMe-Lab-Incorporated/1S00NZYSQ,,Canada,,,,,Lisa Young,,Canada,,Lisa.young@genomeme.ca,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Good-Time-Health-Care-Products-Co-Ltd/1S00P9NBG,,Chinese Mainland,,,,,Ms Ying Zhou,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Pigeon-Medical-Apparatus-Co-Ltd-/1S00P7DRE,,Chinese Mainland,,,,,Mr Xiaowen Lin,,Chinese Mainland,Health Care & Medical Supplies View details Factory & Facility,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guiyang-Xintian-Pharmaceutical-Co-Ltd-/1S00PBS9H,,Chinese Mainland,,,,,Mr Erwei Hu,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Bailing-Group-Pharmaceutical-Co-Ltd-/1S00PBZ2V,,Chinese Mainland,,,,,Ms Jinxin Xiao,,Chinese Mainland,Health Care & Medical Supplies View details Factory & Facility,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-National-Pharmacy-Co-Ltd-/1S00PC8SG,,Chinese Mainland,,,,,Jian Zheng,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Ruihe-Pharmaceutical-Co-Ltd/1S00PBUMC,"Import Agent, Manufacturer","Qiannan Buyizu Miaozu Zizhizhou, Guizhou, Chinese Mainland",1998.0,Chinese Mainland,201 - 500,"US$ 100,000,000 - 249,999,999",Ms Mengya Zhao,"Ruihe Industrial Park ,Guanshan Street Longli, Qinannan, Guizhou PRC",Chinese Mainland,"Health Care & Medical Supplies, Personal Care","Deputy Head, Medical Marketing",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Sanli-Pharmaceutical-Co-Ltd/1S00PC8TD,,Chinese Mainland,,,,,Yue Liu,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Shuifang-Pharmaceutical-Co-Ltd-/1S00PCA75,,Chinese Mainland,,,,,Peishan Song,"7/F, Building 4, Renhe Shengshi, Sanhe Street, Sandu Shui, Qiannan Buyizu Miaozu Zizhizhou, Guizhou, Chinese Mainland",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Tongde-Pharmaceutical-Co-Ltd/1S00PCA4E,,Chinese Mainland,,,,,Tingting Wu,"No. 260, Rende Avenue, Bijiang District, Tongren City, Guizhou, Chinese Mainland",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Yibai-Pharmaceutical-Co-Ltd-/1S00PC25J,,Chinese Mainland,,,,,Miss Nianlin Yang,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Sunride-Medical-Technology-Co-Ltd-/1S00PAZDY,,Chinese Mainland,,,,,Miss ning zhu,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-TaiMedical-Technology-Co-Ltd/1S00PBKVV,,Chinese Mainland View details Factory & Facility,,,,,Ms Xiaoling Jiang,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangxi-Shengqi-Biotechnology-Co-Ltd-/1S00PC83J,Manufacturer,"Nanchang, Jiangxi, Chinese Mainland",2025.0,"Chinese Mainland, Other Asian Countries",26 - 50,"US$ 50,000 - 99,999",Miss Huan Zhang,"No. 217, 3rd Floor, North Building, Baqiao Natural Luojia Town, Qingshanhu District, Nanchang City, Jiangxi Province, Chinese Mainland",Chinese Mainland,Health Care & Medical Supplies,Project Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jilin-Beiyao-Pinzheng-Biotech-Co-Ltd/1S00PC85D,,Chinese Mainland,,,,,XIN JI,"1588 Beizhan Street, Beihu Science and Technology Development, Jilin, Changchun, Dalian, Chinese Mainland",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jilin-Province-Bainong-Import-and-Export-Co-Ltd-/1X0AVUPT,,Chinese Mainland,,,,,Lei Ye,"No.5511 Chaoda Road, High-tech Development Zone, Changchun City, Jilin Province, China",Chinese Mainland,"Beverages, Food, Health Care & Medical Supplies",General Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jilin-Shoucao-Gangmu-Technology-Co-Ltd-/1S00PBJH2,,Chinese Mainland,,,,,miao hu,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jilin-Yatai-Pharmaceutical-Co-Ltd-/1S00PC81P,,Chinese Mainland,,,,,hong yu Li,"No. 8000, Beiyuanda Avenue, High-tech Development Zone, Jilin, Dalian, Chinese Mainland",Chinese Mainland,,Director of R&D,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/LISHIZHEN-PHARMACEUTICAL-GROUP-CO-LTD-/1S00PBYM8,"Exporter, Manufacturer","Huanggang, Hubei, Chinese Mainland",1998.0,"Korea, Other Asian Countries View details Factory & Facility",,,Mr ji sun,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Long-Range-Pharmaceutical-Co-Ltd-Guizhou/1S00PCA5B,,Chinese Mainland,,,,,Yulan Yang,"5 Hi-tech North Road, Wudang District, Guiyang, Guizhou, Chinese Mainland",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NVENTRIC-USA-/1S00PB495,,USA,,,,,Hyunjoo Han,"150 N, Santa Anita Ave, Unit 400, Arcadia, California, USA",USA,,General Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nanjing-Dingshi-Medical-Instrument-Co-Ltd-/1S00PB9GF,,Chinese Mainland,,,,,Mr Xin Cheng,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nantong-Mevid-Life-Scientific-Co-Ltd-/1S00PBOOC,,Chinese Mainland View details Factory & Facility,,,,,Li Jungang,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Pinmed-Instruments-Co-Ltd/1S00PBT4V,,Chinese Mainland,,,,,Cherry Su,"16-1, Building 1, No.98 Chuang yuan Road, Hi-Tech Zone, Ningbo, Zhejiang Province, Chinese Mainland",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/REHAB-MEDICAL/1S00P8LF6,,Macao,,,,,Mr KIDD FONG,,Macao,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shandong-Cheerway-Group-Co-Ltd-/1S00PAKDD,,Chinese Mainland,,,,,Miaotan Dou,"No.777, Xinzhai, Xingguan Rd, Linqu, Weifang, Shandong, China",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenqi-Pharmaceutical/1S00PCA68,,Chinese Mainland,,,,,Lihua He,"Lianhe Plaza, No. 58 Bijie Road, Guanshanhu District, Guiyang, Guizhou, Chinese Mainland",Chinese Mainland,,Director of Technology R&D Management Center,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Zhilai-Medical-Technology-Co-Ltd-/1S00PBT3Y,,Chinese Mainland,,,,,Yixin Su,"3705-3709, 37th Floor, Building 4, Tian'an Yungu Phase II, Shenzhen, China",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sinopharm-Group-Tongjitang-Guizhou-Pharmaceuticals-Co-Ltd/1S00PC8UA,,Chinese Mainland View details Factory & Facility,,,,,Fanglin Lai,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tiansheng-Pharmaceutical-Group-Co-Ltd-/1S00PC82M,,Chinese Mainland,,,,,Yan Zhu,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Utech-Co-Ltd/1S00OQBOP,,Chinese Mainland,,,,,Qiang Yin,"No.390, Jingdongfang Avenue, Beibei District, Chongqing 400714, China.",Chinese Mainland,Health Care & Medical Supplies,CEO,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-YiZheng-ANNO-Health-Care-Products-Co-Ltd/1S00PC5SJ,,Chinese Mainland,,,,,- Manger,"No.259 Tongan Garden, Industry Center,Tongan District, Xiamen, Chinese Mainland",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiangcheng-Songxin-Garment-Co-Ltd/1S00P9M1B,,Chinese Mainland,,,,,Shuai Yuan,"No. 219, Dongfang Avenue, Xiangcheng City, Henan, Chinese Mainland",Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Zhuoyi-Industrial-Trading-Co-Ltd/1S00PBB0P,,Chinese Mainland,,,,,Zhuoli Shi,"No. 26, Xinhuang Road, Kaihua County, Quzhou City, Zhejiang Province, Chinese Mainland",Chinese Mainland,,Sales manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zunyi-Liao-Yuan-He-Tang-Pharmaceutical-Co-Ltd/1S00PC26G,,Chinese Mainland,,,,,Yanlin Chen,,Chinese Mainland,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vocal-Engineering-Technologies-Limited/1S00PBSQ2,,Hong Kong,,,,,Ka Ho Wong,"Unit 1039, 10/F, Building 19W, Hong Kong Science Park, 19 Science Park West Ave, Sha Tin, New Territories, Hong Kong",Hong Kong,Health Care & Medical Supplies,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DRESIO-Limited/1S00OBASE,,Hong Kong View details Factory & Facility,,,,,Mr Alexander Ying,,Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Medmind-Technology-Limited/1X0BADKD,,Hong Kong,,,,,Nathan Hui,"Unit 52, 5/F, Ph 3 Building 19W, Hong Kong Science Park 19 Science Park West Ave Sha Tin, New Territories, Hong Kong",Hong Kong,,Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/RHT-Industries-Limited/1X06UIJZ,"Manufacturer, Wholesaler",Hong Kong,1998.0,,,,Dr Cathy Jim,"Unit 8-9, 2/F, Wireless Ctr, Ph 1 Building 3e, Hong Kong Science Park 3 Science Park East Ave Sha Tin, New Territories, Hong Kong",Hong Kong,"Building Materials & Supplies, Environmental Protection, Home Appliances, Personal Care",Director,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Baptist-University/1X08UWGW,,Hong Kong,,,,,Cindy Tse,"Kowloon Tong, Kowloon, Hong Kong",Hong Kong,,"Senior Marketing Officer, Knowledge Transfer Office",
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/The-Open-University-of-Hong-Kong/1X09GQFF,,Hong Kong,,,,,Kwok Fai Lui,"Room 2702, Wah Cheang Hos, Wah Fu Est, Aberdeen, Hong Kong",Hong Kong,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lingnan-University/1X03BRDE,,Hong Kong,,,,,Rosiah Wing-Ho Ho,8 Castle Peak Road Tuen Mun New Territories Hong Kong,Hong Kong,,Associate Director,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/The-Chinese-University-of-Hong-Kong/1X00PDP8,Others,Hong Kong,,,,,Miss May Yu,"Room 601, Ho Sin Hang Eng Building Cuhk, Shatin, New Territories, Hong Kong.",Hong Kong,"Health Care & Medical Supplies, Medical & Healthcare, Professional Services",Project Coordinator,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
