company name,location,Booth,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,HKTDC Events,supplier_url,exhibitor_url,Company Background,Brand Name,Company Website,Certificates,Other Certificates
"Guangzhou JiangMing Jewellery Co., Ltd.",Chinese Mainland,Booth: AWE 10-C27   |   Laboratory-grown Diamond   |   ,"Exporter, Manufacturer","Laboratory-grown Diamond, Synthetic Semi-Precious Stone, Fancy Diamond, Synthetic Precious Stone","Zircon, sapphire, cultured diamond, cultivated gemstone, semi-precious stone","OEM, ODM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong International Optical Fair 2024 HKTDC Hong Kong International Jewellery Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-JiangMing-Jewellery-Co-Ltd/1X0AAXWD,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005ZL1C,,,,,
Italian Trade Commission,Italy,Booth: AWE 10-D05   |   Trade Associations & Publications   |   Italy Pavilion,,,,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Wine & Spirits Fair 2019 HKTDC Hong Kong International Wine & Spirits Fair 2018 HKTDC Hong Kong International Film & TV Market (FILMART) 2014 Eco Expo Asia – International Trade Fair on Environmental Protection 2013 HKTDC Hong Kong International Film & TV Market (FILMART) 2013",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Italian-Trade-Commission/1S00O39X0,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005ZL50,,,www.ice.it/en,,
Yau Shing Gems Company Limited,Hong Kong    |    Factory in Chinese Mainland,Booth: AWE 9-D24   |   Semi-Precious Stone   |   ,"Manufacturer, Wholesaler","Rough Stone, Ruby, Turquoise, Tourmaline, Tanzanite, Mineral, Aquamarine, Sapphire, Coloured Gemstone, Emerald","Manufacturer & Wholesaler of Semi-Precious Stones mainly in: - Cabochon in Calibrated Sizes - Briolettes & Beads, Necklace - Pendants, Earrings, Rings With Stone: Amazonite, Aquamarine, Quartz, Turquoise, Lapis, Labradorite, Larimar, Kyanite, etc","ODM, OEM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yau-Shing-Gems-Co-Ltd/1X001GWS,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YJDE,"Founded in 1990s and established in Hong Kong, we have been manufacturing and selling cabochons, briolettes and stone beads with calibrated sizes for more than 30 years. Throughout these decades, we have gained deep knowledge in handling a wide range of gemstones, from natural colour quartz to various feldspars. If you have any inquiry on stone products, please don't hesitate to contact us. Thank you.",,ysg.hk,,
Goldenage International Limited,Hong Kong    |    Factory in Hong Kong,Booth: AWE 1-F18   |   Fresh Water Pearl   |   ,"Manufacturer, Retailer, Wholesaler",Fresh Water Pearl,"Standard Pearl Clasps, Findings, Pearl Related Jewellery, Diamond and Gemstone Ring, Earrings, Necklace. Custom Jewellery Design Manufacturer.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Jewellery Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Jewellery Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Jewellery Show 2017 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Goldenage-Int-l-Ltd/1X009HZM,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YB4D,"Goldenage International, a respected brand for jewellery findings, wedding rings and custom jewellery manufacturing. Supplying world's leading jewellery houses, Goldenage has been the brand behind brands for over 40 years. Goldenage, the ultimate source for high-quality stamped and pressed findings backed by Australia's largest precious metal group Pallion Group providing precious metals products "" From Mine to Market"" From individual findings needs to large volume orders, Goldenage has built its reputation on supplying the finest quality findings at the most competitive prices.",,goldenageintl.com,,
Sanwa Pearl & Gems Limited,Hong Kong,Booth: AWE 10-G24   |   Synthetic Gemstone   |   ,Wholesaler,"Coral, Opal, Mabe Pearl, Synthetic Semi-Precious Stone","Opal , Coral , Pearl , Mabe Pearl , Created Gems & Knitting Ball","OEM, ODM, OBM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Optical Fair 2023 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2022 HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sanwa-Pearl-Gems-Ltd/1X00281B,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YK1D,"Sanwa Pearl & Gems Ltd has been specializing in pearls since 1990. In 1995, Sanwa Pearl merged with Polfung Brother Enterprise Co (1984). We own two production plants in China. During three years, we keep on extending and improving our products by utilizing the advance technique so as to offer a variety of jewelry for worldwide business.",Bello Opal,www.sanwapearl.com.hk,,
Tai Chung Jewellery Company Limited,Hong Kong    |    Factory in Chinese Mainland,Booth: AWE 1-E32   |   Sea Water Pearl   |   ,"Manufacturer, Exporter","Coloured Gemstone, Mabe Pearl, Jadeite, Natural Pearl, Opal, Tahiti Pearl, Natural Pearl, Turquoise, Mabe Pearl, Tourmaline, Fresh Water Pearl","We deliver creative and delicate works with fine craftsmanship at competitive prices. If you have something out of the ordinary, or have a tight schedule to meet, we would be more than happy to provide you with assistance & solutions.","ODM, OEM, OBM, Others","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tai-Chung-Jewellery-Co-Ltd/1X00A2S2,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005U86A,"Tai Chung Jewellery is a manufacturer, wholesaler and exporter of Mother of Pearl, Pearls & Semi-precious Stone made items. Among all, we are the specialist in Lapis Lazuli. We custom-make a vast array of items, from beads to cabochons, carvings, semi-finished parts, components and finished accessories, including 925 Silver jewels.",TC,www.taichungjewellery.com,,
A & E Pearl Company Limited,Hong Kong,Booth: AWE 1-B04   |   Fresh Water Pearl   |   ,"Wholesaler, Manufacturer, Exporter",Fresh Water Pearl,Fresh Water Pearl,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/A-E-Pearl-Co-Ltd/1X00846I,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y686,"A and E Pearl Co. Ltd. is a quality manufacturer that involves in the design, production and wholesale activities of Fresh Water Pearls. We offer different varieties and qualities of Fresh Water Pearl that range from loose pearls, semi-finished jewelry to finished jewelry such as necklaces, bracelets, bangles, earrings. We also provide tailor-made service to customers with their own designs or by creating designs for them.",,,,
CVD Diamond,Hong Kong    |    Factory in India,Booth: AWE 10-F02   |   Laboratory-grown Diamond   |   ,"Wholesaler, Manufacturer, Importer, Exporter",Laboratory-grown Diamond,"We are a leading Grower, Manufacturer & Exporter of Lab Grown Diamonds, having almost a decade-full of experience in this segment. We have diamonds ranging from 0.005 Ct to 25.97 Cts in both certified and non-certified categories (parcels & solitarie","OBM, ODM, Others, OEM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Jewellery Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2022 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/CVD-Diamond/1X0AMSH7,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005V93I,,CVD DIAMOND,www.cvddiamondhk.com,,Business Registration Certificate Issued By Business Registration Certificate Type - Valid Date (N/A) - 18 Aug 2021
Cubic Craft Limited,Hong Kong    |    Factory in Chinese Mainland,Booth: AWE 10-H28   |   Synthetic Gemstone   |   ,Manufacturer,"Synthetic Semi-Precious Stone, Coloured Gemstone, Synthetic Precious Stone","Lab created stones,Lab Emerald, Lab Sapphire, Lab Ruby, Lab Paraiba, Lab Alexandrite,Lab Paparacha,CVD, Synthetic stones,CZ, Moissanite, 4 Leaf stones",OEM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cubic-Craft-Limited/1S00OT1FQ,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YBDM,"We specializes in cutting Lab Created stone, Lab Ruby,Lab sapphire, Lab emerald, CVD/HPHT.We cut synthetic stone, CZ, Moissanite, Spinel,Corundum,Nano,Glass.including various semiprecious stones, Natural Beads. Have many color,with high quality. Our factory have 30 Years production experience,Our Products are mainly exported to Hong Kong, Taiwan, Southeast Asia, US, Europe.",ALTA,www.cjjewellery.cn,,
Diamart (HK) Limited,Hong Kong,Booth: AWE 5-F09   |   Diamond   |   ,"Exporter, Importer, Manufacturer","Loose Diamond, Carat Size Diamond, Fancy Diamond","GIA CERTIFIED DIAMOND FROM 0.18 TO 5.00 CRT.+ Offering All Size, Color, Shape (Round, Pear, Princess, Emerald, Marquise, Cushion, Oval, Heart, Radiant)","OBM, ODM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Diamart-HK-Limited/1X08X3CF,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YATB,"DiaMart (HK) LTD.Always Leading on All Diamond Markets for Diamond Quality and R3 Techniques (Right time, Right quality, and Right place)DiaMart (HK) Ltd Offering All Size, Color, Shape (Round, Pear, Princess, Emerald, Marquise, Cushion, Oval, Heart, Radiant)",,diamarthk.com,,
Exclusive Pearls & Gems Co. Limited,Hong Kong,Booth: AWE 1-J31   |   Sea Water Pearl   |   ,"Exporter, Wholesaler, Importer",South Sea Pearl,SOUTH SEA PEARLS,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Exclusive-Pearls-Gems-Co-Limited/1X08YLUF,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YBNS,,,,,
Gem Matrix (HK) Limited,Hong Kong,Booth: AWE 9-G09   |   Precious Stone   |   ,Export Agent,"Ruby, Emerald, Sapphire","ruby,sapphire,emerald",OEM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gem-Matrix-HK-Limited/1X03X6G2,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YBOP,,,www.gem-matrix.com,,
J Ocean Pearl Jewellery Limited,Hong Kong,Booth: AWE 1-K32   |   Sea Water Pearl   |   ,Wholesaler,"Tahiti Pearl, Akoya Pearl, South Sea Pearl","White and Golden South Sea Pearl, Tahitian Pearl, Akoya Pearl",ODM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2022 HKTDC Lifestyle ShoppingFest 2021 HKTDC International Sourcing Show 2021 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/J-Ocean-Pearl-Jewellery-Limited/1X08E4DB,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y9CR,"J Ocean Pearl is famed for wholesaling loose pearl and pearl strands in all kinds including South sea , Tahitian Cultured.",J Ocean Pearl,www.joceanpearl.com,,
Jolly Gems (H.K),Hong Kong    |    Factory in Hong Kong,Booth: AWE 11-E23   |   Semi-Precious Stone   |   ,"Wholesaler, Importer, Retailer","Ruby, Sapphire, Tourmaline, Emerald, Coloured Gemstone, Opal, Tanzanite, Aquamarine",We are wholesaler and exporter of natural gemstones,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jolly-Gems-H-K-/1X00A2FF,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YBBS,"JOLLY GEMS (H.K) IS MONITORED BY MR AKSHAY AGARWAL, (OWNER). OWING TO HIS DEDICATED EFFORTS WE ARE ABLE TO CARVE NICHE IN THE COMPETITIVE MARKET FOR OUR PRODUCTS IN THE INDUSTRY. WE SUPPLY OUR PRODUCTS TO VARIOUS COUNTRIES LIKE JAPAN, HONG KONG, AUSTRALIA, U.S.A. AND MANY MORE.",,,,
Master Glory Investment Ltd,Hong Kong,Booth: AWE 1-A11   |   Fresh Water Pearl   |   ,Exporter,Fresh Water Pearl,Fresh Water Pearl,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Master-Glory-Investment-Ltd/1X009LIR,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YT21,,,,,
Michael Gems Co.,Hong Kong    |    Factory in Chinese Mainland,Booth: AWE 9-F36   |   Semi-Precious Stone   |   ,"Wholesaler, Retailer",Turquoise,"Lapis, Turquoise Stone, Abalone Shell, Queen Conch Shell, White Mother of Pearl, Yellow Mother of Pearl, Wampum, Shiva Eyes",OEM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2022 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Michael-Gems-Co-/1X00COOC,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y8PP,Michael Gems named of Mr. Michael Chung who have 30 years Lapis and Shells cut experiences. When Michael was 16 has been work in gemstone factory in China as a trainee to cut and performing the semi-precious stone on each day. through these years experiences. Michael learned the most skills for cut and control the calibrated size with semi-precious stone & Shells! When he was 20 went to Hong Kong and started his own workshop.,,www.michaelgemsco.com,,
Moonlight Pearl (International) Limited,Hong Kong,Booth: AWE 1-R02   |   Fresh Water Pearl   |   ,"Wholesaler, Manufacturer","Fresh Water Pearl, Natural Pearl",2-15mm LOOSE PEAERL AND STRTANDS,OEM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Moonlight-Pearl-Int-l-Ltd/1X009M9X,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YB5A,Fresh Water Farmer,,www.moonlightpearl.com,,
"Net Japan (Hong Kong) Co., Ltd",Hong Kong,Booth: AWE 5-H27   |   Diamond   |   ,Wholesaler,"Carat Size Diamond, Loose Diamond","Large selection of loose diamonds, certified single stones, melee parcels, recycled diamonds.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Jewellery Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Jewellery Show 2023 HKTDC Hong Kong International Jewellery Show 2019 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Net-Japan-Hong-Kong-Co-Ltd/1X073699,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005V4UE,"Established more than 20 years ago, our company has built a reputation as one of the largest diamond and jewelry recycling companies in Japan. Our long standing experience as well as discerning eye for high quality, timeless pieces enables us to keep hot ticket items regularly available to our clients. We are regular participants of all the annual jewelry exhibitions in Hong Kong, where we have gathered a large number of loyal customers who come back time after time to purchase from us again.",,www.net-japan.com.hk,,
Perfect Pearl (HK) Company Limited,Hong Kong,Booth: AWE 1-E08   |   Fresh Water Pearl   |   ,"Manufacturer, Exporter, Wholesaler","Jade, Tahiti Pearl, Turquoise, Natural Pearl, South Sea Pearl, Tourmaline, Fresh Water Pearl","Fresh Water Pearls, South Sea Pearls, half drilled pearls, bracelets, necklaces, earrings and rings. Semi - precious stones beads, rondell, bracelets, pendands, rings, chips, tumble, carvings and fancy shapes.","OEM, Others","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Perfect-Pearl-HK-Company-Limited/1X009NQD,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YALZ,"Perfect Pearl (HK) Company Limited is a quality manufacturer that involves in design, production and wholesale of Fresh Water Pearls specialized in supplying all kinds of medium to high quality Freshwater Pearls for worldwide market. We offer different varieties of Fresh Water Pearls that range from loose pearls, semi-finished strands to finished products such as necklaces, bracelets, bangles, earrings, rings, pendants, etc. We also provide tailor-made service to customers who would like to use their own designs. We have pearls in a wide range of sizes and colors to suit every customer's needs. Shapes we supply are including round, potato, faceted potato, rice, biwa, keshi, baroque, coin, square, rectangle and rhombus. Your own designs are much welcomed and we also appreciate your comments on our collections. We are looking forward to serving you soon.",,www.perfectpearl.hk,,
Pointers Gemcraft & Jewellery Mfy,Hong Kong    |    Factory in Chinese Mainland,Booth: AWE 9-E29   |   Semi-Precious Stone   |   ,Wholesaler,"Tourmaline, Mineral, Amber, Coloured Gemstone, Fresh Water Pearl, Rough Stone, Opal, Fossil, Turquoise, Aquamarine","Pointers Gemcraft & Jewellery Mfy established since 1964. We are a HK based gemstone company that connect with the world gemstone mining company, large jewelry retail chains, designers hub & gemstone trade market. We specialize in rare gemstone craft",OEM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Jewellery Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pointers-Gemcraft-Jewellery-Mfy/1X0012FF,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YBI7,"Pointers Gemcraft & Jewellery Mfy established since 1964. We are a HK based gemstone company that connect with the world gemstone mining company, large jewelry retail chains, designers hub & gemstone trade market. We specialize in rare gemstone craftsmanship & silvery jewellery making.",,www.pointersgroup.com,,
Rio Pearl,Hong Kong,Booth: AWE 1-F32   |   Sea Water Pearl   |   ,"Retailer, Wholesaler, Exporter, Manufacturer","South Sea Pearl, Akoya Pearl, Natural Pearl, Tahiti Pearl",WE ARE THE SPECIALIST OF THE LOOSE PEARLS,OEM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Jewellery Show 2023 HKTDC Lifestyle ShoppingFest 2021 HKTDC Hong Kong International Jewellery Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Jewellery Show 2018 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rio-Pearl/1X0012KA,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005ZJPE,WE ARE THE SPECIALIST OF THE LOOSE PEARLS,,www.riopearl.com.hk,,
SG HK Limited,Hong Kong,Booth: AWE 5-F01   |   Diamond   |   ,"Wholesaler, Importer, Exporter, Retailer","Loose Diamond, Carat Size Diamond, Fancy Diamond","We, SG HK Limited, are one of the leading suppliers of Loose Diamonds from sizes 0.003 - 0.29cts in Full Cut & Single Cut. We also deal in Certified Stocks of GIA, IGI, HRD Round and Fancy Shapes ranging from 0.30-19.99 cts in D-Z and Fancy Colors","ODM, Others, OBM, OEM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong Watch & Clock Fair 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/SG-HK-Limited/1X009PKD,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UTZA,"A Highly Trusted Name in the Industry, SG HK Limited Dedicates Itself Towards Earning that Trust by Sharing Values, Experience & Expertise through all these years Of Efficient Operations in our Industry. 'SG HK' should Symbolize a name to Reckon with True Craftsmanship & the Best of Customer Service to enable to become a Distinguished Company in the Polished Diamond Industry. Our Work Practices should be Synonymous with the Best of Client Services & a Preferred Company in the Diamond Industry to ensure Complete Satisfaction of all Associated with Our Company. We wish to become a Premium Player in all the Verticals that we Operate; by Continually Raising our Standards of Excellence for Our Workforce & Clients; along with the Most Ethical Business Policies. We Assure You of Our Best Services which will Add Sparkle into Your Lives; with Our 'True Value, Natural Diamonds'.","SEJAL,SG HK",www.sejalgems.in,,
