company name,location,Booth: 3C-D14   |   Public Hall - Beverages (Alcoholic)   |   ,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Brand Name,Company Website,HKTDC Events,Certificates,Other Certificates,supplier_url,exhibitor_url,Company Background,Booth: 1B-A10   |   Public Hall - Sauces & Seasonings   |   
New Base Trading Co,Hong Kong,,,"Import Agent, Distributor","Functional Food, Organic Food & Beverage",Carman's protein bars and nut bars are made in Australia with various flavors. Berruto is Italy healthy pasta cup with less than 80 kcal and total fat of 2g per cup. Queen Harbour Pate is made of Norwegian Salmon with 40% fish without preservative,"Carman's,Berruto,Queen Harbour",www.newbase.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Hong Kong International Wine & Spirits Fair 2025 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Hong Kong International Wine and Spirits Fair 2024 HKTDC Food Expo 2024 HKTDC Hong Kong International Wine and Spirits Fair 2023 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/New-Base-Trading-Co/1X05OXOL?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063IWU?fairCode=hkfoodexpo&locale=en,"We are the import agent of several overseas brands on healthy and tasty snacks which are suitable for hotels, bars as well as supermarkets.",
Ping Shan Foods Company Limited,Hong Kong,,,Wholesaler,"Macaroni, Spaghetti",Beef Ball,"Teochew Grandpa,Teochew Grandpa,Levante",psf.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2023 HKTDC Hong Kong International Tea Fair 2019,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ping-Shan-Foods-Company-Limited/1X0AULLO?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063R7O?fairCode=hkfoodexpo&locale=en,"Established in year 2004, Ping Shan Foods mainly imports quality foods and wines from Europe to Hong Kong, which includes Italian truffle, Olive Oil, Italian pasta, grape vinegar, cheese Spanish ham, German wine and Juice. Ping Shan Foods embraces the responsibility and provides quality food to companies like big wholesalers, hotel chains, chain restaurants, café, catering goods, central kitchen , we also expand ourselves to retail sector in recent years with the increasing demand of home consumption of quality food. Ping Shan Foods also expanded to China and Macau in recent years, with the expectations to import quality foods to the customers.",
San Yie International Holdings Limited,Hong Kong    |    Factory in Chinese Mainland,,,"Exporter, Retailer, Distributor, Importer, Wholesaler, Manufacturer","Health Supplement, Water, Chocolate, Snack, Tea, Organic Food & Beverage, Soft Drink, Fermented Milk Drink, Candy, Biscuit, Fruit Juice","ROYAL JELLY, PROPOLIS, HONEY, POLLEN, FOOD, Chews, Candy AND DRINK","San Yie,蜂之寶,B+b",www.hksyhoney.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 HKTDC Food Expo 2017 Show More,,"""STC Tested"" Mark Issued By HKSTC Type - Valid Date (N/A) - 04 Nov 2021",https://sourcing.hktdc.com/en/Supplier-Store/Profile/San-Yie-International-Holdings-Limited/1X05S0ND?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063JF8?fairCode=hkfoodexpo&locale=en,"Founded in 1935, the headquarter of San Yie International Group is located in the New Territories of Hong Kong, is a professional comprehensive enterprise using pure natural bee products as the main ingredient, focuses on research and development, produces and sales of honey, propolis, royal jelly, bee pollen, honey drinks, health care product series, royal jelly skincare series and so on.",
Chongqing Municipal Commission of Commerce,Chinese Mainland,,,Government,"Trade Associations & Government Organisations, Trade Associations & Government Organisations, Trade Associations & Government Organisations","To be responsible for promoting the development of the business and trade circulation industry, to formulate specific measures for opening up markets and promoting consumption",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 Innoex 2026 HKTDC Food Expo 2025 electronicAsia 2024 HKTDC Food Expo 2024 electronicAsia 2023 HKTDC Food Expo 2023 HKTDC Food Expo 2022 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Municipal-Commission-of-Commerce/1S00NOKUY?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0064U8I?fairCode=hkfoodexpo&locale=en,,
Kurozu,Hong Kong,,,"Wholesaler, Retailer","Tea, Snack","Snack , healthy vinegar, Japanese brown sugar, Japanese black garlic, Japanese black soybean, manuka honey, Japanese healthy tea, food and drink, organic food & drink","YAKUNO,Marushige,YAMANEEN,GENKI,KUROZU",www.kurozu.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kurozu/1S00O38ZV?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063JH2?fairCode=hkfoodexpo&locale=en,"Hong Kong based company, specialized in importing healthy food & snack from overseas and distribute and retail in Hong Kong.",
Naturalis World Limited,Hong Kong,,,Distributor,"Sparkling Wine, Snack, Table Wine, Fruit Juice","Our Senac non-alcoholic sparking drink, loved by both adults and children; fresh sparkling wines with delicate fruity aromas; Sangria, a must-have for family gatherings and parties; as well as a selection of fine red and white wines.","Capel,Senac,Serviola,Murviedro,Santero",www.naturalisworld.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Hong Kong International Wine & Spirits Fair 2025 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Hong Kong International Wine and Spirits Fair 2024 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Naturalis-World-Limited/1X0A8IXL?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063VMB?fairCode=hkfoodexpo&locale=en,"Naturalis World Limited is an alcoholic beverage importer and wholesaler in Hong Kong. The origin is mainly from Spain and Italy. The wine list is extensive, including red wine, white wine, sparkling wine, sangria, and non-alcoholic sparkling drink. In addition, we are one of the largest exclusive agents of Spanish and Italian wines, major brands include Capel Vinos and 9.5.8 Santero. To this day, we import and wholesale alcoholic products even more.",
"Saraya (Hong Kong Sales) Co., Limited",Hong Kong    |    Factory in Hong Kong,,,"Wholesaler, Importer, Manufacturer, Distributor","Sauce, Seasoning, Functional Food, Snack, Cake, Coffee, Snack, Soft Drink, Sauce, Seasoning, Bread, Candy","Monkfruit sweeteners - sugar replacement, and other bakery powder, coffee and chocolate powder, sauces, jam, snack and candy made with monkfruit sweeteners.","Lakanto,Saraya",www.lakanto.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Saraya--Hong-Kong-Sales--Co---Limited/1X08P9GT?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063HOJ?fairCode=hkfoodexpo&locale=en,"SARAYA provides you with all the solutions in Sanitation and Health that you will ever need. From Hospitals to Businesses, to Particulars, we give you the tools and education necessary to keep your patients, clients, and family safe in an environmentally friendly way.",
Ali Baba International Ltd,Hong Kong    |    Factory in Syria,,,"Distributor, Wholesaler, Retailer","Organic Food & Beverage, Snack, Candy, Chocolate","Welcome to visit our Booth, you can find many type of Arabic health food there: e.g more then 50 type of chocolate, natural dried fruit, e.g Figs, dates, apricot, natural rose flower and rose product etc.","Malatya Pazari,Zenbarakji,Mr Food Malban",www.alibabahk.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Simply Shopping Fest 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ali-Baba-International-Ltd/1X05OYWA?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063HPG?fairCode=hkfoodexpo&locale=en,"We are selling health food from Middle East,e.g Syria, Saudi Arabic, there including dried dates, figs, aprcot and sugar free chocolate, rose product. We are planning to open other branch in Hong Kong Island soon. For more details about our company & our products, please visit our company Websit: www.alibabahk.com or contact us on 35270955.",
Hong Kong Fine Wine Exchange Centre Limited,Hong Kong,,,"Importer, Service Company, Exporter",Chinese Liquor,將道酒 ：醬香型白酒 -産於貴州茅台鎮核心區域，以茅台鎮本地紅纓子高粱為原材料 。堅持12987傳統釀造工藝：一年一週期，兩次投料，九次蒸煮，八次發酵，七次取酒，經過長達八年及不同年份酒堆調貯存。入口爆香，醬香突出，回味悠長，空杯留香。正宗基因：匠心堅守，飲將道酒：天長地久。,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Hong Kong International Wine & Spirits Fair 2025 HKTDC Food Expo 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Fine-Wine-Exchange-Centre-Limited/1S00P3RAF?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063VWH?fairCode=hkfoodexpo&locale=en,,
Network Foods (Hong Kong) Ltd,Hong Kong,,,"Distributor, Importer","Canned Food, Snack, Coffee, Candy, Fruit Juice, Chocolate",Network Foods (Hong Kong)Ltd. distributes range of premium quality chocolate from US & popular confectionery from Malaysia. It also represents trendy snacks from Korea/Asia and all-time-favorite fruit based beverage from New Zealand,"Crispy Kris(趣脆米)朱古力,DeliSea (海之選)即食罐裝煙燻蠔,Kun Yang(養康）韓國柚子茶，生薑茶，大棗茶系列,Nekta(纽西慧)奇异果汁饮料,Old Village coffee 老乡镇咖啡,Tango/Tango Light 探歌朱古力,Tudor Gold 金舵朱古力,USA-Andes(美国安迪士)薄荷朱古力系列,Vergold Nut Ranges坚果系列",www.networkfoods.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 SIAL Shenzhen HKTDC Food Expo 2023 SIAL Shanghai SIAL Shenzhen HKTDC Food Expo 2022 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Network-Foods-Hong-Kong-Ltd/1X04V7VK?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063K8S?fairCode=hkfoodexpo&locale=en,"Network Foods (HK) Ltd. is a marketing & distribution company. We have a well experienced & professional sales, marketing & distribution team to provide strong/reliable support to promote and distribute range of international brands of healthy drinks/healthy snacks, convenient good, chocolate confectionery for Hong Kong, China & Macau markets. We started our presence in HK in the 70's with manufacturing plant set up in Malaysia manufacturing various range of premium quality chocolate confectionery for export to the world. Since then, Network Foods (HK) Ltd. has a strong heritage on Chocolate. Sales and distribution of chocolates remains one of the core business of the company.",
Newton Marine Products (2021) Company Limited,Hong Kong,,,"Manufacturer, Importer, Distributor","Frozen Meat, Dried & Preserved Food, Frozen Seafood",We have our own factory to provide high quality and excellent services to our customers Product: Frozen seafood Smoked salmon Sausage Etc,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Hong Kong International Wine & Spirits Fair 2025 HKTDC Food Expo 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Newton-Marine-Products-2021-Company-Limited/1S00P3OKO?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063QYG?fairCode=hkfoodexpo&locale=en,,
Noble Health Company Limited,Hong Kong    |    Factory in USA,,,"Retailer, Wholesaler, Import Agent, Exporter, Export Agent, Importer",Health Supplement,卓營方有著豐富的藥品、健康食品批發經驗，讓卓營方更了解現代都市人對健康的迫切需求。生活忙碌，卻經常睡眠不足、缺乏運動，加上來自不同方面的壓力及生活的壞習慣，亞健康狀態就出現了。現代都市人，缺乏保健意識，天氣劇變，就立刻發燒感冒，而且很多時候備受失眠、頭痛、情緒低落和煩躁等癥狀，影響工作及生活。 卓營方希望現代都市人能擁抱更美好生活，擁有更美好感覺，時刻保持最佳狀態。懷著這樣的初心，就此成就卓營方品牌。品牌期望，通過卓越產品，營造更美好的人生。,YesNutri,https://noblehealthco.com/hk/,"Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 The 69th China (Guangzhou) International Beauty Expo, Spring 2026 China International Beauty Expo (Guangzhou) Spring HKTDC Beauty & Wellness Expo 2024 Food Business Mission to Singapore and Malaysia HKTDC Food Expo 2016",,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NOBLE-HEALTH-CO-LTD/1X09HWQM?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063JUZ?fairCode=hkfoodexpo&locale=en,"Noble Health is a licensed drug wholesaler approved by the Hong Kong Government Department of Health. Since our inception in 2005, we have accumulated over twenty years of experience in import, export, wholesale, and retail operations. Our portfolio includes registered drugs, Chinese and Western nutritional supplements, herbal products, and medicated oils, among others. Our regulatory team has successfully registered more than 400 pharmaceutical products in Hong Kong, reflecting our strong compliance culture and market reputation. Our business model focuses on a one-stop, high-quality service. We rigorously select reputable manufacturers (cGMP-compliant) from Europe, the United States, Australia, New Zealand, and other regions, and offer extensive capabilities such as professional drug registration, OEM/ODM packaging design, trademark registration, standardized packaging procedures, warehousing, and logistics management. We provide end-to-end support to ensure reliable supply, regulatory alignment, and efficient market execution. Our sales network spans China, Hong Kong, Macau, and Southeast Asia, underpinned by a solid reputation and trusted partnerships.",
Sing Wah Development Limited,Hong Kong    |    Factory in Hong Kong,,,"Retailer, Manufacturer, Wholesaler",,Mrs. SO's XO Sauce was launched to the public on August 2009 but the enthusiastic response recceived was overwhelming. Food lovers recognized immediately its unique taste and the reason why it was so popular among Mrs. So's Friends for the past 16yr,蘇太名醬,www.xo-sauce.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,FSSC 22000 Issued By SGS Type FSSC22000 Valid Date 01 Nov 2022 - 13 Nov 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sing-Wah-Development-Ltd/1X04NIQS?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063U13?fairCode=hkfoodexpo&locale=en,"Sing Wah Development Company Limited manufactures MRS. SOs XO SAUCE at its plant situated in Tuen Mun, New Territories. The manufacturing process is under international ISO22000 and FSSC 22000 requirements of Mrs. So in order to ensure the best standard. Mrs. So XO Sauce Mrs. So, a very successful businesswoman, has hosted many dinner parties for her friends from all over the world. Her menus are always specially designed according to the seasons and consist of delicious and exquisite dishes. Under her supervision, her chef prepared a special XO sauce for her guests, which was enthusiastically received at its introduction more than 15 years ago. It has since become the most popular after-dinner gift from the hostess. However the sauce could only be enjoyed by the few people who had the good fortune to be invited by Mrs. So to her dinner parties. After much persuasion and encouragement, Mrs. So finally decided to share this special sauce with food lovers of Hong Kong.",
"Chengdu Dehong Agricultural Development Co.,Ltd.",Chinese Mainland,,,Trade/Industrial Organisation,"Tea, Water, Vegetable, Tea, Water, Vegetable","Black Tea,Feicui Mountain Spring Water,Lettuce,Pumpkin,Cucumber,Eggplant,Luffa,Winter Melon,Tomato,Onion,Scallion,Leaf Lettuce,Shanghai Green,Water Spinach,Choy Sum",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo PRO 2026,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chengdu-Dehong-Agricultural-Development-Co-Ltd-/1S00PDP9K?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065BSD?fairCode=hkfoodexpo&locale=en,,
Farmjoa,"Korea, Republic Of",,,"Exporter, Manufacturer","Frozen Seafood, Frozen Vegetable","High-quality IQF frozen vegetables and convenient food solutions delivering consistent quality, extended shelf life, and clean-label ingredients for global retail and food service industries.",,farmjoa.dbr3969.workers.dev/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Farmjoa/1S00P4FMR?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S006494F?fairCode=hkfoodexpo&locale=en,,
"Fujian Xianzhilou Biological Science & Technology Co., Ltd.",Chinese Mainland,,,"Distributor, Exporter, Manufacturer","Health Supplement, Health Supplement",仙芝樓是專注靈芝健康產業的國家高新技術企業，靈芝基地連續二十一年通過中國、美國、歐盟、日本有機認證，入選全國首批“三無一全”藥材品牌基地。仙芝樓品牌也先後獲評中國靈芝十大品牌企業、中國馳名商標、新華社民族品牌工程、福建首屆品牌價值百強企業、福建省政府品質獎提名獎、福州市政府品質獎等，是中國有機靈芝的領軍品牌。,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Xianzhilou-Biological-Science-Technology-Co-Ltd-/1X0A5OBP?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065YFT?fairCode=hkfoodexpo&locale=en,,
Jeonbuk Institute For Food-Bioindustry,"Korea, Republic Of",,,Others,Fresh Seafood,"Seafood Processed Foods Produced in Jeonbuk, South Korea",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jeonbuk-Institute-For-Food-Bioindustry/1X0AUNLI?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0066G7Z?fairCode=hkfoodexpo&locale=en,,
"Yunnan TAETEA Group Co., Ltd.",Chinese Mainland,,,Chain Store,"Trade Associations & Government Organisations, Trade Associations & Government Organisations, Trade Associations & Government Organisations","Sourced from Yunnan, TAETEA Pu'er matures over time. A National Heritage, it uses smart fermentation. Sheng 7542 is floral, ideal for aging. Ripe 7572 is mellow, great for daily drinking.",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo PRO 2026,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yunnan-TAETEA-Group-Co-Ltd-/1S00PDOYI?fairCode=hkfoodexpo&locale=en,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065BAV?fairCode=hkfoodexpo&locale=en,,
