company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,supplier_url,exhibitor_url,,Booth: 5C-A08   |   Convenient & Instant Food   |   Korea (aT-Head),Certificates,Other Certificates,"Booth: 5C-B31   |   Health, Green & Organic Food   |   ",Booth: 5E-D06   |   Convenient & Instant Food   |   ,"Booth: 5E-E17   |   Canned, Frozen & Processed Food   |   ",Booth: 5C-E20   |   Bakery Products   |   Chinese Mainland (Zhejiang),Booth: 5C-C26   |   Sauces & Seasonings   |   Chinese Mainland (Sichuan Supplier),"Booth: 5C-C02   |   Biscuits, Snacks & Confectionery   |   Chinese Mainland (Sichuan)","Booth: 5E-E22   |   Canned, Frozen & Processed Food   |   ","Booth: 5E-E09   |   Canned, Frozen & Processed Food   |   ",Booth: 5C-C22   |   Halal Food & Beverage   |   Chinese Mainland (Sichuan Supplier)
Cahya Matha Enterprise,Malaysia    |    Factory in Malaysia,"Cahya Matha Enterprise (CME) is a Malaysian food supplier based in Sabah, Specializing in premium dried anchovies (Ikan Bilis)and dried seaweed (Kappaphycus alvarezii). We source directly from local fishermen and seaweed farmers, ensuring consistent quality, tracebility and sustainale supply. Our Product are hygienically processed and packed to preserve freshness and meet international market requirements. We serve importers, distributor, retailers, wholesalers, and food manufacturers with flexible bulk supply, retail packaging and OEM/private label solutions. As a social enterprise, CME is committed to creating sustainable income opportunities for woman, single mothers and persons with disablities (OKU) through food processing and packaging activities. We combine quality, innovation, and responsible sourcing to deliver authentic Malaysian products to global markets. With a customer-focused approach and reliale export capabilities, Cahya Matha Enterprise aims to e a trusted partner for buyers seeking premium seafood and seaweed products form Sabah, Malaysia","Exporter, Retailer, Manufacturer","Dried Seafood, Halal Food Processing, Dried Fruit & Vegetable, Dried & Preserved Food",Dried Anchovies Dried Seaweed,"Others, OEM",CME,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/CAHYA-MATHA-ENTERPRISE/1S00PEF49?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0066U3X?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Chingdowon,"Korea, Republic Of    |    Factory in Korea, Republic Of","Company Introduction Established in the pristine coastal region of Korea, CHINGDOWON is a premier seafood processing company with over 20 years of family-run heritage. For two generations, we have seamlessly harmonized traditional craftsmanship with state-of-the-art high-tech processing technology. Our mission is to deliver the authentic flavor, exceptional texture, and rich nutrition of the clean ocean directly to global consumers. Our signature portfolio focuses on premium Korean sea cucumbers, meticulously handled to meet strict global quality standards. At this year's Hong Kong Food Expo, we proudly showcase three specialized lines: our deeply nutrient-dense 'Dried Sea Cucumber' for high-end cuisine, the innovative and pre-portioned 'Daily Sea Cucumber' for modern wellness routines, and our flash-frozen 'Frozen Sea Cucumber' that perfectly locks in ocean-fresh succulence. Driven by strict quality control, advanced food technology, and a commitment to sustainable sourcing, CHINGDOWON has earned deep trust in both domestic and international markets. We are actively expanding our global footprint and seeking reliable long-term partners, including distributors, retail buyers, and food service professionals worldwide.","Exporter, Manufacturer","Fresh Seafood, Fresh Seafood","Premium Korean sea cucumbers with 20 years of expertise. We offer high-end Dried, convenient pre-portioned Daily Packs, and flash-frozen Frozen lines to lock in freshness. Perfect for global wellness buyers.",OBM,HANSHENWANG,www.chingdowon.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/CHINGDOWON/1S00PD6QO?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065H54?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Crefarm Co., Ltd","Korea, Republic Of    |    Factory in Korea, Republic Of",,"Department Store, Import Agent, Trade/Industrial Organisation, Wholesaler","Frozen Meat, Frozen Food, Dried & Preserved Food, Frozen Meat, Frozen Food, Dried & Preserved Food, Frozen Meat, Frozen Food, Dried & Preserved Food, Frozen Meat, Frozen Food, Dried & Preserved Food, Frozen Meat, Frozen Food, Dried & Preserved Food",Our products are manufactured in a facility that is certified to both HACCP and FSSC 22000 standards.,"OBM, OEM","Mon Chef,Neul Farm,Metéran",www.crefarm.co.kr,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2025 HKTDC Food Expo PRO 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Crefarm-Co-Ltd/1S00OS3W9?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065GKW?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
DRS,"Korea, Republic Of    |    Factory in Korea, Republic Of",,"Distributor, Manufacturer, Others","Functional Food, Health & Beauty, Health Food, Health Supplement, Health Drink, Healthcare Product, Functional Food, Health & Beauty, Health Food, Health Supplement, Health Drink, Healthcare Product",Drinkable PDRN,OEM,,www.drskorea.kr,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DRS/1S00PDRP6?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065GRB?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Da Jung Co., Ltd.","Korea, Republic Of",,Manufacturer,"Fruits Juice, Tea, Fruit Juice, Fruits Juice, Tea, Fruit Juice","We manufacture and export premium Korean tea products, including liquid tea, powdered tea, jelly sticks, and meal replacement for global retail, OEM, ODM and PB markets.","OEM, ODM","Damizle,ISURE",www.damizle.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2024 HKTDC Beauty & Wellness Expo 2021 HKTDC Food Expo 2016 HKTDC Food Expo 2015 HKTDC Food Expo 2009 Food Expo 2007,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Da-Jung-Co-Ltd/1X095ZGN?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065GG8?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Daeyang Corporation,"Korea, Republic Of","We make ready-to-eat delicious premium food made out of Jeju agriculture and seafood. We are manufacturer based in Jeju Island - beautiful and clean island located in South Korea. Our Top Products: 1) Marinated Abalone, 2) Marinated Crab, 3) Marinated Shrimp, 4) BBQ Abalone skewer, 5) BBQ Conch skewer, 6) Jeju Abalone tablets, 7) Jeju Organic Cabbage tablets, 8) Milk thistle. Our products are suitable for Supermarket, Department store, Online sales, Online Live Sales.",Manufacturer,"Health Supplement, Fresh Seafood, Health Supplement, Fresh Seafood","Jeju Premium Marinated Abalone, Marinated Crab, Marinated Shrimp, BBQ Abalone skewer, BBQ Conch skewer, Jeju Abalone tablets, Jeju Organic Cabbage tablets, Milk thistle, Abalone Snack","OEM, ODM, OBM",JEJU CHUNHEIBOK,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2025 HKTDC Food Expo PRO 2024 HKTDC Food Expo 2017,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Daeyang-Corporation/1X0A3YOI?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065H3A?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Danmijeong Agricultural Corporation,"Korea, Republic Of    |    Factory in Korea, Republic Of","Danmijeong Agricultural Corporation Co., Ltd. is a Korean manufacturer and exporter of premium frozen rice cakes and rice-based foods. The company specializes in healthy and convenient K-food products, including sweet-filled rice cakes, castella coated rice cakes and decorative rice cake soup products. Our products are manufactured in a HACCP-certified facility and exported based on international quality standards. We hold HACCP, ISO, FDA registration and GACC registration certifications. Through rapid freezing technology, we preserve the authentic taste and texture of traditional Korean rice cakes while ensuring long shelf life and global distribution capability. Our mission is to introduce high-quality Korean rice food products to consumers worldwide.","Manufacturer, Distributor, Exporter","Instant Food, Dessert, Frozen Food, Organic Food & Beverage, Instant Food, Dessert, Frozen Food, Organic Food & Beverage","Premium frozen Korean rice cakes and rice-based foods including sweet-filled rice cakes, castella-coated rice cakes and decorative rice cake soup products. HACCP-certified manufacturer with export-ready products for global markets.","ODM, OEM, OBM","anggeumkkotpida,danmijeong",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Danmijeong-Agricultural-Corporation/1S00PDRTU?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065GVZ?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Deal Value (Thailand) Co., Ltd.",Thailand,,"Exporter, Distributor","Frozen Fruit, Dessert, Frozen Food","We will exhibit our FRUIT SERIES – Authentic Thai Fruit Gelato collection, made from 100% real Thai fruits with Dairy Free. The products showcased will include: - Signature 3D Fruit Gelato Sticks - Gelato Cups",Others,Fruit Series,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Deal-Value-Thailand-Co-Ltd-/1S00PCS7N?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065F8X?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Donghwa Food,"Korea, Republic Of",,Manufacturer,"Frozen Seafood, Frozen Seafood","As a seafood processing company, we mainly produce salted seafood such as salted octopus, salted squid, and salted pollack roe.","OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2025 HKTDC Food Expo 2023 HKTDC Food Expo 2019 HKTDC Food Expo 2018 HKTDC Food Expo 2017 HKTDC Food Expo 2015,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Donghwa-Food/1X0960CO?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065HED?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Dongjin Pharmaceutical Co.,ltd","Korea, Republic Of",KOREAN RED GINSENG,"Department Store, Shopping Mall, Chain Store, Importer, Trade/Industrial Organisation, Wholesaler","Ginseng, Health Supplement, Ginseng, Health Supplement",korean red ginseng,"OEM, ODM",,idongjinkorea.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DONGJIN-PHARMACEUTICAL-CO-LTD/1S00OQVXE?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065GMQ?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Dr.CHUNG's FOOD co. LDT,"Korea, Republic Of    |    Factory in Korea, Republic Of","Since 1973, Dr. Chung's Food has contributed to promoting a healthy food culture based on its founding philosophy, ""Dedication to Human Health."" Dr. Chung's Food began by developing Vegemil soymilk to help children suffering from malnutrition. Since then, the company has expanded its product range to include soymilk for all age groups, plant-based beverages, soybean soup, vegetable broth, and food ingredients. We prioritize customer health and safety by manufacturing high-quality products. We have also obtained various certifications, including KMF Halal, Gluten-Free, Non-GMO, FDA registration, and Environmental Product Declaration certification.",Manufacturer,"Soft Drink, Soft Drink","VEGEMIL offers plant-based nutrition products, including high-protein soymilk and specialized nutritional beverages. Our products are designed to provide balanced nutrition, convenient consumption, and high-quality ingredients for modern consumers.",OBM,"VEGEMIL,SIMPLI MEAL,DR.C's",https://www.youtube.com/@vegemilgood,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dr-Chung-s-Food/1S00PD6SI?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065GPH?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"EVERS Co., Ltd.","Korea, Republic Of","Evers Co., Ltd. is a specialized freeze-dried food manufacturing and distribution company based in Wonju, Gangwon State. Starting as the first freeze-dried food manufacturer in the Wonju region, the company has been growing rapidly backed by state-of-the-art facilities and its own proprietary technology. 1. Freeze-Drying Technology & Production System PLC Autonomous Control System (The Core of Freeze-Drying): By introducing its unique PLC (Programmable Logic Controller) autonomous control system and cold traps, Evers operates a precise freeze-drying process that optimally preserves the original taste, nutrients, and shape of raw ingredients. Hygienic Manufacturing Plant: In its directly operated factory certified with HACCP, FSSC22000, and FDA, the company meticulously manages the entire process from ingredient inspection to R&D, production, and distribution. 2. Major Product Lineup Evers offers trendy and practical product lines that maximize the value-added qualities of original ingredients.",Manufacturer,"Dried & Preserved Food, Dried Seafood, Dried & Preserved Food, Dried Seafood",1.One-Minute Kimchi: Just Add Water Instant One-Minute Kimchi Just Add Water! One-Minute Freeze-Dried Kimchi 2.Freeze-Dried Muktae (Dried Pollack Snack) with Samyang Buldak Sauce Samyang Buldak Freeze-Dried Muktae,OBM,evers,www.eversfood.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/EVERS-Co-Ltd-/1S00PDRVO?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065GZN?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Egg Rich House,"Korea, Republic Of",,Manufacturer,"Eggs, Eggs","Eggs, Roasted eggs",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Egg-Rich-House/1S00PDRUR?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065GYQ?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"FD FARM Co., Ltd.","Korea, Republic Of",,"Exporter, Manufacturer, Retailer, Wholesaler","Cooking Oil, Organic Food & Beverage, Ginseng, Health Supplement, Cooking Oil, Organic Food & Beverage, Ginseng, Health Supplement","Health food, Health functional food, Inner beauty food","Others, OBM, OEM, ODM","Good Bodam,be the s",www.goodbodam.coom,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/FD-FARM-Co-Ltd-/1S00PD8QM?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065GCK?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Farmjoa,"Korea, Republic Of    |    Factory in Korea, Republic Of",,Manufacturer,"Frozen Vegetable, Frozen Food, Dried & Preserved Food, Frozen Vegetable, Frozen Food, Dried & Preserved Food","Amid the ever-increasing interest in k-food, we intend to expand our consumer base in Hong Kong and diversify our export channels through our differentiated marketing strategy.","OBM, OEM, ODM",Farmjoa,https://farmjoa.dbr3969.workers.dev/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Farmjoa/1S00P4FMR?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065H0J?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
GG Butter Co,Malaysia,,Manufacturer,"Cake, Snack, Bread, Dessert, Cake, Snack, Bread, Dessert",Manufacturer of nut butters,Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GG-Butter-Co/1S00PEFPI?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0066RZC?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
HISTRADE Inc.,"Korea, Republic Of",,Exporter,"Liqueur, Liqueur","Premium Korean fruit soju, flavored alcoholic beverages, and OEM/OBM manufacturing services for international markets.","OBM, OEM",,www.applease.co.kr/web/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HISTRADE-Inc-/1S00PD6PR?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065GAQ?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"HaeCheongJeong Co., Ltd.","Korea, Republic Of    |    Factory in Korea, Republic Of",Established in 1997 Haecheongjeong Co Ltd is a premier food processing company in South Korea. We produce premium wellness food products using ingredients from the clean sea of Wando Island and locally grown Korean soybeans. Through our proprietary patented technology Haecheongjeong developed Koreas first starch free noodles made from seaweed and premium tofu. Our innovative products are low calorie gluten free and allergen friendly. As a pioneer in the functional noodle market we are ready to expand globally and build sustainable partnerships with international buyers.,"Distributor, Manufacturer, Importer, Exporter","Instant Food, Instant Noodle, Noodle, Instant Food, Instant Noodle, Noodle","Made from 100% premium Korean soybeans using patented, starch-free technology. They are high-protein, low-calorie, and gluten-free. With a rich flavor and smooth texture, they are the perfect healthy substitute for traditional pasta","OBM, OEM, ODM",HAECHOMIIN,haechomiin.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HaeCheongJeong-Co-Ltd-/1S00PDT6P?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065J45?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Haedeulnyeok Agricultural Cooperative Corporation,"Korea, Republic Of",,Manufacturer,"Vegetable, Vegetable","Manufacturer and exporter of premium Korean sweet potato products, including dried sweet potatoes, sweet potato sticks, frozen roasted sweet potatoes, frozen sweet potato dices, and sweet potato paste made from pesticide-free Korean sweet potatoes.","OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Haedeulnyeok-Agricultural-Cooperative-Corporation/1S00PDRMF?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065GI2?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Hong Xin Food Sdn Bhd,Malaysia,,Manufacturer,"Instant Food, Snack, Instant Food, Snack","Tem Tem Sabah produces premium tempeh-based snacks and ready-to-eat foods made from non-GMO soybeans. High in plant protein and fibre, our products are cholesterol-free, clean-label, and crafted to make healthy eating delicious and convenient.",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Xin-Food-Sdn-Bhd/1S00ORW8G?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0066RWL?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Honghe Longyuan Winery Co.,Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"HongHe Lonngyuan Wine Co., Ltd was established in 2006, with an annual production capacity of 800 tons of brandy, and 300 tons of VITIS VINIFERA (GRAPE) FRUIT JUICE. The products are sold all over the country. Since 2024, our company has been cooperating with leading italian wine companies, introducing advanced winemaking technology and equipment from Europe, continuesly developping deep processing of local grape varieties in Yunnan, and developing multiple new products. By holding wine tasting events in multiple cities in China, it has received praise from many professionals, and the products have successfully entered sales channels in cities such as Beijing, Shanghai, and Shenzhen.",Manufacturer,"Fruit Juice, Table Wine, Liquor / Fortified Wine, Non-alcoholic Wine",采用本土葡萄品种酿造的干红、干白、葡萄果汁、白兰地等优质葡萄酒产品，现场提供品尝。,"OBM, OEM, ODM","甘思咪哚,醉月云裳,滇丰",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Honghe-Longyuan-Winery-Co-Ltd-/1S00PDYY8?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S006630X?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
