company name,location,,Nature of Business,Exhibit / Brand / Service Description,Product Strategy,Company Website,HKTDC Events,supplier_url,exhibitor_url,Company Background,Product / Service Range,Brand Name,Booth: 3E-C01   |   Hong Kong MedTech Association (HKMTA)   |   Hong Kong MedTech Association Pavilion,Certificates,Other Certificates,Booth: 3E-C09   |   Hong Kong MedTech Association (HKMTA)   |   Hong Kong MedTech Association Pavilion,Booth: 3E-A14   |   Medical Supplies and Disposables   |   ,Booth: 3D-D06   |   Rehabilitation and Elderly Care   |   ,Booth: 3D-D05   |   World of Health and Wellness   |   Chinese Mainland (Jilin),Booth: 3D-D40   |   Startup Zone   |   ,Booth: 3E-F33   |   Hospital Equipment and Digital Health   |   ,Booth: 3E-B25   |   Medical Supplies and Disposables   |   ,Booth: 3E-A38   |   Medical Supplies and Disposables   |   
Fayeking Technology Limited,Hong Kong    |    Factory in Taiwan,,"Importer, Wholesaler, Distributor","K-clean Antibacterial Fluid is Medical grade pure Hypochlorous Acid (HClO) with pH5.0 (+/- 0.5), can kill all kinds of bacteria & virus, human-friendly, suitable for all ages, especially good for skin care and disinfection.",Others,www.k-clean.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2022,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fayeking-Technology-Limited/1S00O4I0I,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005Z1DW,"Fayeking Technology Limited is sole supplier of K-clean Antibacterial Fluid in China, Hong Kong and Macau market, has been supplying K-clean to renowned enterprises in Hong Kong, including Hong Kong Jockey Club, MTR, Hong Kong Electric, Government Departments, Schools & Kindergartens, clinics. Retail sales networks including Watsons, Yata, Sincere, Wing On, HKTV Mall etc...","Rehabilitation Equipment, Physical Therapy Equipment, Orthopaedic Supplies, Elderly Care Product, Skin Care, Oral Care, Healthcare Product, Health Supplement, Hair Care","Baldur,K-clean Antibacterial Fluid,Natural Femi",,,,,,,,,,,
"Good Skin & Co., Limited",Hong Kong    |    Factory in Chinese Mainland,,"Wholesaler, Importer",Hydrogen Oxygen Generator with Nebulizer,OEM,www.good-skin.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Good-Skin-Co-Limited/1S00P7XKF,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005YZRS,"Engaged in the design, manufacturing and marketing of wellness products that enhance vitality and health.",Therapeutic Devices & Accessories,,,,,,,,,,,,
Harvest Land Industrial Limited,Hong Kong,,"Retailer, Wholesaler","SHENGFA DING, compound formulated hair product extracted from Chinese herbs Effectively helps to improve and restore scalp & hair healthy.",Others,www.hairagain.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2022 HKTDC Hong Kong International Medical Devices and Supplies Fair 2009,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Harvest-Land-Industrial-Limited/1X04VDW1,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005Z198,,Hair Care,SHENGFA DING,,,,,,,,,,,
Health & Beauty International Holdings Ltd,Hong Kong    |    Factory in Japan,,"Manufacturer, Import Agent, Service Company",Eaulier Systemic Curer and Hand Training Device for Post-Stroke Sequelae,Others,eaulier.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Home Delights Expo 2025 HKTDC Home Delights Expo 2023 HKTDC Home Delights Expo 2022 HKTDC Home Delights Expo 2021 Better Living Expo 2012,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Health-Beauty-Int-l-Holdings-Ltd/1X07ETWP,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0060WWG,,Physical Therapy Equipment,"愛麗健,Eaulier,康加美",,,,,,,,,,,
Healthy Medical Company Limited,Hong Kong,,"Import Agent, Distributor","Vaccine refrigerator, medication management solutions, patient monitoring solutions including the system and device, multifunctional chair, delivery bed, Gyne chair, examination table, OT table, OT & examination light, electrosurgical devices etc.",Others,www.hmed.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2021 HKTDC Hong Kong International Medical and Healthcare Fair 2019 HKTDC Hong Kong International Medical Devices and Supplies Fair 2018 HKTDC Hong Kong International Medical Devices and Supplies Fair 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Healthy-Medical-Company-Limited/1X08I0R9,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005YYHN,"Healthy Medical Co., Ltd. is the well-known medical distributor in HK. Over 13 years, we strive to offer a wide range of high-quality medical instruments, medical devices and medical consumable to the markets. Our business covers to both public and private hospitals, medical clinic, specialty clinic, veterinary centers and beauty centers in HK. Due to strong partnership with international medical brands and substantial knowledge and experience of the healthcare industry, we have built positive reputation and achieved sustainable growth in the market. We keep expanding our product offerings and improve our services quality thereby catering the needs of the healthcare professionals. We aims to be the leading supplier providing one-stop-shop high quality and comprehensive healthcare solutions to improve the overall quality of healthcare service in the community.","Automated Drug Dispensing Cabinet, Patient Monitoring System, Biotechnology, Surgical Instrument, Diagnostic Imaging and IVD, Endoscopy Device, Hospital Automation Systems, Orthopaedic Supplies, Precision Medicine, Wheelchair","Linet,Edan,Fiocchetti,provita",,,,,,,,,,,
Hong Kong Maile Trading Limited,Hong Kong    |    Factory in Germany,,Import Agent,"SOLOASSIST is a German-engineered robotic control system for hybrid laparoscopy. It offers 4 control modes, stable vision, easy setup, broad compatibility, and benefits patients, clinics, and surgeons with shorter ops and efficient workflows.",Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONG-KONG-MAILE-TRADING-LIMITED/1S00P7UD3,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005YYIK,,"Surgical Robotic Systems, Smart Robot",AKTORmed,,,,,,,,,,,
Keychain Innovation Limited,Hong Kong,,Distributor,Our product including the ECG monitor and the monitoring system,Others,www.keychaininnov.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Keychain-Innovation-Limited/1S00OYESA,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005YYDZ,,"Patient Monitoring System, Smart Healthcare Platform & Solution, Remote Patient Monitoring Solution",Edan,,,,,,,,,,,
Life Sources Limited,Hong Kong,,,AI Quantumn Spine Device could balance the spine in 6-15 mins by non-invasive treatment. Aculife electrical acupuncture device got the FDA 510K approval to for pain relieve. Quantum Chips for pain relieve. Anion device improves micro-circulation,"OEM, ODM",www.lifesourcesltd.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Beauty & Wellness Expo 2025 HKTDC Hong Kong Sports and Leisure Expo 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Beauty & Wellness Expo 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Beauty & Wellness Expo 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2023 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Life-Sources-Limited/1X0AE4EA,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0061N8P,"LIfe Sources Ltd is the manufacture, wholesaler and retailer of healthcare and medical equipment in Hong Kong and worldwide. We are looking for worldwide exclusive distributors & distributors. Our products include AI Quantum Spine Device which provide non-invasive treatment helping the alignment of the spine and pain relieve in 6- 15 minustes. We got worldwide invention patent rights. 5D-MRA(magnetic resonance analysis) device is based on the technology of Russia Space Administration which could detect the cell energy level and adjustment. Wearable AI quantum cell frequencies bracelet for cell detect and energy improvement. Bio-wave quantum chips for pain relieve. Electrical acupuncture device with FDA 510K approval .Anion Device fro improving micro-circulation. Healthcare supplements include NMN, Metabolic Enzyme, Digestive Enzyme, Slimming Enzyme, and Whitening Enzyme.",,"Jade,Allone,Aculife,Life Sources",,,,,,,,,,,
One Belt One Road Eurasia Centre (HK) Limited,Hong Kong    |    Factory in Hong Kong,,Manufacturer,"Bovis Terahertz Stone contains a unique Terahertz energy. When its frequency resonance cooperates with the human body, it can effectively promote health, improve blood circulation and relieve pain.",Others,bovis-life-energy.com/aboutus,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2022 HKTDC Hong Kong International Medical and Healthcare Fair 2021,https://sourcing.hktdc.com/en/Supplier-Store/Profile/AA-Plasma-Tech-Limited/1S00NV1UH,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005YZQV,"The core technology of Bovis health products - high-frequency energy patches - will continue to demonstrate its powerful penetration and perfect resonance with the human body. With advancing technology, these patches will more precisely regulate and optimize the body's bio-magnetic field, stimulating and enhancing positive energy, promoting physical and mental well-being. They will significantly improve blood circulation and meridian repair, effectively clearing blood impurities and toxins, enhancing vascular elasticity, and repairing damaged meridian tissues. Bawis products will also break through in health maintenance, pain relief, brain flexibility, and beauty, offering comprehensive health care solutions, pain relief methods, improved brain elasticity and creativity, and promoting skin cell metabolism for a better complexion.",Elderly Care Product,"Stylies,Bovis",,,,,,,,,,,
Pacific Care Ltd,Hong Kong,,"Retailer, Exporter, Importer, Distributor, Manufacturer, Wholesaler","We provide complete oral care solutions because oral health is key to overall wellness. Our full product range meets every mouth's unique needs, offering personalized care for healthier smiles and better lives.",Others,www.pac-care.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2019,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pacific-Care-Ltd/1X0308VH,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005Z1CZ,Pacific Care Limited is specialized in the dental industry that can bring your idea to realty. We understand that product design can be the single most important factor in determining market success. Our collaborative and iterative approach to product design and development is proven to be effective and sustainable to support your growth. Our eye's are fixed firmly on the future and on providing tomorrow's innovative solutions.,"Healthcare Product, Personal Hygiene Supplies, Oral Care, Dental Supplies, Diabetes Care",,,,,,,,,,,,
PalmX Technology Limited,Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Key products include palm vein authentication modules, SDKs, and devices for mobile, POS, and access systems. Notable deployments include Shanghai Metro, Wuhan Metro, Xi an Metro, and a biometric access system for the Hong Kong Hospital Authority.","ODM, OBM",www.palmx.net,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/PALMX-TECHNOLOGY-LIMITED/1S00PBH2D,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062PSZ,"PalmX Technology specializes in biometric solutions combining palm vein recognition with edge computing and LLM technologies. The company develops secure, low-latency AIoT systems for natural human-machine interaction, with applications in access control, payments, and smart infrastructure.",Clinic Management System,UNIPALMX,,,,,,,,,,,
Prime Priority Technology Ltd,Hong Kong    |    Factory in Chinese Mainland,,Distributor,"Our main product are mainly patient monitor, ECG monitor, Blood pressure monitor and the equipment accessories We are also introducing the central monitoring system, Patient monitoring system",OBM,primeprioritytech.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2022 HKTDC Hong Kong International Medical and Healthcare Fair 2021 HKTDC Hong Kong International Medical and Healthcare Fair 2019 HKTDC Hong Kong International Medical Devices and Supplies Fair 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Prime-Priority-Technology-Ltd/1X0ADWRL,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005YYC2,"We are a medical system developer and distributor of professional medical equipment. We specialize in providing innovative and reliable technology solutions to the healthcare industry. Our team of software developers has created a range of self-developed solutions, including a Central Monitoring System, Smart Clinical Solution, Outpatient App, Patient Management System, and Clinic Booking System. These tools help healthcare providers manage vital data, patient health records, appointments, and secure communication with patients. Our services are designed to streamline operations, maximize resources, and deliver the best possible care to patients. We also supply a wide range of medical equipment, catering to various budgets and providing multi-party technical support.","Diagnostic Equipment, Surgical Instrument, Electronmedical Equipment, Patient Monitoring System, Clinic Management System, Remote Patient Monitoring Solution","Edan,Northern,Comen",,,,,,,,,,,
Rigenera Hong Kong Limited,Hong Kong    |    Factory in Italy,,Distributor,"Rigenera WOUNDINGEN line, disposable HOSPITAL (trauma,burns,vascular ulcer,diabetic foot) kits: KIT-OS-S:TISSUE KIT-TS-S:MAX TISSUE ORAL&MAXILLO-FACIAL Strongbone kits: KIT-RS-S:ORTHO 7945DS:RIGENERACONS DENTAL NEW SHORE BONE GRANULAR BIOMAT",OBM,https://rigenerahbw.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rigenera-Hong-Kong-Limited/1S00P06A0,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062RD6,"Rigenera is a cutting edge, one-of-a-kind made in Italy Technology that provides a quick and effective method for tissue regeneration by means of injection of the micrograft suspension. It is the result of more than 10 years of biotechnological research, which today is shedding new light on the field of regenerative medicine. Main core of Rigenera is a disposable, sterile Class IIa (CE mark) Medical Device specifically designed for an efficient mechanical disaggregation of small tissue biopsies (samples) to obtain micrografts in an autologous and homologous way, in a minimally invasive procedure lasting about 30 minutes. The Technology is currently applied in Wound Healing, for acute and chronic wounds, with a special focus on: Vascular/venous or Diabetic ulcers, Surgical dehiscence Post-surgical wound Oncological post-surgical wound Post-traumatic wound Non-healing wounds Burns. The Technology is also currently applied in other fields such as Oral & Maxillofacial Surgery and Plastic surgery.","Biotechnology, Wound Care & Dressing, Surgical Instrument, Dental Supplies, Emergency Response System, Regenerative Medicine","Rigenera Micrografting Technology,Woundigen,Strongbone",,,,,,,,,,,
Sonos Medical Limited,Hong Kong,,"Trade/Industrial Organisation, Wholesaler, Service Company, Importer, Private Individual, Government, Import Agent, Statutory Body",Diagnostic Ultrasound Scanning Systems,Others,www.sonosmed.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sonos-Medical-Limited/1S00O79I9,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005YYKE,,Ultrasound Equipment,Samsung,,,,,,,,,,,
"Sunnybest (HK) Health Management Co., Limited",Hong Kong,,Private Individual,中醫五診儀系統，舌脈象，經穴、體質辨識采集分析儀標配舌面診功能，脈診功能，經絡穴位檢測功能，體質辨識功能，智能國標證候問診功能，搭載遠程會診平台及移動在線互動平台。健康管理咨詢，指定體檢計劃，中醫，口腔，旅遊治病，養老服務等延伸服務,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sunnybest-HK-Health-Management-Co-Limited/1S00PBUTR,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062HRA,,"Health Management and Consultancy, Chinese Medicated Ointment, Healthcare & Medical Science Course, Chinese Medical Equipment, Oral Care, Massager, Nursing Beds, Medical and Healthcare Service, Acupuncture Equipment, Chinese Medicated Oil",,,,,,,,,,,,
The University of Hong Kong Techno-Entrepreneurship Core,Hong Kong,,Professional Association,HKU TEC,Others,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 Entrepreneur Day 2025, Hong Kong HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong International Medical and Healthcare Fair 2025 Entrepreneur Day 2024, Hong Kong InnoEX 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/The-University-of-Hong-Kong-Techno-Entrepreneurship-Core/1S00ONZKD,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062SC8,,"Biotechnology Engineering, Rapid Test, Gene Test, Regenerative Medicine, Biotechnology, Precision Medicine",,,,,,,,,,,,
"Tiray Technology (Hong Kong) Co., Ltd.",Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Comprehensive X-ray flat panel detectors and a 4kg ultra portable X ray system with HD display for DR and C Arm, human and veterinary imaging, ideal for clinics, mobile care, emergencies, bedside use, and remote diagnostics.","OEM, ODM, OBM",www.tiray.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tiray-Technology-Hong-Kong-Co-Ltd-/1S00PBE71,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0061U9F,,"AI-Powered Radiology Imaging Solution, X-Ray Machine, X-Ray Inspection System",,,,,,,,,,,,
Tradeport Hong Kong Limited,Hong Kong,,Service Company,Provide comprehensive range of logistics and cold chain services for pharmaceuticals and healthcare products,Others,www.tradeport-logistics.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tradeport-Hong-Kong-Limited/1X035GI6,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0060T7M,,"Logistic and Transport Service, Cold-Chain Logistics Solutions / Medical Courier, Data Loggers",,,,,,,,,,,,
Tronex (Hong Kong) Limited,Hong Kong    |    Factory in Malaysia,,"Wholesaler, Manufacturer","Disposable head-to-toe personal protective equipment. Products including Exam gloves, Face masks, Isolation Gowns, Bouffant Caps, Coverall apparel, shoe covers.",OEM,www.tronexcompany.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tronex-Hong-Kong-Limited/1X06J918,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005YZVG,"Tronex International is a multiple award-winning, medical-based global enterprise, offering highly advanced medical-grade exam gloves and an extensive range of disposable head-to-toe personal protective solutions. As a leading supplier to hospitals, restaurants, hospitality, and government agencies, we proudly leverage an agile and adaptable business model.","Medical Protective Clothing, Medical Consumable, Medical Mask, Medical Gloves, Personal Hygiene Supplies, Personal Protective Equipment",Tronex,,,,,,,,,,,
Tung Wah College Limited,Hong Kong,,Others,An Immersive Therapeutic Virtual Reality Based System and other inclusive Digital Mental Health products and research findings.,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Education & Careers Expo 2012,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tung-Wah-College-Limited/1S00P9FRC,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0060ZWD,,"Virtual Reality-based Rehabilitation System, Elderly Care Product, VR and AR in Healthcare, Smart Healthcare Platform & Solution, Mobile Health Apps for Mental Health",,,,,,,,,,,,
U-Med Products Ltd,Hong Kong    |    Factory in Chinese Mainland,,"Wholesaler, Manufacturer, Retailer","1) Geriatric /Healthcare Chair (Rigid, Mobile, Recline and Electric etc.) 2) Ward Furniture (Overbed Table, Locker and Folding Screen etc.) 3) Patient Chairs 4) Foam Care Products 5) Others (Arm Board, Belly Board, Oncology Positioning Foam etc.)",OEM,www.umed.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023 HKTDC Hong Kong International Medical Devices and Supplies Fair 2018 HKTDC Hong Kong International Medical Devices and Supplies Fair 2017 HKTDC Hong Kong International Medical Devices and Supplies Fair 2016 HKTDC Hong Kong International Medical Devices and Supplies Fair 2015,https://sourcing.hktdc.com/en/Supplier-Store/Profile/U-Med-Products-Ltd/1X0912CI,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005YZTM,"We are a company established in the Year of 2013.Our management team is experienced in medical field for more than 40 years. We are mainly manufacturer, wholesaler and exporter of various Geriatric Chairs, Ward Furniture, Foam Care Products and Patient Chairs in OEM and ODM products.","Rehabilitation Equipment, Elderly Care Product",UMED,,,,,,,,,,,
Vita-Can Wellness Company Limited,Hong Kong    |    Factory in Canada,,"Buying Office, Buying Cooperative, Retailer, Distributor","Magnesium, Collagen Powder, Omega 3, D3+K2",OEM,vita-can.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vita-Can-Wellness-Company-Limited/1S00PADFE,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0060C73,"Our company successfully acquired the exclusive Hong Kong distributorship for CanPrev, a well-established health product brand with 20 years of experience in Canada, in 2025. We are currently actively promoting their products in Hong Kong.","Health Supplement, Healthcare Product, Anti-Aging Supplement, Immune System Booster, Skin Care, Health Food, Joint & Bone Support",CanPrev,,,,,,,,,,,
Bio Innovations Limited Partnership,New Zealand,,"Trade/Industrial Organisation, Manufacturer","Wild abalone oil is an emerging marine-derived supplement with a unique lipid profile and bioactive compounds. Produced exclusively by Bio Innovations, it shows promising potential for wide-ranging human health benefits.",OEM,https://www.bio-innovate.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bio-Innovations-Limited-Partnership/1S00PC4UE,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062PR2,,Biotechnology,"Bio Innovations NZ,OcenNZ Vital Wild Abalone Oil",,,,,,,,,,,
"Biolitec Laser Science and Technology Shanghai Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,Our diode laser and fiber laser medical devices are designed for non-invasive surgical applications. Our photodynamic therapy (PDT) drugs and corresponding devices are indicated for tumor treatment. Our cell therapy is applied in multiple areas.,"OBM, OEM",www.biolitec.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Biolitec-Laser-Science-and-Technology-Shanghai-Co-Ltd/1S00P74EQ,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005Z8YY,"Biolitec Group was founded by Dr. Neubauer in Bonn, Germany, in the 1980s, focusing on the research and development and production of quartz optical fiber preforms, with complete intellectual property rights and technical accumulation. The group is a global leader in the development and supply of energy transmission optical fibers, active optical fibers, conical optical fibers, fiber lasers, femtosecond lasers, and laser gain amplification modules, and is renowned for its minimally invasive laser surgery technology in the medical field. Biolitec Laser Science and Technology Shanghai Co., Ltd., a subsidiary of the Biolitec Group in China, provides unique dual-wavelength laser equipment and medical consumables, serving experts in various medical fields worldwide, including vascular, proctology, gynecology and obstetrics, urology, otolaryngology, spinal neurological diseases, thoracic and lung diseases, and dermatological aesthetics. In addition, the company is an advocate for targeted photodynamic therapy and cell gene therapy of solid tumors. Our company focuses on the research and development and sales of laser medical devices, relying on foreign technical background and the locational advantage of the Shanghai Free Trade Zone, focusing localized market services.","Biotechnology Engineering, Biotechnology, Physical Therapy Equipment, VR and AR in Healthcare, Rehabilitation Equipment, Personalised Health and Nutrition Apps, Surgical Instrument","biolitec,CeramOptec",,,,,,,,,,,
"Camfil Filtration (Taicang) Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,"For more than half a century, Camfil has been helping people breathe cleaner air. As a leading manufacturer of premium clean air solutions, we provide commercial and industrial systems for air filtration and air pollution control that improve worker",OBM,www.camfil.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Camfil-Filtration-Taicang-Co-Ltd/1S00PBNE7,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S00628L1,,Air Filtration System,,,,,,,,,,,,
"Cangzhou YMY Rubber Products Co., Ltd.",Chinese Mainland,,Manufacturer,"Radiation high, medium ultra-soft lead aprons, lead caps, lead collars, gonad protectors, lead glasses, suspended screens, bed curtains, lead screens, ICU bedside protection devices, DSA protection accessories, and patient radiation protection",OBM,http://ymymed.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cangzhou-YMY-Rubber-Products-Co-Ltd-/1S00P9M28,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005Z4NZ,,Medical Protective Clothing,,,,,,,,,,,,
"ChangChun HaoBang Health Technology Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,"Retailer, Export Agent, Wholesaler, Manufacturer","Zhi Zun Enjoy Drink1,Red Ginseng with Pomegranate Drink,Bird's Nest & Collagen Dipeptide Drink","Others, ODM",www.cchaobang.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ChangChun-HaoBang-Health-Technology-Co-Ltd/1S00PC84G,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062S08,"Changchun Haobang Health Technology Co., Ltd. was established in 2013. It is a technology company under the Changchun Haobang Group specializing in the production of health products. The project investment is approximately 120 million yuan. The company is located in the China-Korea (Changchun) International Cooperation Demonstration Zone. The company has production qualifications for food (including special diets), cosmetics, and medical devices. At present, the company has obtained 74 production technology patents: including 4 invention patents, 35 utility model patents, and 35 software copyright patents.","Healthcare Product, Health Food, Health Supplement",One Line One Tree,,,,,,,,,,,
