booth_no,company_name_cn,company_name_en,expo_show_id,expo_enterprises_exhibit_id,expo_enterprises_id,expo_manual_form_exhibit_id
N2-A120,LOSMA 空气及油品过滤系统,Losma Spa,12,19166,5294,0
N2-A121,和創半導体設備（深圳）有限公司,TOWA CORPORATION,12,19046,8464,0
N2-A122,津田驹机械设备（上海）有限公司,"TSUDAKOMA (SHANGHAI) CO., LTD",12,19014,1366,19726
N2-A181,日本株式会社今尾上海代表处,IMAO CORPORATION,12,18958,1333,0
N2-A182,上海秀昭泷源贸易有限公司,"SHANGHAI TAKIGEN CO., LTD.",12,19050,7049,19757
N2-A183,新潟精機株式会社,"NIIGATA SEIKI CO.,　LTD.",12,18993,3582,0
N2-A184,昆山兼房高科技刀具有限公司,Kanefusa  China  Corporation,12,18823,9676,18734
N2-A185,日本国际贸易促进协会,The Association For The Promotion Of International Trade，Japan,12,18748,1475,0
N2-A201-1,尼得科机床株式会社,Nidec Machine Tool Corporation,12,19068,5167,20010
N2-A201-2,尼得科机工（上海）商贸有限公司,"NIDEC OKK (SHANGHAI) CO., LTD",12,19058,5170,0
N2-A201-3,泷泽商贸（上海）有限公司,"TAKISAWA（SHANGHAI）CO.,LTD.",12,19067,1404,0
N2-A211,肯纳亚洲（上海）企业管理有限公司,"Kennametal Asia (Shanghai) Management Co., Ltd.",12,18732,5468,20310
N2-A281,美得龙（上海）贸易有限公司,"METROL(shanghai)Trading Co., Ltd",12,18957,4111,19713
N2-A282-1,日本锅屋株式会社,"Nabeya Co.,Ltd.",12,18990,3537,19731
N2-A282-2,拓塞尔国际贸易（上海）有限公司,"Top Cel International Trading (Shanghai) Co., Ltd",12,19127,1432,0
N2-A283,麻电子工业株式会社,"ASA ELECTRONICS INDUSTRY Co.,Ltd",12,19028,3618,20221
N2-A284,帝国卡盘株式会社,"Teikoku Chuck Co., Ltd.",12,19030,7060,20392
N2-A301,大隈机械（上海）有限公司,Okuma Machine Tool （Shanghai） Corporation,12,18870,1562,19708
N2-A381,增上機械製造(江蘇)有限公司,"ZOUR ZYOU MACHINE MFG (JIANGSU) CO.,LTD.",12,16942,1640,20344
N2-A382,北京欧瑞泰克机械设备有限公司,"Beijing ou teck machinery equipment co., LTD",12,18090,4468,16902
N2-A383,胡默尔连接器系统（上海）有限公司,"HUMMEL Connector Systems (Shanghai) Co., Ltd.",12,17831,1579,18248
N2-A384,上海鲁兹贸易有限公司,"Lutz Precision (Shanghai) Co., Ltd.",12,17784,4949,18020
N2-A401,三菱电机自动化（中国）有限公司,MITSUBISHI ELECTRIC AUTOMATION(CHINA)LTD,12,18880,1091,16552
N2-A411-1,希村精密机床（苏州）有限公司,HOPHET,12,19087,4739,20528
N2-A411-2,江苏镌极智能科技有限公司,"Jiangsu Drivedream Intelligent Technology Co., Ltd",12,19104,9778,20629
N2-A421,帕斯卡株式会社,PASCAL CORPORATION,12,18945,1581,17887
N2-A422,大连新泰工业技术有限公司,"Dalian Xintai Industrial Technology Co., Ltd",12,19040,9739,20011
N2-A431,株式会社东京精密,"TOKYO SEIMITSU CO., LTD.",12,18995,3706,19121
N2-A471,上海斯脉特机电科技有限公司,"Shanghai Marquart Technology Co., Ltd",12,17113,9240,19704
N2-A472,杭州千鸿精密机械有限公司,"HANGZHOU CHANHONG PRECISION MACHINERY CO.,LTD.",12,18117,2760,0
N2-A481,天津斯特尔泵浦科技有限公司,"Tianjin Stairs Pumps Technology Co.,Ltd",12,17099,1761,19004
N2-A482,隔而固（青岛）振动控制有限公司,"GERB (Qingdao) Vibration Control Co., Ltd.",12,18105,985,17633
N2-A483,岩田精工（大连）有限公司,"IWATA TOOL (DALIAN)CO.,LTD.",12,17451,5344,16903
N2-A484,卓轮（天津）机械有限公司,"Zollern (Tianjin) Machinery Co.,Ltd",12,16555,4965,19378
N2-A501,上海雷昀机电科技有限公司,"Shanghai Lei Yun Electrical and Mechanical Technology Co., Ltd.",12,16734,1911,16561
N2-A502,苏州翔永精密科技有限公司,"Suzhou XonYon Precision Technology Co., Ltd",12,16820,2977,17348
N2-A503,乐泉机床附件（山东）有限公司,"Lequan Machine Tool Accessories (Shandong) Co., Ltd.",12,17780,7699,0
N2-A504,山东蒙特恩传动科技有限公司,SHANDONG MTEN co，ltd,12,16832,5581,0
N2-A505,深圳荣格广告有限公司,Shenzhen Ringier Trade Advertising Limited,12,17641,1866,16278
N2-A506,布莱特（上海）精密机械有限公司,"Bright (Shanghai) Precision Machinery Co., Ltd",12,18483,6792,19900
N2-A507,上海协翊机械有限公司,"SHANGHAI XIEYI MACHINERY CO. ,LTD.",12,17219,2610,16427
N2-B001,嘉实多（上海）管理有限公司,"CASTROL (SHANGHAI) MANAGEMENT CO., LTD",12,17415,1855,20536
N2-B002,优德精密工业（昆山）股份有限公司,"Jouder Precision Industry（kunshan) Co., Ltd",12,17752,4530,18930
N2-B003,贝美西（北京）精密机床部件有限公司,"BEIJING BEIMEIXI MACHINE COMPONENTS CO., LTD",12,16850,1543,19312
N2-B101,迪恩机床(中国)有限公司,"DN SOLUTIONS (China) Co., Ltd",12,18031,1516,19860
N2-B111,蒂业技凯(中国)投资有限公司,"THK(CHINA)CO.,LTD.",12,16655,1779,16281
N2-B112,株式会社三千里机械,SAMCHULLY MACHINERY,12,17273,5610,18699
N2-B113,易格斯（上海）拖链系统有限公司,"igus (Shanghai) Motion Plastics Co ., Ltd",12,16449,3373,20371
N2-B181,上海敏慈金属科技有限公司,"Hangzhou Outing Intelligent Technology Co., Ltd.",12,18100,3455,20309
N2-B182,创硕过滤设备（昆山）有限公司,"Transor Filter (Kunshan) Co., Ltd.",12,17246,1450,16838
N2-B183,信一秀塔克机械（苏州）有限公司,"SHIN-IL STARK MACHINERY (SUZHOU)CO.,LTD",12,17377,1112,16573
N2-B184,特莱克磨削技术（无锡）有限公司,"Theleico Abrasives （Wuxi）Co.,Ltd",12,17764,1749,16514
N2-B201,格图精密机械（苏州）有限公司,getudex,12,18153,6543,16541
N2-B202,青岛祥银传动设备有限公司,"CSK Motion Technology Co., Ltd.",12,17062,4312,0
N2-B203,安徽台信科技有限公司,"AhuiTaixin Technology Co,.Ltd",12,16831,6513,16494
N2-B204,佶致测控技术（苏州）有限公司,"Acmeprobe Technology (Suzhou) Co., Ltd.",12,16484,1692,16280
N2-B211,捷太格特机械系统（无锡）有限公司,"JTEKT MACHINE SYSTEMS (WUXI)  Co., Ltd.",12,17293,228,16275
N2-B212,中阪贸易（上海）有限公司,"ZHONGBAN TRADE (SHANGHAI)CO.,LTD",12,16802,4517,18508
N2-B213,英科钛紧固件设备（上海）有限公司,AEROSPACE FASTENER MACHINERY (SHANGHAI) CORPORATION,12,17144,3994,18982
N2-B214,哈威油液压技术（上海）有限公司,"HAWE Oil-Hydraulic Technology (Shanghai) Co., Ltd.",12,17240,1676,17358
N2-B215,浙江卧龙精密动力系统有限公司,"Zhejiang Wolong Precision Drive System Co., LTD",12,16645,5069,17399
N2-B216,瑞顾克斯工业（大连）有限公司,"RIX DALIAN MANUFACTURING CO.,LTD",12,17691,1592,16789
N2-B281,上海欧耐斯机电科技有限公司,"Shanghai Honesty Electromechanical Technology Co., Ltd.",12,17258,1883,0
N2-B282,雅科贝思精密机电（上海）有限公司,"Akribis Systems (Shanghai) Co., Ltd",12,16787,1656,18830
N2-B283,浙江胜祥机械有限公司,"SUNSHINE MACHINERY CO.,LTD.",12,17420,818,0
N2-B301,牧野机床（中国）有限公司,"Makino(China)Co.,ltd",12,18986,1260,0
N2-B361,北京特思迪设备制造有限公司,"Beijing TESID Equipment Co., Ltd.",12,16420,1782,16421
N2-B362,迈克罗迈帝克数控机械贸易（上海）有限公司,ACE Designers Ltd,12,18520,3467,18238
N2-B371,"EZHONG Heavy Machinery Co.,Limited","EZHONG Heavy Machinery Co.,Limited",12,16816,8088,18462
N2-B372,奎克好富顿投资管理（上海）有限公司,"Quaker Chemical (China) Co.,Ltd",12,18421,1682,0
N2-B381,新美科工业产品（上海）有限公司,"CIMCOOL INDUSTRIAL PRODUCTS(SHANGHAI) CO., LTD",12,17411,4441,17174
N2-B382,上海火焱检测技术有限公司,Shanghai Huoyan Inspection Technologies Linited,12,16983,6988,0
N2-B383,广州岩海科技有限公司,"Guangzhou Rocksea Technology Co., Ltd.",12,17709,5012,0
N2-B384,苏州润宸数控科技有限公司,SUZHOU RUNCHEN,12,18151,6623,0
N2-B385,同辉机械有限公司,"TONGHUI MACHINE CO.,LTD",12,18830,1680,0
N2-B401,日本恩司迪公司,MST Corporation,12,18960,1345,18677
N2-B402,浜井产业株式会社,"HAMAI CO .,LTD.",12,18965,1427,20024
N2-B403,安努梯工具（上海）有限公司,"NT TOOL SHANGHAI CO., LTD.",12,18821,1385,17443
N2-B411,东洋先进机床株式会社,"TOYO ADVANCED TECHNOLOGIES CO., LTD.",12,18852,1365,19951
N2-B412,株式会社SCD,"SCD.co.,ltd",12,18939,3838,20193
N2-B413,佑能工具(上海)有限公司,"Uniontool(shanghai)Co.,Ltd.",12,17201,6693,19694
N2-B421,株式会社日进ProSOL,"NISSIN ProSOL CO., LTD.",12,18963,1267,19734
N2-B431,株式会社北川鉄工所,KITAGAWA CORPORATION,12,18941,1066,19112
N2-B432,泰拉尔通用机械(上海)有限公司,"Teral General Machine(Shanghai)Co.,Ltd",12,19043,4706,0
N2-B433,株式会社神户制钢所,"KOBE STEEL,LTD.",12,18935,1226,19397
N2-B471,烟台艾迪精密机械股份有限公司,"Yantai Eddie Precision Machinery Co., Ltd.",12,16906,7817,17058
N2-B481,瑞严精机（上海）有限公司,"RUI YAN SEIKI (SHANGHAI)CO.,LTD",12,17515,3195,16285
N2-B482,苏州帝瀚环保科技股份有限公司,"Suzhou Dihill Green Technology Co.,Ltd",12,17622,907,20292
N2-B483,温纳罗尔刀具有限公司,Wenaroll GmbH Tools and Systems,12,18444,8773,0
N2-B501,北京机工弗戈传媒广告有限公司,"BEIJING JIGONG VOGEL MEDIA ADVERTISING Co., LTD.",12,17924,1757,16284
N2-B502,重庆华普精密机械有限责任公司,"Chongqing Huapu Precision Machinery Co., Ltd.",12,16454,3383,16832
N2-B503,菲思图测量仪器（北京）有限公司,Phase II Instruments ( Beijing ) Ltd.,12,18717,8545,17404
N2-B504,宁波罗拓福斯自动化技术有限公司,Ningbo Rotoflux Automation Technology Co. LTD,12,18096,3348,17410
N2-B505,广东德帕化学有限公司,"Guangdong DEPA Chemistry Co.,Ltd.",12,16833,7960,0
N3-A001,苏州信能精密机械有限公司,"Suzhou Xinneng Precise Machinery Co., Ltd.",12,16839,176,0
N3-A002,台州世茂数控设备有限公司,Taizhou shimao CNC equipment.LTD,12,17188,4314,19009
N3-A101,浙江杭机股份有限公司,"Hangzhou Hangji Machine Tool Co., Ltd.",12,16754,155,17190
N3-A102,宁夏银川大河数控机床有限公司,"Ningxia Yinchuan Dahe CNC Machine Co., Ltd.",12,18353,200,19328
N3-A103,湖南宇晶机器股份有限公司,"Hunan yujing machinery Co.,Ltd.",12,16632,1989,20153
N3-A105,华辰精密装备（昆山）股份有限公司,"Hiecise Precision Equipment Co.,Ltd",12,18062,3310,18899
N3-A111,南京南特精密机械有限公司,"Nanjing Grind-Tec Precision Co., Ltd.",12,17988,189,16368
N3-A112,旭昇精密磨床制造（常熟）有限公司,"Xusheng Precision Grinding Machine Manufacturing (Changshu) Co., Ltd.",12,17846,6467,0
N3-A113,杭州平野精密机械有限公司,"HANGZHOU PYEAH PRECISION MACHINERY CO.,LTD",12,16852,6943,17138
N3-A115,南京新工投资集团有限责任公司,"Nanjing New Industry Investment Group Co.,Ltd",12,18207,6619,0
N3-A115-1,南京工艺装备制造股份有限公司,"China Nanjing Technical Equipment Manufacture Co., Ltd.",12,18203,530,17390
N3-A115-2,莱玛特·沃尔特斯（沈阳）精密机械有限公司,"Lapmaster Wolters (Shenyang) Precision Machinery Co., Ltd.",12,18886,8395,16975
N3-A181,山东临磨数控机床装备有限公司,"SHANDONG LINMO CNC MACHINE TOOL EQUIPMENT CO.,LTD",12,16506,4915,0
N3-A182,山东鲁磁工业科技有限公司,"Shangdong Luci Industrial Technology Co.,LTD",12,16513,2372,0
N3-A183,威海沣润智能装备有限公司,"WEIHAI FARUN INTELLIGENT EQUIPMENT CO.,LTD",12,18021,8173,0
N3-A185,山东纳诺新材料科技有限公司,"Shandong Nano Advanced Materials Technology Co., Ltd.",12,16674,66,16876
N3-A201,北京第二机床厂有限公司,"BEIER MACHINE TOOL WORKS CO.,LTD.",12,18103,292,17982
N3-A202,倍得福机械科技（常州）股份有限公司,BDEFUMSCGINERYTECHNOLOGY(CHANGZHOU)INCORPORATEDCORPORATION,12,16414,3130,17574
N3-A203,苏州市敏嘉机床有限公司,"SUZHOU MINJIA MACHINE TOOL CO.,LTD",12,16878,7621,0
N3-A205,浙江杰克智能装备有限公司,"Zhejiang JACK Intelligent Equipment Co., Ltd.",12,16483,6723,20358
N3-A211,桂林桂北机器有限责任公司,"Guilin Guibei Machine Co., Ltd.",12,17017,167,17885
N3-A212,洛阳市润智数控设备有限公司,"Luoyang Runzhi CNC Equipment Co., Ltd.",12,17887,213,20382
N3-A213,无锡市明鑫机床有限公司,"Wuxi Mingxin Machine Tools Co., Ltd.",12,18325,188,18215
N3-A281,上海致领半导体科技发展有限公司,"shanghai leading semiconductor technology development Co.,Ltd.",12,18352,2456,0
N3-A282,台州市新潮珩磨设备制造有限公司,"Xinchao Honing Equipment Manufacturing Co., Ltd.",12,16666,211,19962
N3-A283,安徽鼎之珩珩磨科技有限公司,"Anhui Dingzhiheng Honing Technology Co., Ltd",12,17327,9274,20124
N3-A285,西安伊德机械制造有限责任公司,"Xi'an EADE Machinery Manufacturing Co.,Ltd.",12,16568,6407,19901
N3-A286,上海鸿宁珩磨机械有限公司,"SHANGHAI HONING MACHINERY CO.,LTD",12,17410,1840,18392
N3-A287,湖北利锐特精密机电设备有限公司,"Hubei Liruite Precision Electromechanical Equipment Co., Ltd",12,17512,6864,17599
N3-A301,山东克莱蒙特新材料科技有限公司,"Shandong Klement New Material Technology Co., Ltd",12,18243,4591,17424
N3-A311,江苏飞象数控设备有限公司,"Jiangsu Phisong CNC Machines Co., Ltd.",12,18247,186,18826
N3-A312,杭州祥生砂光机制造有限公司,"Hangzhou Xiangsheng Abrasive Machine Manufacturing Co., Ltd.",12,17894,368,19664
N3-A313,聚研精机（重庆）智能装备有限公司,"JEOYAR (Chongqing) Intelligent Equipment Co.,LtdBeneficiary",12,17430,237,16449
N3-A315,河南捷利达超硬制品有限公司,"Henan Jielida Superhard Products Co., Ltd.",12,16690,688,0
N3-A381,上海号角精密工具有限公司,"Shanghai Horn Pesices Tools Co.,Ltd",12,18261,1845,18947
N3-A382,上海隆光工业制刷有限公司,"Shanghai Longguang Industrial Brushes Co., Ltd",12,16866,4357,17191
N3-A383,东莞市超锋利磨具磨料有限公司,Dongguan  Efficient  Grinding  Tools  Co.. Ltd,12,17418,455,0
N3-A401,广东科瑞精密研磨技术有限公司,"Guangdong Kerui Precision Grinding Technology Co., Ltd.",12,17969,3222,16796
N3-A402,河南省新航科技有限公司,"Sihard Technology Co., Ltd.",12,16417,664,16808
N3-A403,郑州宏拓精密工具有限公司,"Zhengzhou Hongtuo Superasive Products Co., Ltd.",12,16976,676,16820
N3-A405,江苏赛扬精工科技有限责任公司,"Jiangsu Saiyang Precision Tools Technology Co., Ltd.",12,18171,663,0
N3-A411,德清煜盛智能装备有限公司,"Deqing Yusheng Intelligent Equipment Co., Ltd",12,16763,9177,19332
N3-A415,河南领科材料有限公司,"HENAN LEADTEC MATERIALS CO.,LTD.",12,18429,4360,0
N3-A416,郑州沃德超硬材料有限公司,"ZHENGZHOU WODE SUPERHARD MATERIAL CO.,",12,17462,8611,17779
N3-A421,昆山鑫轮超硬磨具有限公司,"Kunshan Xinlun Superabrasives Co., Ltd.",12,17406,662,16622
N3-A422,郑州天竞切削工具有限公司,Zhengzhou Days Compoting Cutting Too's Co.LTD,12,16817,694,18002
N3-A423,湖南兴大新材料有限公司,"Hunan Xingda Novel Materials Co.,Ltd .",12,17643,668,0
N3-A425,深圳市玉宝钻石工具有限公司,"Shenzhen Yubao Diamond Tools Co.,Ltd.",12,16522,660,18033
N3-A431,河北普莱斯曼金刚石科技有限公司,"Hebei Plasma Diamond Technology Co., Ltd.",12,16630,666,17523
N3-A432,上海和钻科技有限公司,"Shanghai Hezuan Technology Co. , Ltd",12,16786,665,16962
N3-A433,石家庄金恒泰砂轮有限公司,"Shijiazhuang Jinhengtai Grinding Wheel Co., Ltd.",12,16613,667,16817
N3-A435,昆山西肯切削工具有限公司,seken-tools,12,16812,6471,16847
N3-A436,三河燕郊克盾精密工具有限公司,"Sanhe yanjiao KEDUN precision tools co., LTD",12,17867,6422,16840
N3-A437,北京国瑞升科技集团股份有限公司,"Beijing Grish Hitech Co., Ltd.",12,17250,674,18334
N3-A438,河南普瑞赛斯数控机床有限公司,"Henan Precise CNC Machine Tool Co.,Ltd.",12,17444,9292,17122
N3-A481,河南石力金刚石制品股份有限公司,"HENAN STRENGTH DIAMOND PRODUCTS.,CO LTD",12,17651,671,20630
N3-A482,中材人工晶体研究院（山东）有限公司,"Sinoma Synthetic Crystals(Shandong)Co.,Ltd.",12,16598,7639,0
N3-A483,郑州和立超硬工具有限公司,"Zhengzhou he Li Super Hard Tools Co. , Ltd.",12,17312,4928,18108
N3-A485,沈阳达亿超硬材料制品有限公司,"Shenyang Dayi Superhard Material Co., Ltd.",12,17977,692,0
N3-A486,温岭市中锐金刚石工具有限公司,ZHONGRUI,12,17204,4940,0
N3-A487,厦门佳品金刚石工业有限公司,"Xiamen Chia Ping Diamond Industrial Co, LTD.",12,17118,2980,18404
N3-A488,河南赛苏金刚石制品有限公司,HENANSAISUJIGANGSHIZHIPINYOUXIANGONGSI,12,16569,4476,18461
N3-A501,深圳市海明润超硬材料股份有限公司,"Shenzhen Haimingrun Superhard Materials Co., Ltd.",12,16780,5264,19669
N3-A502,北京奇特金刚石工具有限公司,"Beijing Special Diamond Tools Co.,LTD",12,17364,969,20345
N3-A503,郑州立钻超硬材料制品有限公司,"Zhengzhou Lizuan Superhard Material Products Co., Ltd.",12,17091,9057,0
N3-A505,河南启宏精密工具有限公司,Henan Qihong Precision Tools Co. Ltd,12,16777,7730,20616
N3-A506,聊城全超新材料有限公司,"Liaocheng Super New Material Co., Ltd",12,18163,6410,17257
N3-A507,天津市宝利欣超硬材料有限公司,"Tianjin Bao Lixin Superhard Materials Co., Ltd",12,17150,693,18505
N3-A508,长兴县跃进磨料有限公司,"Changxing Yuejin Abrasive Co., Ltd.",12,17751,9340,19188
N3-A509,常熟市巨力砂轮有限责任公司,"Changshu Juli Grinding Wheel Co., Ltd.",12,17680,689,18714
N3-A510,深圳市金瑞精工钨钢科技有限公司,"Shenzhen Jinrui Precision Carbide Technology Co., Ltd.",12,18808,7879,20373
N3-B001,无锡机床股份有限公司,"Wuxi Machine Tools Co., Ltd.",12,16899,760,0
N3-B002,重庆恒博机械制造有限公司,"Chongqing Hengbo Machinery Manufacturing Co., Ltd.",12,16497,214,17009
N3-B101,上海机床厂有限公司,"Shanghai Machine Tool Works Co., Ltd.",12,18030,179,16413
N3-B103,浙江全顺机床有限公司,"ZHEJIANG QUANSHUN MACHINE TOOL CO,.LTD",12,18159,2741,16853
N3-B105,宇环数控机床股份有限公司,"Yuhuan CNC Machine Tool Co., Ltd.",12,18054,192,16655
N3-B111,北平机床（浙江）股份有限公司,"Beiping Machine Tool (Zhejiang) Co., Ltd.",12,16619,93,16705
N3-B112,东莞金研精密研磨机械制造有限公司,"Dongguan KIZI Precision Lapping Mechanical Manufacture Co., Ltd.",12,17929,220,19149
N3-B113,浙江固本精密技术有限公司,"Zhejiang Guben Precision Machinery Co., Ltd.",12,17627,219,17677
N3-B115,威海华东数控股份有限公司,"Weihai Huadong Automation Co., Ltd.",12,16491,185,16711
N3-B181,济南文德机械有限公司,Jinan Wende Machine Tool.CO.LTD,12,18227,2015,0
N3-B182,北京大足同进机械有限公司,"Beijing Dazu Tongjin Machinery Co., Ltd.",12,17125,193,19352
N3-B185,大丰市华磨机床厂,dafeng huamo machine tool factory,12,16741,6462,19087
N3-B186,台州华格机床有限公司,"Taizhou Huage Machine Tool Co., Ltd.",12,17435,288,20453
N3-B201,无锡市昌亿机床制造有限公司,"Wuxi Changyi Machine Tool Co., Ltd.",12,16616,191,18523
N3-B202,济南四机数控机床有限公司,"Jinan No.4 CNC Machine Tool Co., Ltd.",12,16912,197,18804
N3-B203,贵阳险峰机床股份有限公司,"Guiyang Xianfeng Machine Tool Co.,Ltd.",12,18135,773,0
N3-B205,深圳市兴富祥科技有限公司,"Shenzhen Henfux Technology Co., Ltd.",12,18256,181,16365
N3-B211,江苏特贝尔精密机械科技有限公司,"Jiangsu Teber Precision Machinery Technology Co., Ltd",12,17257,4354,19053
N3-B212,新乡日升数控轴承装备股份有限公司,"Xinxiang Sunrise CNC Bearing Equipment Co., Ltd.",12,16849,261,17644
N3-B213,宁波市精恒凯翔机械有限公司,"Ningbo City Jingheng Kaixiang Machinery Co., Ltd.",12,17851,334,0
N3-B215,宁波思瑞得磨具科技有限公司,"Ningbo Siruide Abrasive Technology Co., Ltd",12,17845,199,20627
N3-B281,杭州鸿鸣智能设备有限公司,"Hangzhou Hongming Intelligent Equipment Co., Ltd.",12,17110,4499,20356
N3-B282,银川市恒益达机械有限公司,"HENG YI DA MA CHINE(YINCHUAN)CO.,LTD",12,17617,8245,17727
N3-B283,金轮机床（广东）有限公司,"Whellong Machine Tool (Guangdong) Co., Ltd",12,16651,8314,17210
N3-B301,北京广宇大成数控机床有限公司,"Beijing Guang Yu Da Cheng CNC Machine Tools Co., Ltd.",12,17401,170,16371
N3-B302,富信成机械股份有限公司,HuxinC,12,17233,2693,0
N3-B303,无锡中新源机械有限公司,"Wuxi zhongxinyuan machinery Co., Ltd",12,17478,6620,18607
N3-B305,广东豪特曼机床股份有限公司,"Guangdong Hotman Intelligent Machinery Co., Ltd.",12,18451,212,19994
N3-B311,安徽向晖机床制造有限公司,Anhui Xianghui Machine Tool Manufacture Limited Company,12,16793,8021,18086
N3-B312,临清兴和宏鑫机床有限公司,"Linqing Xinghe Hongxin Machine Tool Co., Ltd.",12,18278,190,19975
N3-B313,南通中南智能科技有限公司,"Nantong Zhongnan Intelligent Technology Co.,Ltd",12,18221,13,0
N3-B315,浙江维克机械科技有限公司,"ZHEJIANG IVKE MACHINERY TECHNOLOGY CO.,LTD.",12,17759,106,18613
N3-B381,河北炽功机械科技有限公司,"Hebei Chigong Mechanical Science & Technology Co., Ltd.",12,16871,961,0
N3-B382,安徽多邦珩磨技术有限公司,"Anhui Dobore Honing Technology Co., Ltd.",12,18029,232,0
N3-B383,济南新宇硬质合金股份有限公司,"JINAN XINYU CEMENTED CARBIDE CO.,LTD",12,16990,9215,20330
N3-B384,常州迈腾工具有限公司,"Changzhou Maton Tools Co.,Ltd",12,16986,7352,20319
N3-B385,常州市富威特机械设备有限公司,"CHANGZHOU FU WEI MACHINE EQUIPMENT CO.,LTD.",12,17058,3190,0
N3-B386,福清市融马砂轮有限公司,"Fuqing Rongma Grinding Wheel Co., Ltd.",12,18069,690,0
N3-B401,白鸽磨料磨具有限公司,"White Dove Abrasives Co., Ltd.",12,17634,7719,19120
N3-B402,江西冠亿研磨股份有限公司,"Jiangxi Guanyi Abrasives Co.,Ltd",12,17294,686,17530
N3-B403,苏州远东砂轮有限公司,"Suzhou Far-East Abrasives Co., Ltd.",12,17572,696,16901
N3-B405,山东鲁信四砂泰山磨具有限公司,"Shandong Luxin Mount Tai Grinding Wheels Co., Ltd.",12,17145,4319,17909
N3-B411,青岛海狮砂轮有限公司,"Qingdao Haishi Grinding Wheel Co. , Ltd.",12,17018,6567,16800
N3-B412,青岛创力工具有限公司,"Qingdao Chuangli Tools Co,.Ltd",12,16994,7536,18935
N3-B413,河南省恒升磨具有限公司,HENAN HENGSHENG GRINDING WHEEL CO LTD,12,18011,4933,20442
N3-B415,江苏三锐东南磨料磨具有限公司,"JIANGSU SANRUI SOUTH-EAST ABRASIVES CO.,LTD",12,18032,9409,17666
N3-B421,东莞市仓田五金机械有限公司,"Dongguan Kurata Hardware Machinery Co.,Ltd.",12,17090,683,20628
N3-B422,昆山普昱精密主轴有限公司,"Kunshan Puyu precision spindle Co., Ltd",12,16980,685,16783
N3-B423,歌玛磨具南通有限公司,"G-Master Abrasives NanTong Co., LTD",12,17238,6752,19807
N3-B425,昆山奥玛泰机电设备有限公司,"Kunshan Omatei Mechanical and Electrical Equipment Co., Ltd.",12,17019,684,16878
N3-B426,昆山励天机械设备有限公司,"Kunshan Litian Machinery Equipment Co., Ltd.",12,17539,691,0
N3-B431,日照威斯顿研磨科技有限公司,Ri Zhao Wei Si Dun Yan Mo Ke Ji You Xian Gong Si,12,17467,1946,0
N3-B432,特研(郑州)新材料有限公司,"Special Abrasives New Materials Co.,Ltd(Zhengzhou)",12,18396,699,20581
N3-B433,郑州大地机械制造有限公司,"Zhengzhou Dadi Machinery Manufacturing Co., Ltd",12,18041,4916,0
N3-B435,郑州锐利磨料磨具有限公司,"iSharp Abrasives Factory Co., Ltd.",12,17936,6626,16802
N3-B436,宁波万福磨料磨具厂,NingBo Wanfu Abrasive Factory,12,17952,2196,0
N3-B437,天津比利耐尔钻石工具制造发展有限公司,"Tianjin BLNER Diamond Tool Manufacturing Development Co., Ltd.",12,17962,682,0
N3-B441,河南省聚创磨具有限公司,"Henan juchuang Grinding Tools co.,Ltd.",12,17972,6591,19339
N3-B442,青岛瑞克尔新材料科技有限公司,"Qingdao Reckel Advanced Materials Co.,Ltd.",12,16992,9216,17005
N3-B443,东莞市好手机电科技有限公司,Dongguan Haoshou Electrical Technology CO.，LTD,12,16629,4912,16663
N3-B445,成都西顿硬质合金有限公司,"Chengdu Santon Cemented Carbide Co.,Ltd",12,17037,3491,0
N3-B446,常州市阿凡达工具制造有限公司,"CHANGZHOU AVATAR TOOLS MANUFACTURE CO.,LTD",12,18091,3154,0
N3-B447,鑫聚晟环境工程（昆山）有限公司,"Xinjusheng environmental engineering Kunshan Co., Ltd",12,18339,4463,0
N3-B481,昆山崇粲机械有限公司,"Kunshan Chongcan Machinery Co.,Ltd",12,17334,1874,0
N3-B482,天津市富瑞泽精密机械有限公司,"TIANJIN FREEZEER MACHINERY CO.,LTd",12,16977,4793,20077
N3-B483,河北思瑞恩新材料科技有限公司,"Hebei SRN New Material Technology Co., Ltd",12,17724,7191,0
N3-B485,西安拽亘弗莱工业自动化科技有限公司,"Xi'an Dragonfly Industrial Automation Technology Co., Ltd.",12,17503,7575,18906
N3-B486,北京鑫铁城精密机械有限公司,"Beijing Xintiecheng Mechanical co,l.td",12,17556,6514,0
N3-B501,上海非西钻石有限公司,"Shanghai Feixi Diamond Co., Ltd",12,17027,7604,0
N3-B502,昆山博准精密机械有限公司,"Kunshan Bozhun Precision Machinery Co., Ltd",12,16988,6425,17688
N3-B503,郑州金地超硬材料有限公司,"Zhengzhou Jindi Superhard Materials Co., Ltd",12,16998,6870,18484
N3-B505,常州凯诺精密工具有限公司,"Changzhou Kai Nuo Precision Tool CO., Ltd",12,18519,6670,0
N3-B506,河南富航超硬磨料磨具有限公司,"Henan Fuhang super abrasive grinding tools Co., LTD",12,16576,6409,16428
N3-B507,河北锟洲科技有限公司,"Hebei Kunzhou Technology Co., Ltd",12,16862,6494,0
N3-B508,西安海威斯科技有限公司,"Xi'an Haives Technology Co., Ltd.",12,18001,277,16748
N3-B509,上海天然金刚石工具厂,Shanghai Natural Diamond Tools Factory,12,18077,695,18275
N4-A001,浙江迈兴途智能装备股份有限公司,"Zhejiang MaiXingTu intelligent equipment co., LTD",12,16799,49,19395
