帕斯卡株式会社,PASCAL CORPORATION,N2-A421,,,,,,,,,
大连新泰工业技术有限公司,"Dalian Xintai Industrial Technology Co., Ltd",N2-A422,,,,,,,,,
株式会社东京精密,"TOKYO SEIMITSU CO., LTD.",N2-A431,,,,,,,,,
上海斯脉特机电科技有限公司,"Shanghai Marquart Technology Co., Ltd",N2-A471,,,,,,,,,
杭州千鸿精密机械有限公司,"HANGZHOU CHANHONG PRECISION MACHINERY CO.,LTD.",N2-A472,,,,,,,,,
天津斯特尔泵浦科技有限公司,"Tianjin Stairs Pumps Technology Co.,Ltd",N2-A481,,,,,,,,,
隔而固（青岛）振动控制有限公司,"GERB (Qingdao) Vibration Control Co., Ltd.",N2-A482,,,,,,,,,
岩田精工（大连）有限公司,"IWATA TOOL (DALIAN)CO.,LTD.",N2-A483,,,,,,,,,
卓轮（天津）机械有限公司,"Zollern (Tianjin) Machinery Co.,Ltd",N2-A484,,,,,,,,,
上海雷昀机电科技有限公司,"Shanghai Lei Yun Electrical and Mechanical Technology Co., Ltd.",N2-A501,,,,,,,,,
苏州翔永精密科技有限公司,"Suzhou XonYon Precision Technology Co., Ltd",N2-A502,,,,,,,,,
乐泉机床附件（山东）有限公司,"Lequan Machine Tool Accessories (Shandong) Co., Ltd.",N2-A503,,,,,,,,,
山东蒙特恩传动科技有限公司,SHANDONG MTEN co，ltd,N2-A504,,,,,,,,,
深圳荣格广告有限公司,Shenzhen Ringier Trade Advertising Limited,N2-A505,,,,,,,,,
布莱特（上海）精密机械有限公司,"Bright (Shanghai) Precision Machinery Co., Ltd",N2-A506,,,,,,,,,
上海协翊机械有限公司,"SHANGHAI XIEYI MACHINERY CO. ,LTD.",N2-A507,,,,,,,,,
嘉实多（上海）管理有限公司,"CASTROL (SHANGHAI) MANAGEMENT CO., LTD",N2-B001,,,,,,,,,
优德精密工业（昆山）股份有限公司,"Jouder Precision Industry（kunshan) Co., Ltd",N2-B002,,,,,,,,,
贝美西（北京）精密机床部件有限公司,"BEIJING BEIMEIXI MACHINE COMPONENTS CO., LTD",N2-B003,,,,,,,,,
迪恩机床(中国)有限公司,"DN SOLUTIONS (China) Co., Ltd",N2-B101,,,,,,,,,
蒂业技凯(中国)投资有限公司,"THK(CHINA)CO.,LTD.",N2-B111,,,,,,,,,
株式会社三千里机械,SAMCHULLY MACHINERY,N2-B112,,,,,,,,,
易格斯（上海）拖链系统有限公司,"igus (Shanghai) Motion Plastics Co ., Ltd",N2-B113,,,,,,,,,
上海敏慈金属科技有限公司,"Hangzhou Outing Intelligent Technology Co., Ltd.",N2-B181,,,,,,,,,
创硕过滤设备（昆山）有限公司,"Transor Filter (Kunshan) Co., Ltd.",N2-B182,,,,,,,,,
信一秀塔克机械（苏州）有限公司,"SHIN-IL STARK MACHINERY (SUZHOU)CO.,LTD",N2-B183,,,,,,,,,
特莱克磨削技术（无锡）有限公司,"Theleico Abrasives （Wuxi）Co.,Ltd",N2-B184,,,,,,,,,
格图精密机械（苏州）有限公司,getudex,N2-B201,,,,,,,,,
青岛祥银传动设备有限公司,"CSK Motion Technology Co., Ltd.",N2-B202,,,,,,,,,
安徽台信科技有限公司,"AhuiTaixin Technology Co,.Ltd",N2-B203,,,,,,,,,
佶致测控技术（苏州）有限公司,"Acmeprobe Technology (Suzhou) Co., Ltd.",N2-B204,,,,,,,,,
捷太格特机械系统（无锡）有限公司,"JTEKT MACHINE SYSTEMS (WUXI) Co., Ltd.",N2-B211,,,,,,,,,
中阪贸易（上海）有限公司,"ZHONGBAN TRADE (SHANGHAI)CO.,LTD",N2-B212,,,,,,,,,
英科钛紧固件设备（上海）有限公司,AEROSPACE FASTENER MACHINERY (SHANGHAI) CORPORATION,N2-B213,,,,,,,,,
哈威油液压技术（上海）有限公司,"HAWE Oil-Hydraulic Technology (Shanghai) Co., Ltd.",N2-B214,,,,,,,,,
浙江卧龙精密动力系统有限公司,"Zhejiang Wolong Precision Drive System Co., LTD",N2-B215,,,,,,,,,
瑞顾克斯工业（大连）有限公司,"RIX DALIAN MANUFACTURING CO.,LTD",N2-B216,,,,,,,,,
上海欧耐斯机电科技有限公司,"Shanghai Honesty Electromechanical Technology Co., Ltd.",N2-B281,,,,,,,,,
雅科贝思精密机电（上海）有限公司,"Akribis Systems (Shanghai) Co., Ltd",N2-B282,,,,,,,,,
浙江胜祥机械有限公司,"SUNSHINE MACHINERY CO.,LTD.",N2-B283,,,,,,,,,
牧野机床（中国）有限公司,"Makino(China)Co.,ltd",N2-B301,,,,,,,,,
北京特思迪设备制造有限公司,"Beijing TESID Equipment Co., Ltd.",N2-B361,,,,,,,,,
迈克罗迈帝克数控机械贸易（上海）有限公司,ACE Designers Ltd,N2-B362,,,,,,,,,
"EZHONG Heavy Machinery Co.,Limited","EZHONG Heavy Machinery Co.,Limited",N2-B371,,,,,,,,,
奎克好富顿投资管理（上海）有限公司,"Quaker Chemical (China) Co.,Ltd",N2-B372,,,,,,,,,
新美科工业产品（上海）有限公司,"CIMCOOL INDUSTRIAL PRODUCTS(SHANGHAI) CO., LTD",N2-B381,,,,,,,,,
上海火焱检测技术有限公司,Shanghai Huoyan Inspection Technologies Linited,N2-B382,,,,,,,,,
广州岩海科技有限公司,"Guangzhou Rocksea Technology Co., Ltd.",N2-B383,,,,,,,,,
苏州润宸数控科技有限公司,SUZHOU RUNCHEN,N2-B384,,,,,,,,,
同辉机械有限公司,"TONGHUI MACHINE CO.,LTD",N2-B385,,,,,,,,,
日本恩司迪公司,MST Corporation,N2-B401,,,,,,,,,
浜井产业株式会社,"HAMAI CO .,LTD.",N2-B402,,,,,,,,,
安努梯工具（上海）有限公司,"NT TOOL SHANGHAI CO., LTD.",N2-B403,,,,,,,,,
东洋先进机床株式会社,"TOYO ADVANCED TECHNOLOGIES CO., LTD.",N2-B411,,,,,,,,,
株式会社SCD,"SCD.co.,ltd",N2-B412,,,,,,,,,
佑能工具(上海)有限公司,"Uniontool(shanghai)Co.,Ltd.",N2-B413,,,,,,,,,
株式会社日进ProSOL,"NISSIN ProSOL CO., LTD.",N2-B421,,,,,,,,,
株式会社北川鉄工所,KITAGAWA CORPORATION,N2-B431,,,,,,,,,
泰拉尔通用机械(上海)有限公司,"Teral General Machine(Shanghai)Co.,Ltd",N2-B432,,,,,,,,,
株式会社神户制钢所,"KOBE STEEL,LTD.",N2-B433,,,,,,,,,
烟台艾迪精密机械股份有限公司,"Yantai Eddie Precision Machinery Co., Ltd.",N2-B471,,,,,,,,,
瑞严精机（上海）有限公司,"RUI YAN SEIKI (SHANGHAI)CO.,LTD",N2-B481,,,,,,,,,
苏州帝瀚环保科技股份有限公司,"Suzhou Dihill Green Technology Co.,Ltd",N2-B482,,,,,,,,,
温纳罗尔刀具有限公司,Wenaroll GmbH Tools and Systems,N2-B483,,,,,,,,,
北京机工弗戈传媒广告有限公司,"BEIJING JIGONG VOGEL MEDIA ADVERTISING Co., LTD.",N2-B501,,,,,,,,,
重庆华普精密机械有限责任公司,"Chongqing Huapu Precision Machinery Co., Ltd.",N2-B502,,,,,,,,,
菲思图测量仪器（北京）有限公司,Phase II Instruments ( Beijing ) Ltd.,N2-B503,,,,,,,,,
宁波罗拓福斯自动化技术有限公司,Ningbo Rotoflux Automation Technology Co. LTD,N2-B504,,,,,,,,,
广东德帕化学有限公司,"Guangdong DEPA Chemistry Co.,Ltd.",N2-B505,,,,,,,,,
苏州信能精密机械有限公司,"Suzhou Xinneng Precise Machinery Co., Ltd.",N3-A001,,,,,,,,,
台州世茂数控设备有限公司,Taizhou shimao CNC equipment.LTD,N3-A002,,,,,,,,,
浙江杭机股份有限公司,"Hangzhou Hangji Machine Tool Co., Ltd.",N3-A101,,,,,,,,,
宁夏银川大河数控机床有限公司,"Ningxia Yinchuan Dahe CNC Machine Co., Ltd.",N3-A102,,,,,,,,,
湖南宇晶机器股份有限公司,"Hunan yujing machinery Co.,Ltd.",N3-A103,,,,,,,,,
华辰精密装备（昆山）股份有限公司,"Hiecise Precision Equipment Co.,Ltd",N3-A105,,,,,,,,,
南京南特精密机械有限公司,"Nanjing Grind-Tec Precision Co., Ltd.",N3-A111,,,,,,,,,
旭昇精密磨床制造（常熟）有限公司,"Xusheng Precision Grinding Machine Manufacturing (Changshu) Co., Ltd.",N3-A112,,,,,,,,,
杭州平野精密机械有限公司,"HANGZHOU PYEAH PRECISION MACHINERY CO.,LTD",N3-A113,,,,,,,,,
南京新工投资集团有限责任公司,"Nanjing New Industry Investment Group Co.,Ltd",N3-A115,,,,,,,,,
南京工艺装备制造股份有限公司,"China Nanjing Technical Equipment Manufacture Co., Ltd.",N3-A115-1,,,,,,,,,
莱玛特·沃尔特斯（沈阳）精密机械有限公司,"Lapmaster Wolters (Shenyang) Precision Machinery Co., Ltd.",N3-A115-2,,,,,,,,,
山东临磨数控机床装备有限公司,"SHANDONG LINMO CNC MACHINE TOOL EQUIPMENT CO.,LTD",N3-A181,,,,,,,,,
山东鲁磁工业科技有限公司,"Shangdong Luci Industrial Technology Co.,LTD",N3-A182,,,,,,,,,
威海沣润智能装备有限公司,"WEIHAI FARUN INTELLIGENT EQUIPMENT CO.,LTD",N3-A183,,,,,,,,,
山东纳诺新材料科技有限公司,"Shandong Nano Advanced Materials Technology Co., Ltd.",N3-A185,,,,,,,,,
北京第二机床厂有限公司,"BEIER MACHINE TOOL WORKS CO.,LTD.",N3-A201,,,,,,,,,
倍得福机械科技（常州）股份有限公司,BDEFUMSCGINERYTECHNOLOGY(CHANGZHOU)INCORPORATEDCORPORATION,N3-A202,,,,,,,,,
苏州市敏嘉机床有限公司,"SUZHOU MINJIA MACHINE TOOL CO.,LTD",N3-A203,,,,,,,,,
浙江杰克智能装备有限公司,"Zhejiang JACK Intelligent Equipment Co., Ltd.",N3-A205,,,,,,,,,
桂林桂北机器有限责任公司,"Guilin Guibei Machine Co., Ltd.",N3-A211,,,,,,,,,
洛阳市润智数控设备有限公司,"Luoyang Runzhi CNC Equipment Co., Ltd.",N3-A212,,,,,,,,,
无锡市明鑫机床有限公司,"Wuxi Mingxin Machine Tools Co., Ltd.",N3-A213,,,,,,,,,
上海致领半导体科技发展有限公司,"shanghai leading semiconductor technology development Co.,Ltd.",N3-A281,,,,,,,,,
台州市新潮珩磨设备制造有限公司,"Xinchao Honing Equipment Manufacturing Co., Ltd.",N3-A282,,,,,,,,,
安徽鼎之珩珩磨科技有限公司,"Anhui Dingzhiheng Honing Technology Co., Ltd",N3-A283,,,,,,,,,
西安伊德机械制造有限责任公司,"Xi'an EADE Machinery Manufacturing Co.,Ltd.",N3-A285,,,,,,,,,
上海鸿宁珩磨机械有限公司,"SHANGHAI HONING MACHINERY CO.,LTD",N3-A286,,,,,,,,,
湖北利锐特精密机电设备有限公司,"Hubei Liruite Precision Electromechanical Equipment Co., Ltd",N3-A287,,,,,,,,,
山东克莱蒙特新材料科技有限公司,"Shandong Klement New Material Technology Co., Ltd",N3-A301,,,,,,,,,
江苏飞象数控设备有限公司,"Jiangsu Phisong CNC Machines Co., Ltd.",N3-A311,,,,,,,,,
杭州祥生砂光机制造有限公司,"Hangzhou Xiangsheng Abrasive Machine Manufacturing Co., Ltd.",N3-A312,,,,,,,,,
聚研精机（重庆）智能装备有限公司,"JEOYAR (Chongqing) Intelligent Equipment Co.,LtdBeneficiary",N3-A313,,,,,,,,,
河南捷利达超硬制品有限公司,"Henan Jielida Superhard Products Co., Ltd.",N3-A315,,,,,,,,,
上海号角精密工具有限公司,"Shanghai Horn Pesices Tools Co.,Ltd",N3-A381,,,,,,,,,
上海隆光工业制刷有限公司,"Shanghai Longguang Industrial Brushes Co., Ltd",N3-A382,,,,,,,,,
东莞市超锋利磨具磨料有限公司,Dongguan Efficient Grinding Tools Co.. Ltd,N3-A383,,,,,,,,,
广东科瑞精密研磨技术有限公司,"Guangdong Kerui Precision Grinding Technology Co., Ltd.",N3-A401,,,,,,,,,
河南省新航科技有限公司,"Sihard Technology Co., Ltd.",N3-A402,,,,,,,,,
郑州宏拓精密工具有限公司,"Zhengzhou Hongtuo Superasive Products Co., Ltd.",N3-A403,,,,,,,,,
江苏赛扬精工科技有限责任公司,"Jiangsu Saiyang Precision Tools Technology Co., Ltd.",N3-A405,,,,,,,,,
德清煜盛智能装备有限公司,"Deqing Yusheng Intelligent Equipment Co., Ltd",N3-A411,,,,,,,,,
河南领科材料有限公司,"HENAN LEADTEC MATERIALS CO.,LTD.",N3-A415,,,,,,,,,
郑州沃德超硬材料有限公司,"ZHENGZHOU WODE SUPERHARD MATERIAL CO.,",N3-A416,,,,,,,,,
昆山鑫轮超硬磨具有限公司,"Kunshan Xinlun Superabrasives Co., Ltd.",N3-A421,,,,,,,,,
郑州天竞切削工具有限公司,Zhengzhou Days Compoting Cutting Too's Co.LTD,N3-A422,,,,,,,,,
湖南兴大新材料有限公司,"Hunan Xingda Novel Materials Co.,Ltd .",N3-A423,,,,,,,,,
深圳市玉宝钻石工具有限公司,"Shenzhen Yubao Diamond Tools Co.,Ltd.",N3-A425,,,,,,,,,
河北普莱斯曼金刚石科技有限公司,"Hebei Plasma Diamond Technology Co., Ltd.",N3-A431,,,,,,,,,
上海和钻科技有限公司,"Shanghai Hezuan Technology Co. , Ltd",N3-A432,,,,,,,,,
石家庄金恒泰砂轮有限公司,"Shijiazhuang Jinhengtai Grinding Wheel Co., Ltd.",N3-A433,,,,,,,,,
昆山西肯切削工具有限公司,seken-tools,N3-A435,,,,,,,,,
三河燕郊克盾精密工具有限公司,"Sanhe yanjiao KEDUN precision tools co., LTD",N3-A436,,,,,,,,,
北京国瑞升科技集团股份有限公司,"Beijing Grish Hitech Co., Ltd.",N3-A437,,,,,,,,,
河南普瑞赛斯数控机床有限公司,"Henan Precise CNC Machine Tool Co.,Ltd.",N3-A438,,,,,,,,,
河南石力金刚石制品股份有限公司,"HENAN STRENGTH DIAMOND PRODUCTS.,CO LTD",N3-A481,,,,,,,,,
中材人工晶体研究院（山东）有限公司,"Sinoma Synthetic Crystals(Shandong)Co.,Ltd.",N3-A482,,,,,,,,,
郑州和立超硬工具有限公司,"Zhengzhou he Li Super Hard Tools Co. , Ltd.",N3-A483,,,,,,,,,
沈阳达亿超硬材料制品有限公司,"Shenyang Dayi Superhard Material Co., Ltd.",N3-A485,,,,,,,,,
温岭市中锐金刚石工具有限公司,ZHONGRUI,N3-A486,,,,,,,,,
厦门佳品金刚石工业有限公司,"Xiamen Chia Ping Diamond Industrial Co, LTD.",N3-A487,,,,,,,,,
河南赛苏金刚石制品有限公司,HENANSAISUJIGANGSHIZHIPINYOUXIANGONGSI,N3-A488,,,,,,,,,
深圳市海明润超硬材料股份有限公司,"Shenzhen Haimingrun Superhard Materials Co., Ltd.",N3-A501,,,,,,,,,
北京奇特金刚石工具有限公司,"Beijing Special Diamond Tools Co.,LTD",N3-A502,,,,,,,,,
郑州立钻超硬材料制品有限公司,"Zhengzhou Lizuan Superhard Material Products Co., Ltd.",N3-A503,,,,,,,,,
河南启宏精密工具有限公司,Henan Qihong Precision Tools Co. Ltd,N3-A505,,,,,,,,,
聊城全超新材料有限公司,"Liaocheng Super New Material Co., Ltd",N3-A506,,,,,,,,,
天津市宝利欣超硬材料有限公司,"Tianjin Bao Lixin Superhard Materials Co., Ltd",N3-A507,,,,,,,,,
长兴县跃进磨料有限公司,"Changxing Yuejin Abrasive Co., Ltd.",N3-A508,,,,,,,,,
常熟市巨力砂轮有限责任公司,"Changshu Juli Grinding Wheel Co., Ltd.",N3-A509,,,,,,,,,
深圳市金瑞精工钨钢科技有限公司,"Shenzhen Jinrui Precision Carbide Technology Co., Ltd.",N3-A510,,,,,,,,,
无锡机床股份有限公司,"Wuxi Machine Tools Co., Ltd.",N3-B001,,,,,,,,,
重庆恒博机械制造有限公司,"Chongqing Hengbo Machinery Manufacturing Co., Ltd.",N3-B002,,,,,,,,,
上海机床厂有限公司,"Shanghai Machine Tool Works Co., Ltd.",N3-B101,,,,,,,,,
浙江全顺机床有限公司,"ZHEJIANG QUANSHUN MACHINE TOOL CO,.LTD",N3-B103,,,,,,,,,
宇环数控机床股份有限公司,"Yuhuan CNC Machine Tool Co., Ltd.",N3-B105,,,,,,,,,
北平机床（浙江）股份有限公司,"Beiping Machine Tool (Zhejiang) Co., Ltd.",N3-B111,,,,,,,,,
东莞金研精密研磨机械制造有限公司,"Dongguan KIZI Precision Lapping Mechanical Manufacture Co., Ltd.",N3-B112,,,,,,,,,
浙江固本精密技术有限公司,"Zhejiang Guben Precision Machinery Co., Ltd.",N3-B113,,,,,,,,,
威海华东数控股份有限公司,"Weihai Huadong Automation Co., Ltd.",N3-B115,,,,,,,,,
济南文德机械有限公司,Jinan Wende Machine Tool.CO.LTD,N3-B181,,,,,,,,,
北京大足同进机械有限公司,"Beijing Dazu Tongjin Machinery Co., Ltd.",N3-B182,,,,,,,,,
大丰市华磨机床厂,dafeng huamo machine tool factory,N3-B185,,,,,,,,,
台州华格机床有限公司,"Taizhou Huage Machine Tool Co., Ltd.",N3-B186,,,,,,,,,
无锡市昌亿机床制造有限公司,"Wuxi Changyi Machine Tool Co., Ltd.",N3-B201,,,,,,,,,
济南四机数控机床有限公司,"Jinan No.4 CNC Machine Tool Co., Ltd.",N3-B202,,,,,,,,,
贵阳险峰机床股份有限公司,"Guiyang Xianfeng Machine Tool Co.,Ltd.",N3-B203,,,,,,,,,
深圳市兴富祥科技有限公司,"Shenzhen Henfux Technology Co., Ltd.",N3-B205,,,,,,,,,
江苏特贝尔精密机械科技有限公司,"Jiangsu Teber Precision Machinery Technology Co., Ltd",N3-B211,,,,,,,,,
新乡日升数控轴承装备股份有限公司,"Xinxiang Sunrise CNC Bearing Equipment Co., Ltd.",N3-B212,,,,,,,,,
宁波市精恒凯翔机械有限公司,"Ningbo City Jingheng Kaixiang Machinery Co., Ltd.",N3-B213,,,,,,,,,
宁波思瑞得磨具科技有限公司,"Ningbo Siruide Abrasive Technology Co., Ltd",N3-B215,,,,,,,,,
杭州鸿鸣智能设备有限公司,"Hangzhou Hongming Intelligent Equipment Co., Ltd.",N3-B281,,,,,,,,,
银川市恒益达机械有限公司,"HENG YI DA MA CHINE(YINCHUAN)CO.,LTD",N3-B282,,,,,,,,,
金轮机床（广东）有限公司,"Whellong Machine Tool (Guangdong) Co., Ltd",N3-B283,,,,,,,,,
北京广宇大成数控机床有限公司,"Beijing Guang Yu Da Cheng CNC Machine Tools Co., Ltd.",N3-B301,,,,,,,,,
富信成机械股份有限公司,HuxinC,N3-B302,,,,,,,,,
无锡中新源机械有限公司,"Wuxi zhongxinyuan machinery Co., Ltd",N3-B303,,,,,,,,,
广东豪特曼机床股份有限公司,"Guangdong Hotman Intelligent Machinery Co., Ltd.",N3-B305,,,,,,,,,
安徽向晖机床制造有限公司,Anhui Xianghui Machine Tool Manufacture Limited Company,N3-B311,,,,,,,,,
临清兴和宏鑫机床有限公司,"Linqing Xinghe Hongxin Machine Tool Co., Ltd.",N3-B312,,,,,,,,,
南通中南智能科技有限公司,"Nantong Zhongnan Intelligent Technology Co.,Ltd",N3-B313,,,,,,,,,
浙江维克机械科技有限公司,"ZHEJIANG IVKE MACHINERY TECHNOLOGY CO.,LTD.",N3-B315,,,,,,,,,
河北炽功机械科技有限公司,"Hebei Chigong Mechanical Science & Technology Co., Ltd.",N3-B381,,,,,,,,,
安徽多邦珩磨技术有限公司,"Anhui Dobore Honing Technology Co., Ltd.",N3-B382,,,,,,,,,
济南新宇硬质合金股份有限公司,"JINAN XINYU CEMENTED CARBIDE CO.,LTD",N3-B383,,,,,,,,,
常州迈腾工具有限公司,"Changzhou Maton Tools Co.,Ltd",N3-B384,,,,,,,,,
常州市富威特机械设备有限公司,"CHANGZHOU FU WEI MACHINE EQUIPMENT CO.,LTD.",N3-B385,,,,,,,,,
福清市融马砂轮有限公司,"Fuqing Rongma Grinding Wheel Co., Ltd.",N3-B386,,,,,,,,,
白鸽磨料磨具有限公司,"White Dove Abrasives Co., Ltd.",N3-B401,,,,,,,,,
江西冠亿研磨股份有限公司,"Jiangxi Guanyi Abrasives Co.,Ltd",N3-B402,,,,,,,,,
苏州远东砂轮有限公司,"Suzhou Far-East Abrasives Co., Ltd.",N3-B403,,,,,,,,,
山东鲁信四砂泰山磨具有限公司,"Shandong Luxin Mount Tai Grinding Wheels Co., Ltd.",N3-B405,,,,,,,,,
青岛海狮砂轮有限公司,"Qingdao Haishi Grinding Wheel Co. , Ltd.",N3-B411,,,,,,,,,
青岛创力工具有限公司,"Qingdao Chuangli Tools Co,.Ltd",N3-B412,,,,,,,,,
河南省恒升磨具有限公司,HENAN HENGSHENG GRINDING WHEEL CO LTD,N3-B413,,,,,,,,,
江苏三锐东南磨料磨具有限公司,"JIANGSU SANRUI SOUTH-EAST ABRASIVES CO.,LTD",N3-B415,,,,,,,,,
东莞市仓田五金机械有限公司,"Dongguan Kurata Hardware Machinery Co.,Ltd.",N3-B421,,,,,,,,,
昆山普昱精密主轴有限公司,"Kunshan Puyu precision spindle Co., Ltd",N3-B422,,,,,,,,,
歌玛磨具南通有限公司,"G-Master Abrasives NanTong Co., LTD",N3-B423,,,,,,,,,
昆山奥玛泰机电设备有限公司,"Kunshan Omatei Mechanical and Electrical Equipment Co., Ltd.",N3-B425,,,,,,,,,
昆山励天机械设备有限公司,"Kunshan Litian Machinery Equipment Co., Ltd.",N3-B426,,,,,,,,,
日照威斯顿研磨科技有限公司,Ri Zhao Wei Si Dun Yan Mo Ke Ji You Xian Gong Si,N3-B431,,,,,,,,,
特研(郑州)新材料有限公司,"Special Abrasives New Materials Co.,Ltd(Zhengzhou)",N3-B432,,,,,,,,,
郑州大地机械制造有限公司,"Zhengzhou Dadi Machinery Manufacturing Co., Ltd",N3-B433,,,,,,,,,
郑州锐利磨料磨具有限公司,"iSharp Abrasives Factory Co., Ltd.",N3-B435,,,,,,,,,
宁波万福磨料磨具厂,NingBo Wanfu Abrasive Factory,N3-B436,,,,,,,,,
天津比利耐尔钻石工具制造发展有限公司,"Tianjin BLNER Diamond Tool Manufacturing Development Co., Ltd.",N3-B437,,,,,,,,,
河南省聚创磨具有限公司,"Henan juchuang Grinding Tools co.,Ltd.",N3-B441,,,,,,,,,
青岛瑞克尔新材料科技有限公司,"Qingdao Reckel Advanced Materials Co.,Ltd.",N3-B442,,,,,,,,,
东莞市好手机电科技有限公司,Dongguan Haoshou Electrical Technology CO.，LTD,N3-B443,,,,,,,,,
成都西顿硬质合金有限公司,"Chengdu Santon Cemented Carbide Co.,Ltd",N3-B445,,,,,,,,,
常州市阿凡达工具制造有限公司,"CHANGZHOU AVATAR TOOLS MANUFACTURE CO.,LTD",N3-B446,,,,,,,,,
鑫聚晟环境工程（昆山）有限公司,"Xinjusheng environmental engineering Kunshan Co., Ltd",N3-B447,,,,,,,,,
昆山崇粲机械有限公司,"Kunshan Chongcan Machinery Co.,Ltd",N3-B481,,,,,,,,,
天津市富瑞泽精密机械有限公司,"TIANJIN FREEZEER MACHINERY CO.,LTd",N3-B482,,,,,,,,,
河北思瑞恩新材料科技有限公司,"Hebei SRN New Material Technology Co., Ltd",N3-B483,,,,,,,,,
西安拽亘弗莱工业自动化科技有限公司,"Xi'an Dragonfly Industrial Automation Technology Co., Ltd.",N3-B485,,,,,,,,,
北京鑫铁城精密机械有限公司,"Beijing Xintiecheng Mechanical co,l.td",N3-B486,,,,,,,,,
上海非西钻石有限公司,"Shanghai Feixi Diamond Co., Ltd",N3-B501,,,,,,,,,
昆山博准精密机械有限公司,"Kunshan Bozhun Precision Machinery Co., Ltd",N3-B502,,,,,,,,,
郑州金地超硬材料有限公司,"Zhengzhou Jindi Superhard Materials Co., Ltd",N3-B503,,,,,,,,,
常州凯诺精密工具有限公司,"Changzhou Kai Nuo Precision Tool CO., Ltd",N3-B505,,,,,,,,,
河南富航超硬磨料磨具有限公司,"Henan Fuhang super abrasive grinding tools Co., LTD",N3-B506,,,,,,,,,
河北锟洲科技有限公司,"Hebei Kunzhou Technology Co., Ltd",N3-B507,,,,,,,,,
西安海威斯科技有限公司,"Xi'an Haives Technology Co., Ltd.",N3-B508,,,,,,,,,
上海天然金刚石工具厂,Shanghai Natural Diamond Tools Factory,N3-B509,,,,,,,,,
浙江迈兴途智能装备股份有限公司,"Zhejiang MaiXingTu intelligent equipment co., LTD",N4-A001,,,,,,,,,
广东隆邦智能装备实业有限公司,"Guangdong Longbang Intelligent Equipment Industrial Co., Ltd",N4-A002,,,,,,,,,
浙江海德曼智能装备股份有限公司,"Zhejiang Headman Machinery Co., Ltd.",N4-A101,,,,,,,,,
浙江金火科技实业有限公司,"Zhejiang GFIR Machine Tool Co., Ltd.",N4-A111,,,,,,,,,
湖北毅兴智能装备股份有限公司,"Hubei Yixing Smart Equipment Joint Stock Co., Ltd.",N4-A112,,,,,,,,,
浙江博谷精密机械科技有限公司,"Zhejiang Bogu Precision Machinery Technology Co., Ltd.",N4-A113,,,,,,,,,
西安巨浪精密机械有限公司,"Xi'an BILLOWS Precision Machinery Co., Ltd",N4-A181,,,,,,,,,
常州比优特精密夹具有限公司,"CHANGZHOU BEUT PRECISION FIXTURE CO., LTD.",N4-A182,,,,,,,,,
南通钰安机械有限公司,"Nantong Yan Machinery Co., Ltd.",N4-A183,,,,,,,,,
安阳协佳精密机械有限公司,xiejia precision mechinery co.ltd,N4-A185,,,,,,,,,
陕西诺贝特自动化科技股份有限公司,"SHAANXI ROBOT AUTOMATION TECHNOLOGY CO.,LTD",N4-A201,,,,,,,,,
大连意美机械有限公司,"Dalian Yimei Machinery Co., Ltd.",N4-A202,,,,,,,,,
山东沂水机床厂有限公司,"Shandong Yishui Machine Tool Co., Ltd.",N4-A211,,,,,,,,,
中星数控机床科技（浙江）股份有限公司,"Zhongxing CNC Machine Tool Technology (Zhejiang) Co., Ltd",N4-A212,,,,,,,,,
宁波贝宁机床有限公司,"NINGBO BLIN MACHINERY CO.,LTD.",N4-A213,,,,,,,,,
山东建哈昱阳重工机械有限公司,"Shandong Jianha Yuyang heavy industry machinery co., ltd",N4-A281,,,,,,,,,
山东雷欧机床有限公司,shandongleiou,N4-A282,,,,,,,,,
江苏新诺机械制造有限公司,"JIANGSU ZINO MACHINERY MANUFACTURING CO., LTD",N4-A283,,,,,,,,,
台州市东部数控设备有限公司,"TAIZHOU EASTER CNC TECHOLOGY CO.,LTD",N4-A301,,,,,,,,,
天津市天森智能设备有限公司,"Tianjin Tiansen Intelligent Equipment Co., Ltd",N4-A302,,,,,,,,,
玉环市坎门机床厂,YUHUAN KANMEN MACHINE TOOL FACTORY,N4-A303,,,,,,,,,
宝鸡西力精密机械有限公司,"Baoji Xili Precision Machinery Co., Ltd.",N4-A311,,,,,,,,,
三众智能精密机械（江苏）有限公司,"SAMAX LNTELLIGENT PRECISION MACHINERY (JIANGSU) CO.,LTD",N4-A312,,,,,,,,,
南京嘉玺数控科技有限公司,"Nanjing Jiaxi CNC Technology Co., Ltd.",N4-A313,,,,,,,,,
高邮市永发机械有限公司,"Gaoyou Yongfa Machinery Co., Ltd.",N4-A315,,,,,,,,,
扬州市华飞通用机械厂,YANGZHOU HUAFEI GENERAL MACHINE FACTORY,N4-A381,,,,,,,,,
山东星亿机床有限公司,"Shandong Xingyi Machine tool Co., Ltd.",N4-A382,,,,,,,,,
山西风源机械制造有限公司,"Shanxi Fengyuan Machinery Manufacturing Co., Ltd.",N4-A383,,,,,,,,,
常州市华立达智能装备有限公司,"Changzhou hualida Intelligent Equipment Co,Ltd",N4-A385,,,,,,,,,
河北大元重科机械有限公司,"Hebei Dayuan Heavy Science and Technology Machinery GO.,Ltd",N4-A386,,,,,,,,,
芜湖恒升重型机床股份有限公司,"Wuhu Hengsheng Heavy Duty Machine Tool Co., Ltd.",N4-A387,,,,,,,,,
