exhibitor_id,company_name,exhibitor_type,parent_exhibitor_id,area,hall,booth,detail_url,source_page,source_position
parent:251:co-exhibitor:5,▸ People Corporation,co_exhibitor,251,Next Generation Park,|,4H001-006,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,348
parent:251:co-exhibitor:6,"▸ Sustinere Co., Ltd.",co_exhibitor,251,Next Generation Park,|,4H001-006,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,349
parent:251:co-exhibitor:7,▸ TAKIZAWA CITY,co_exhibitor,251,Next Generation Park,|,4H001-006,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,350
parent:251:co-exhibitor:8,▸ TakizawaRoboticsLLC.,co_exhibitor,251,Next Generation Park,|,4H001-006,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,351
parent:178,Japan Atomic Energy Agency,parent,,Next Generation Park,|,4H316,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,352
parent:91,Japan Federation Of Electronic Parts Distributors & Dealers,parent,,General Exhibits,|,8H304,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,353
parent:253,Japan Institute of Invention and Innovation/Japan Institute for Promoting Invention and Innovation,parent,,General Exhibits,|,8H111,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,354
parent:76,Japan Manned Space Systems Corporation,parent,,General Exhibits,|,7H319,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,355
parent:142,JCCL,parent,,Next Generation Park,|,4H020,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,356
parent:379,"JCOM Co., Ltd.",parent,,Next Generation Park,|,4H226,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,357
parent:314,JEITA Semiconductor Forum 2026,parent,,X (Transformation) Park,|,6H002,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,358
parent:314:co-exhibitor:1,▸ KIOXIA corporation,co_exhibitor,314,X (Transformation) Park,|,6H002,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,359
parent:314:co-exhibitor:2,"▸ Micron Memory Japan, K.K.",co_exhibitor,314,X (Transformation) Park,|,6H002,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,360
parent:314:co-exhibitor:3,▸ Mitsubishi Electric Corporation,co_exhibitor,314,X (Transformation) Park,|,6H002,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,361
parent:314:co-exhibitor:4,▸ Nuvoton Technology Corporation Japan,co_exhibitor,314,X (Transformation) Park,|,6H002,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,362
parent:314:co-exhibitor:5,"▸ ROHM Co., Ltd.",co_exhibitor,314,X (Transformation) Park,|,6H002,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,363
parent:314:co-exhibitor:6,▸ Renesas Electronics Corporation,co_exhibitor,314,X (Transformation) Park,|,6H002,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,364
parent:314:co-exhibitor:7,"▸ Sanken Electric Co., Ltd.",co_exhibitor,314,X (Transformation) Park,|,6H002,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,365
parent:314:co-exhibitor:8,▸ Semiconductor Board,co_exhibitor,314,X (Transformation) Park,|,6H002,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,366
parent:314:co-exhibitor:9,▸ Sony Semiconductor Solutions Corporation,co_exhibitor,314,X (Transformation) Park,|,6H002,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,367
parent:314:co-exhibitor:10,▸ Toshiba Electronic Devices & Storage Corporation,co_exhibitor,314,X (Transformation) Park,|,6H002,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,368
parent:215,"JiangXi GuiDe Technology Co., Ltd.",parent,,General Exhibits,|,7H327,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,369
parent:290,Joso City AI-powered regional revitalization Consortium,parent,,X (Transformation) Park,|,6H237,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,370
parent:290:co-exhibitor:1,"▸ Honda R&D Co., Ltd.",co_exhibitor,290,X (Transformation) Park,|,6H237,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,371
parent:290:co-exhibitor:2,▸ Joso City,co_exhibitor,290,X (Transformation) Park,|,6H237,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,372
parent:290:co-exhibitor:3,▸ Wing-AI Lab,co_exhibitor,290,X (Transformation) Park,|,6H237,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,373
parent:290:co-exhibitor:4,▸ ima Inc.,co_exhibitor,290,X (Transformation) Park,|,6H237,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,374
parent:284,JTB Corp.,parent,,X (Transformation) Park,|,6H010,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,375
parent:396,"Kaibo Audio Co., Ltd.",parent,,General Exhibits,|,7H208,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,376
parent:182,KANAZAWA UNIVERSITY,parent,,Next Generation Park,|,4H117,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,377
parent:220,KEIAN,parent,,X (Transformation) Park,|,5H117,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,378
parent:160,Keio University Haptics Research Center,parent,,Next Generation Park,|,4H009-012,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,379
parent:160:co-exhibitor:1,▸ MotionLib Inc.,co_exhibitor,160,Next Generation Park,|,4H009-012,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,380
parent:101,Kikuvi Inc.,parent,,X (Transformation) Park,|,4H603,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,381
parent:393,"Kirin Holdings Company, Limited",parent,,X (Transformation) Park,|,5H311,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,382
parent:301,KISCO LTD.,parent,,General Exhibits,|,6H023,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,383
parent:25,KODENSHI CORP.,parent,,General Exhibits,|,8H411,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,384
parent:43,"KOSHIBU PRECISION CO., LTD.",parent,,General Exhibits,|,7H325,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,385
parent:75,"Kotozna, Inc.",parent,,X (Transformation) Park,|,5H112,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,386
parent:102,"KUMU Works, Inc./Z2Data",parent,,General Exhibits,|,8H227,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,387
parent:119,"KYODO CO., LTD.",parent,,General Exhibits,|,8H305,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,388
parent:370,Kyoto College of Design and Technology,parent,,Next Generation Park,|,4H130,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,389
parent:265,Kyoto Universtiy,parent,,Next Generation Park,|,4H209,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,390
parent:1046,Latvia Pavilion,parent,,Global Park,|,5H105,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,391
parent:1046:co-exhibitor:1,▸ Investment and Development Agency of Latvia (LIAA),co_exhibitor,1046,Global Park,|,5H105,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,392
parent:1046:co-exhibitor:2,▸ GaloGroup,co_exhibitor,1046,Global Park,|,5H105,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,393
parent:1046:co-exhibitor:3,▸ Latvijas Mobilais Telefons,co_exhibitor,1046,Global Park,|,5H105,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,394
parent:1046:co-exhibitor:4,▸ McCann Riga,co_exhibitor,1046,Global Park,|,5H105,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,395
parent:1046:co-exhibitor:5,▸ Raden Solutions,co_exhibitor,1046,Global Park,|,5H105,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,396
parent:1046:co-exhibitor:6,▸ Snippets AI,co_exhibitor,1046,Global Park,|,5H105,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,397
parent:155,LEAG Solutions Corp.,parent,,General Exhibits,|,7H404,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,398
parent:141,LensLink,parent,,Next Generation Park,|,4H433,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,399
parent:313,LimX Dynamics,parent,,General Exhibits,|,8H319,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,400
parent:86,Location Business&Marketing Association Japan,parent,,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,401
parent:86:co-exhibitor:1,"▸ Ashirase, Inc.",co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,402
parent:86:co-exhibitor:2,▸ Data Insight Inc.,co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,403
parent:86:co-exhibitor:3,"▸ GeoTechnologies, Inc.",co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,404
parent:86:co-exhibitor:4,"▸ HATSUKAZE Co., Ltd.",co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,405
parent:86:co-exhibitor:5,"▸ Hino Computer System Co., Ltd.",co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,406
parent:86:co-exhibitor:6,"▸ IOTBANK Co., Ltd.",co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,407
parent:86:co-exhibitor:7,"▸ Kokusai Kogyo Co., Ltd.",co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,408
parent:86:co-exhibitor:8,"▸ MAPPLE, Inc.",co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,409
parent:86:co-exhibitor:9,"▸ MULTISOUP CO., LTD.",co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,410
parent:86:co-exhibitor:10,▸ PrivacyTech Inc.,co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,411
parent:86:co-exhibitor:11,▸ SoftBank Corp.,co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,412
parent:86:co-exhibitor:12,▸ TomTom Sales B.V.,co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,413
parent:86:co-exhibitor:13,▸ Yokohama City University,co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,414
parent:86:co-exhibitor:14,"▸ ZENRIN CO.,LTD.",co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,415
parent:86:co-exhibitor:15,"▸ ZENRIN DataCom CO., LTD.",co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,416
parent:86:co-exhibitor:16,"▸ unerry, Inc.",co_exhibitor,86,X (Transformation) Park,|,6H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,417
parent:193,lotsful Inc.,parent,,Next Generation Park,|,4H153,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,418
parent:189,MatrixFlow,parent,,Next Generation Park,|,4H334,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,419
parent:20,"Merci Co., Ltd.",parent,,General Exhibits,|,5H430,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,420
parent:23,"MIE ELECTRONICS CO., LTD.",parent,,General Exhibits,|,7H320,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,421
parent:23:co-exhibitor:1,▸ POWERTIP TECHNOLOGY CORPORATION,co_exhibitor,23,General Exhibits,|,7H320,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,422
parent:1178,MinebeaMitsumi Inc.,parent,,X (Transformation) Park,|,4H521,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,423
parent:1270,Ministry of Internal Affairs and Communications,parent,,X (Transformation) Park,|,5H302,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,424
parent:42,MIRAIT ONE Group,parent,,General Exhibits,|,7H003,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,425
parent:120,mitdir Inc.,parent,,Next Generation Park,|,4H134,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,426
parent:28,Mitsubishi Electric Group,parent,,General Exhibits,|,8H412,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,427
parent:107,"MIXI, Inc.",parent,,X (Transformation) Park,|,4H531,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,428
parent:184,MIYAKONOJO CITY,parent,,General Exhibits,|,7H431,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,429
parent:374,"MK CO.,LTD",parent,,General Exhibits,|,8H217,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,430
parent:222,"Mobile Computing Lab. (Yamaguchi Lab.), the University of Osaka",parent,,Next Generation Park,|,4H301-303,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,431
parent:88,Monotechnos corp./Tokyo University of Information Sciences,parent,,General Exhibits,|,7H407,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,432
parent:327,MOPIC CO LTD,parent,,General Exhibits,|,,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,433
parent:78,MORISO,parent,,General Exhibits,|,7H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,434
parent:203,"Motion Control Laboratory, University of Tsukuba",parent,,X (Transformation) Park,|,5H201,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,435
parent:30,"Murata Manufacturing Co., Ltd.",parent,,General Exhibits,|,7H340,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,436
parent:194,Musignal Inc.,parent,,General Exhibits,|,7H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,437
parent:306,Nagoya Kogakuin College of Technology,parent,,Next Generation Park,|,4H317,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,438
parent:206,Nagoya University,parent,,Next Generation Park,|,4H311,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,439
parent:394,National Agriculture and Food Research Organization／Innovation Promotion Council for Smart Agriculture（IPCSA）,parent,,General Exhibits,|,8H202,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,440
parent:36,National Institute of Advanced Industrial Science and Technology,parent,,General Exhibits,|,4H621,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,441
parent:104,"National Institute of Informatics/Kyoto University/Institute of Information Security/Tokyo Information Design Professional University, ""The ZT-IoT Project""",parent,,Next Generation Park,|,4H207,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,442
parent:104:co-exhibitor:1,▸ CREST ZT-IoT,co_exhibitor,104,Next Generation Park,|,4H207,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,443
parent:83,National Institute of Information and Communications Technology,parent,,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,444
parent:83:co-exhibitor:1,▸ Aromajoin Corporation,co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,445
parent:83:co-exhibitor:2,▸ BearBell Inc.,co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,446
parent:83:co-exhibitor:3,"▸ IDDK Co., Ltd.",co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,447
parent:83:co-exhibitor:4,"▸ Kick Space Technologies, Inc.",co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,448
parent:83:co-exhibitor:5,▸ LOOVIC Inc. 🎓,co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,449
parent:83:co-exhibitor:6,▸ MI-6 Ltd.,co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,450
parent:83:co-exhibitor:7,▸ Muzaihoumen,co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,451
parent:83:co-exhibitor:8,▸ National Institute of Information and Communications Technology,co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,452
parent:83:co-exhibitor:9,"▸ New Space Intelligence,Inc.",co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,453
parent:83:co-exhibitor:10,▸ RAYVEN Inc.,co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,454
parent:83:co-exhibitor:11,"▸ SPViolet, Kanazawa Medical University",co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,455
parent:83:co-exhibitor:12,▸ Space Weather Company,co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,456
parent:83:co-exhibitor:13,▸ asai inc.,co_exhibitor,83,Next Generation Park,|,4H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,457
parent:45,National Institute of Information and Communications Technology (Innovative ICT Fund Projects for Beyond 5G/6G),parent,,X (Transformation) Park,|,6H224,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,458
parent:29,National Institute of Information and Communications Technology(NICT),parent,,X (Transformation) Park,|,6H208,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,459
parent:130,"National Institute of Technology ,Tokyo College/National Institute of Technology ,Sendai College/Tycoh & Co.,Ltd.",parent,,Next Generation Park,|,4H114,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,460
parent:95,"National Space Policy Secretariat, Cabinet Office and Quasi-Zenith Satellite System Services Inc.",parent,,General Exhibits,|,8H130,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,461
parent:24,NEC Corporation,parent,,General Exhibits,|,8H230,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,462
parent:31,"NEC Personal Computers, Ltd.",parent,,General Exhibits,|,7H004,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,463
parent:1259,NemoTek Inc.,parent,,Next Generation Park,|,4H241,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,464
parent:234,Neolix,parent,,General Exhibits,|,8H301,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,465
parent:371,Nestle Japan Ltd.,parent,,General Exhibits,|,7H322,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,466
parent:287,"Network Engineering Laboratory, Faculty of Environmental and Urban Engineering, Kansai University",parent,,Next Generation Park,|,4H120,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,467
parent:337,Neubility Inc.,parent,,General Exhibits,|,,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,468
parent:311,Neurogica inc.,parent,,Next Generation Park,|,4H425,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,469
parent:40,New Energy and Industrial Technology Development Organization,parent,,General Exhibits,|,5H440,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,470
parent:47,NHK Foundation,parent,,General Exhibits,|,8H318,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,471
parent:190,"Nikkei Business Publications, Inc",parent,,General Exhibits,|,7H430,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,472
parent:315,NIPPON ALGORITHM COMPANY LTD.,parent,,X (Transformation) Park,|,5H116,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,473
parent:111,"Nippon Sheet Glass Co., Ltd.",parent,,General Exhibits,|,6H020,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,474
parent:326,Nirik Inc.,parent,,Next Generation Park,|,4H325,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,475
parent:164,"NISSHO INTERNATIONAL CO., LTD.",parent,,General Exhibits,|,8H222,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,476
parent:118,NITI Technology Inc.,parent,,Next Generation Park,|,4H340,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,477
parent:257,"NJC NetCommunications Co.,Ltd.",parent,,Next Generation Park,|,4H319,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,478
parent:1257,NOEOTE,parent,,Next Generation Park,|,4H017,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,479
parent:116,NPR-RIKEN CORPORATION,parent,,General Exhibits,|,7H508,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,480
parent:146,"Numata City, Gunma Prefecture",parent,,General Exhibits,|,8H212,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,481
parent:362,numoment Inc.,parent,,Next Generation Park,|,4H329,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,482
parent:74,"OBIC BUSINESS CONSULTANTS CO., LTD.",parent,,General Exhibits,|,8H133,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,483
parent:236,OCC Educational Corporation The Graduate School of Management and Education Technology,parent,,Next Generation Park,|,4H128,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,484
parent:275,Ocean Digital Society Pavillion,parent,,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,485
parent:275:co-exhibitor:1,▸ ALAN Consortium,co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,486
parent:275:co-exhibitor:2,▸ Fujitsu Limited,co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,487
parent:275:co-exhibitor:3,"▸ ISE Co.,Ltd.",co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,488
parent:275:co-exhibitor:4,▸ Japan Agency for Marine-Earth Science and Technology,co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,489
parent:275:co-exhibitor:5,▸ Japan Underwater Drone Association,co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,490
parent:275:co-exhibitor:6,▸ Marine Open Innovation Institute/City of Shizuoka,co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,491
parent:275:co-exhibitor:7,▸ New Energy and Industrial Technology Development Organization,co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,492
parent:275:co-exhibitor:8,▸ Nōka.AI,co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,493
parent:275:co-exhibitor:9,▸ Potentialight Inc.,co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,494
parent:275:co-exhibitor:10,"▸ Robotics Sailing Lab. Co., Ltd.",co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,495
parent:275:co-exhibitor:11,"▸ SPACEONE Co.,Ltd",co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,496
parent:275:co-exhibitor:12,"▸ UMIAILE Co., Ltd.",co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,497
parent:275:co-exhibitor:13,"▸ artTunes Co.,Ltd.",co_exhibitor,275,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,498
parent:330,Okinawa Prefectural Government,parent,,X (Transformation) Park,|,6H008,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,499
parent:330:co-exhibitor:1,▸ Ginoza Village,co_exhibitor,330,X (Transformation) Park,|,6H008,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,500
parent:330:co-exhibitor:2,▸ nago city,co_exhibitor,330,X (Transformation) Park,|,6H008,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,501
parent:381,"openpage Co.,Ltd.",parent,,General Exhibits,|,7H408,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,502
parent:324,OPTAGE Inc.,parent,,General Exhibits,|,8H316,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,503
parent:63,OPTO PLUS TECHNOLOGIES CORPORATION,parent,,General Exhibits,|,7H204,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,504
parent:328,Osaka Prefecture /Osaka City,parent,,X (Transformation) Park,|,6H238,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,505
parent:68,Osaka Sangyo University,parent,,Next Generation Park,|,4H116,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,506
parent:98,OSTIARIES,parent,,General Exhibits,|,7H201,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,507
parent:64,OUTSENSE Inc.,parent,,Next Generation Park,|,4H442,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,508
parent:392,Pactom,parent,,Next Generation Park,|,4H435,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,509
parent:397,Panhouse,parent,,X (Transformation) Park,|,4H526,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,510
parent:238,Peetslist Inc.,parent,,Next Generation Park,|,4H328,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,511
parent:1223,PEN Ventures Korea,parent,,X (Transformation) Park,|,5H305,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,512
parent:386,PHIDRIX Inc.,parent,,Next Generation Park,|,4H133,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,513
parent:126,"Pionero,Inc",parent,,General Exhibits,|,8H113,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,514
parent:134,"PLAUD Co., Ltd",parent,,X (Transformation) Park,|,5H301,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,515
parent:1053,polisee Inc.,parent,,Next Generation Park,|,4H332,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,516
parent:218,Portus AI Inc.,parent,,Next Generation Park,|,4H428,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,517
parent:100,"PowerManagement Co., Ltd.",parent,,General Exhibits,|,7H418,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,518
parent:84,"Preferred Networks, Inc.",parent,,X (Transformation) Park,|,5H206,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,519
parent:375,PREMIUM WATER,parent,,General Exhibits,|,8H114,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,520
parent:250,"QD Laser, Inc.",parent,,General Exhibits,|,8H122,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,521
parent:250:co-exhibitor:1,"▸ Ultimems, Inc.",co_exhibitor,250,General Exhibits,|,8H122,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,522
parent:1146,"QTnet,Inc.",parent,,X (Transformation) Park,|,5H412,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,523
parent:1303,"Qualiteg Inc.,",parent,,Next Generation Park,|,4H338,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,524
parent:132,"Quanmatic, Inc",parent,,Next Generation Park,|,4H021,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,525
parent:240,Quantum Resistant Cryptography JP,parent,,Next Generation Park,|,4H424,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,526
parent:227,"Quectel Wireless Solutions Co., Ltd.",parent,,General Exhibits,|,7H324,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,527
parent:1313,Radventurers CO LLC,parent,,General Exhibits,|,,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,528
parent:172,RainScales Japan K.K,parent,,General Exhibits,|,7H326,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,529
